V1,Qx_random,Qx_strat,p_random,p_strat,REP
Tm-c,0.224639241524823,0.602354402833418,0.635527559011575,0.437681122139758,M13
Tm-c.p,0.224639241524823,0.602354402833418,0.635527559011575,0.437681122139758,M13
Tm-nc,0.352202823423618,1.16951074588601,0.552868806171014,0.279501791853431,M13
c,0.00283388542668822,1.95539846551417e-05,0.957545266338754,0.996471774933277,M14
c.p,0.00283388542668822,1.95539846551417e-05,0.957545266338754,0.996471774933277,M14
nc,5.34575198216233,1.00714535023121,0.0207728216582012,0.315587697345817,M14
Tm-c,0.0767461765310525,0.0137381819661872,0.781756300602023,0.906693649902308,M14
Tm-c.p,0.0767461765310525,0.0137381819661872,0.781756300602023,0.906693649902308,M14
Tm-nc,0.207902824933172,2.14801627119896,0.648416137461704,0.142754230688724,M14
c,0.17668152587118,0.0272563569684976,0.674240733069498,0.868869213334469,M15
c.p,0.17668152587118,0.0272563569684976,0.674240733069498,0.868869213334469,M15
nc,0.765177387240538,0.0144469561883703,0.381713113388516,0.904328289109083,M15
Tm-c,0.376897522486039,0.00186578432429524,0.539268324558999,0.965546309485106,M15
Tm-c.p,0.376897522486039,0.00186578432429524,0.539268324558999,0.965546309485106,M15
Tm-nc,0.0458193330402565,0.47357263893061,0.830504549705215,0.491348162695229,M15
c,2.00951314111509,0.616325737079866,0.156315474713787,0.432415951130381,M16
c.p,2.00951314111509,0.616325737079866,0.156315474713787,0.432415951130381,M16
nc,2.37937484103871,0.205132485718882,0.122946739329291,0.650609560984675,M16
Tm-c,0.395431431869626,0.000690064134772883,0.529458138085895,0.979042723499309,M16
Tm-c.p,0.395431431869626,0.000690064134772883,0.529458138085895,0.979042723499309,M16
Tm-nc,0.773955099256676,0.023765852500426,0.378996284897307,0.877482181912823,M16
c,0.378295889233125,2.88142030976228,0.538516661487457,0.08960695297672,M17
c.p,0.378295889233125,2.88142030976228,0.538516661487457,0.08960695297672,M17
nc,0.0216006527601555,0.638413569482505,0.883154432605708,0.424285851094783,M17
Tm-c,0.0767604126221699,2.05887136179574,0.78173657248906,0.151322214755464,M17
Tm-c.p,0.0767604126221699,2.05887136179574,0.78173657248906,0.151322214755464,M17
Tm-nc,0.520765479090457,0.299192218764306,0.470515332963399,0.584389270704635,M17
c,0.547690387938156,1.29224017279899,0.459262938950297,0.255635525451281,M18
c.p,0.547690387938156,1.29224017279899,0.459262938950297,0.255635525451281,M18
nc,2.35316615319511,2.50896023888618,0.125028838631679,0.113200598077238,M18
Tm-c,0.537294081610577,0.376264952589557,0.463556315248355,0.539608980305946,M18
Tm-c.p,0.537294081610577,0.376264952589557,0.463556315248355,0.539608980305946,M18
Tm-nc,4.15992799091801,0.00477938136430943,0.0413911636654554,0.944883697955865,M18
c,0.303513212935538,0.178682995615342,0.581688288542533,0.672507504691899,M19
c.p,0.303513212935538,0.178682995615342,0.581688288542533,0.672507504691899,M19
nc,0.00179660432558369,1.39556766284068,0.966190694089709,0.237467100299512,M19
Tm-c,0.0256122879370332,0.040937675463719,0.872850829003862,0.839658272027451,M19
Tm-c.p,0.0256122879370332,0.040937675463719,0.872850829003862,0.839658272027451,M19
Tm-nc,0.0139443588688228,0.408373981128741,0.905999330109508,0.522795964134586,M19
c,0.211752605104864,1.57798628267016,0.645397184565004,0.209050991807635,M20
c.p,0.211752605104864,1.57798628267016,0.645397184565004,0.209050991807635,M20
nc,2.07897098179667,2.71649745439745,0.149340823272591,0.0993157308344758,M20
Tm-c,0.42980864623298,1.36775385722909,0.512082857550892,0.242198177262777,M20
Tm-c.p,0.42980864623298,1.36775385722909,0.512082857550892,0.242198177262777,M20
Tm-nc,5.32669168568293,0.294610368489427,0.0210012128570115,0.587281132836726,M20
c,0.34584444844605,0.0197686186550403,0.556474966227796,0.888185221543639,M21
c.p,0.34584444844605,0.0197686186550403,0.556474966227796,0.888185221543639,M21
nc,0.0721983765124159,0.0312873046598487,0.788162432799788,0.859600938297546,M21
Tm-c,0.0761592279746118,1.00732882368006,0.782571404618942,0.315543621700168,M21
Tm-c.p,0.0761592279746118,1.00732882368006,0.782571404618942,0.315543621700168,M21
Tm-nc,0.417545447175871,0.646902492527165,0.518164366316935,0.421222301022267,M21
c,2.10605766032466,2.6194889096181,0.146716866633812,0.105558435246013,M22
c.p,2.10605766032466,2.6194889096181,0.146716866633812,0.105558435246013,M22
nc,0.635367769533397,2.83507711571302,0.42539318967226,0.092226373831155,M22
Tm-c,2.69681590722851,2.70763803403979,0.100548873855896,0.0998687597525094,M22
Tm-c.p,2.69681590722851,2.70763803403979,0.100548873855896,0.0998687597525094,M22
Tm-nc,2.51724326866819,3.3032822443482,0.112607287835992,0.0691415986033587,M22
c,2.23108232130039,0.231483742363394,0.135259070179874,0.630425831741693,M23
c.p,2.23108232130039,0.231483742363394,0.135259070179874,0.630425831741693,M23
nc,0.0021937509199665,0.229102326191084,0.962642745276454,0.632190240342727,M23
Tm-c,2.6833903439089,0.55489090678572,0.101399642365589,0.456326129948359,M23
Tm-c.p,2.6833903439089,0.55489090678572,0.101399642365589,0.456326129948359,M23
Tm-nc,0.0519955060574751,1.66497912521595,0.819626625522631,0.196932391099633,M23
c,0.497493498635891,0.792709527674545,0.480603532342258,0.373282079322065,M24
c.p,0.497493498635891,0.792709527674545,0.480603532342258,0.373282079322065,M24
nc,0.305663289127228,0.194945119011348,0.580353637658151,0.658832316548033,M24
Tm-c,0.184816040269271,0.326431735791164,0.667266667712838,0.567767804230042,M24
Tm-c.p,0.184816040269271,0.326431735791164,0.667266667712838,0.567767804230042,M24
Tm-nc,1.05733980938231,0.25800282891912,0.303822697803678,0.611495569899389,M24
c,1.20608169071287,2.27515807869679,0.272109523726613,0.13146172026779,M25
c.p,1.20608169071287,2.27515807869679,0.272109523726613,0.13146172026779,M25
nc,0.198765007388065,0.510361256289153,0.655719548523079,0.474982512812138,M25
Tm-c,2.0733803892979,0.890100540240238,0.149888974520458,0.34545006391176,M25
Tm-c.p,2.0733803892979,0.890100540240238,0.149888974520458,0.34545006391176,M25
Tm-nc,0.77743016160302,0.634547345427198,0.377928241776318,0.425692207363309,M25
c,1.97335663545315,2.2591054338808,0.160092024355253,0.132830771659357,M26
c.p,1.97335663545315,2.2591054338808,0.160092024355253,0.132830771659357,M26
nc,0.00330434762994601,3.29280861724223,0.954160085095439,0.06958390001429,M26
Tm-c,0.7061437889054,2.04179668936311,0.400726960597435,0.153028805190129,M26
Tm-c.p,0.7061437889054,2.04179668936311,0.400726960597435,0.153028805190129,M26
Tm-nc,0.710071611889879,1.32209449089229,0.399420039509972,0.250216500754615,M26
c,0.429232843256703,1.35381229838991,0.512365620620384,0.244612749802348,M27
c.p,0.429232843256703,1.35381229838991,0.512365620620384,0.244612749802348,M27
nc,0.189200939644081,0.848818228632069,0.663582502162269,0.356886870234035,M27
Tm-c,0.0505733763771615,2.32752208036722,0.82206854298323,0.127104063135109,M27
Tm-c.p,0.0505733763771615,2.32752208036722,0.82206854298323,0.127104063135109,M27
Tm-nc,0.453958072732395,0.0661692789619147,0.500461297252994,0.796998216369714,M27
c,0.117510918150629,1.47404800151327,0.731749937563244,0.224708094721732,M28
c.p,0.117510918150629,1.47404800151327,0.731749937563244,0.224708094721732,M28
nc,0.184844213849572,3.66319918627421,0.667242831877659,0.0556267255849642,M28
Tm-c,0.670394701192493,2.25444809371418,0.41291403009173,0.133230947733797,M28
Tm-c.p,0.670394701192493,2.25444809371418,0.41291403009173,0.133230947733797,M28
Tm-nc,0.00647316899812884,2.43825872884783,0.935874584402678,0.118407599523057,M28
c,0.1940974797719,0.200647760007473,0.659527978208246,0.65419850008229,M29
c.p,0.1940974797719,0.200647760007473,0.659527978208246,0.65419850008229,M29
nc,0.00839509543383199,1.47706178711148,0.926996183810465,0.224234799398853,M29
Tm-c,0.753744661401626,0.259826512466772,0.385293232431135,0.610239368090201,M29
Tm-c.p,0.753744661401626,0.259826512466772,0.385293232431135,0.610239368090201,M29
Tm-nc,1.19589883104373,1.49415970704273,0.274142913271115,0.22157217777721,M29
c,0.0488351112093918,0.645821273620178,0.825102807114455,0.421610657173681,M30
c.p,0.0488351112093918,0.645821273620178,0.825102807114455,0.421610657173681,M30
nc,0.759907926450806,1.22508694584802,0.383357338363307,0.268364642183178,M30
Tm-c,0.00308270463437333,0.771155877009163,0.95572251634631,0.379859709896014,M30
Tm-c.p,0.00308270463437333,0.771155877009163,0.95572251634631,0.379859709896014,M30
Tm-nc,0.119975286291012,0.102651766690694,0.729061295090362,0.74867032218999,M30
c,0.909318713807635,2.74889762467035,0.340295248622212,0.0973215066575129,M31
c.p,0.909318713807635,2.74889762467035,0.340295248622212,0.0973215066575129,M31
nc,0.00682958992926593,1.95982863592778,0.934136734637748,0.161531646730653,M31
Tm-c,0.749118634307606,1.37135051266248,0.386755419896329,0.241579982436499,M31
Tm-c.p,0.749118634307606,1.37135051266248,0.386755419896329,0.241579982436499,M31
Tm-nc,1.36034142012626,0.366272789896191,0.243478319274608,0.545042959844276,M31
c,0.320154980955085,1.16729935236135,0.571514521967573,0.279956846509875,M32
c.p,0.320154980955085,1.16729935236135,0.571514521967573,0.279956846509875,M32
nc,0.0537609738277434,0.00531425447284619,0.81664354705262,0.941886542808891,M32
Tm-c,0.139083588110295,2.26019709075721,0.709193754548537,0.132737166780078,M32
Tm-c.p,0.139083588110295,2.26019709075721,0.709193754548537,0.132737166780078,M32
Tm-nc,0.684130480592648,0.178278169638596,0.408168026275194,0.672857149000656,M32
c,2.3310808435044,0.026471095968234,0.126813797881185,0.870755116503312,M33
c.p,2.3310808435044,0.026471095968234,0.126813797881185,0.870755116503312,M33
nc,0.124581922658213,0.389558444950159,0.724117195273703,0.532531593137572,M33
Tm-c,4.98311198741617,0.0263249815611413,0.0255959008541625,0.871109183491485,M33
Tm-c.p,4.98311198741617,0.0263249815611413,0.0255959008541625,0.871109183491485,M33
Tm-nc,1.9959761402035,0.1204630252141,0.157717421530165,0.728532842990023,M33
c,1.34974106846261,0.0560749470328975,0.24532338866242,0.812810793337831,M34
c.p,1.34974106846261,0.0560749470328975,0.24532338866242,0.812810793337831,M34
nc,7.1146133568265,2.32720908361926,0.00764580924340266,0.127129627592169,M34
Tm-c,1.81767362056736,0.0222944826179459,0.17759044177661,0.881306365385765,M34
Tm-c.p,1.81767362056736,0.0222944826179459,0.17759044177661,0.881306365385765,M34
Tm-nc,6.07169011655297,4.73483775890526,0.0137365458009386,0.0295576358641013,M34
c,0.141982952256831,0.0684575832020941,0.70631759351509,0.793595917548338,M35
c.p,0.141982952256831,0.0684575832020941,0.70631759351509,0.793595917548338,M35
nc,0.223680750420869,2.54730221397416,0.636249569758363,0.110482763290121,M35
Tm-c,0.0840933506054794,0.107310388054829,0.771825008446369,0.743227247231412,M35
Tm-c.p,0.0840933506054794,0.107310388054829,0.771825008446369,0.743227247231412,M35
Tm-nc,0.0220802001310894,0.176376277274951,0.881873945898347,0.67450608552671,M35
c,0.208479524375659,1.12843288181618,0.647961756192264,0.288109854998779,M36
c.p,0.208479524375659,1.12843288181618,0.647961756192264,0.288109854998779,M36
nc,0.272759465146634,0.00703158644469736,0.601486677830356,0.933172071859494,M36
Tm-c,0.0695196778117381,0.392790279001913,0.792037416181087,0.530836347214167,M36
Tm-c.p,0.0695196778117381,0.392790279001913,0.792037416181087,0.530836347214167,M36
Tm-nc,1.37271663453161,1.65924055598686,0.24134567618865,0.19770589365836,M36
c,0.200456523986921,0.390994641370555,0.654352605100492,0.531777038926229,M37
c.p,0.200456523986921,0.390994641370555,0.654352605100492,0.531777038926229,M37
nc,0.503760673958324,0.301357432406057,0.477852358952056,0.58303268143664,M37
Tm-c,0.290811804525645,0.812922533425022,0.589700775959413,0.367257611094893,M37
Tm-c.p,0.290811804525645,0.812922533425022,0.589700775959413,0.367257611094893,M37
Tm-nc,0.00117568172001904,1.45544323502512,0.972647322039047,0.227656543649605,M37
c,0.208652075687573,4.7141889882868,0.647825950708704,0.0299146732425641,M38
c.p,0.208652075687573,4.7141889882868,0.647825950708704,0.0299146732425641,M38
nc,1.69645102634261,6.48547258339395e-05,0.192752760245107,0.993574511050418,M38
Tm-c,0.621287838592896,5.49710527469511,0.430569119374839,0.0190479799974759,M38
Tm-c.p,0.621287838592896,5.49710527469511,0.430569119374839,0.0190479799974759,M38
Tm-nc,3.35973444290138,0.123867394000875,0.0668088410873597,0.724877261191321,M38
c,0.864363739992671,1.27482747089521,0.352520404304565,0.258862999442763,M39
c.p,0.864363739992671,1.27482747089521,0.352520404304565,0.258862999442763,M39
nc,0.12705871729358,0.000747437367137172,0.721501369199978,0.978189111083928,M39
Tm-c,0.127139323848771,3.26180830741959,0.721416722480852,0.0709108885322785,M39
Tm-c.p,0.127139323848771,3.26180830741959,0.721416722480852,0.0709108885322785,M39
Tm-nc,0.237180943149162,0.114494710809562,0.626249641491046,0.735083873349882,M39
c,0.430020176891947,4.20393376089997,0.511979047916289,0.0403303210277269,M40
c.p,0.430020176891947,4.20393376089997,0.511979047916289,0.0403303210277269,M40
nc,2.78692015116653,1.54406630999766,0.0950367224365195,0.214013556473146,M40
Tm-c,0.00109262658915759,9.01234312795046,0.973630805551832,0.00268162414603094,M40
Tm-c.p,0.00109262658915759,9.01234312795046,0.973630805551832,0.00268162414603094,M40
Tm-nc,2.98110216983387,0.341589844031459,0.0842418882645416,0.558912968249616,M40
c,0.015659208008726,1.00212429639139,0.900415283938467,0.31679703570962,M41
c.p,0.015659208008726,1.00212429639139,0.900415283938467,0.31679703570962,M41
nc,4.10614774341993,0.659865697165314,0.0427275810446851,0.416607361226926,M41
Tm-c,0.00394100019278846,1.14644588741096,0.949943773701267,0.284294387597917,M41
Tm-c.p,0.00394100019278846,1.14644588741096,0.949943773701267,0.284294387597917,M41
Tm-nc,3.53703216905949,0.339288786910694,0.0600127512973373,0.560240035518502,M41
c,0.0774185262422235,0.58722411606203,0.780826712237562,0.443494547766573,M42
c.p,0.0774185262422235,0.58722411606203,0.780826712237562,0.443494547766573,M42
nc,0.978074827392726,2.56904945877162,0.322674562876114,0.108973193899621,M42
Tm-c,1.4904863360608,2.23439531803382,0.222141017394712,0.134969416425924,M42
Tm-c.p,1.4904863360608,2.23439531803382,0.222141017394712,0.134969416425924,M42
Tm-nc,1.29531816239964,7.5860033059516,0.255070189315116,0.00588232161798088,M42
c,0.310272416882147,1.48127600583956,0.577513067568385,0.22357498603126,M43
c.p,0.310272416882147,1.48127600583956,0.577513067568385,0.22357498603126,M43
nc,0.00458421481182196,1.53528200812136,0.946019012335806,0.215321437248643,M43
Tm-c,0.240789360753919,1.62635122870563,0.62363657729823,0.202208468577844,M43
Tm-c.p,0.240789360753919,1.62635122870563,0.62363657729823,0.202208468577844,M43
Tm-nc,0.00108044154491304,2.14733300686958,0.973778200049968,0.1428177861614,M43
c,0.218970033724312,3.0096188848606,0.639825824024932,0.0827717502710133,M44
c.p,0.218970033724312,3.0096188848606,0.639825824024932,0.0827717502710133,M44
nc,4.65698456825039,1.88646935729786,0.0309274612827215,0.169600681178233,M44
Tm-c,0.322266168438648,1.50559482318481,0.570248932963065,0.219812509746282,M44
Tm-c.p,0.322266168438648,1.50559482318481,0.570248932963065,0.219812509746282,M44
Tm-nc,1.20409464049079,0.314988965484752,0.272504824817734,0.57463477115835,M44
c,1.22551183333919,0.497408331669616,0.268281658534791,0.480641097570605,M45
c.p,1.22551183333919,0.497408331669616,0.268281658534791,0.480641097570605,M45
nc,0.331399307117478,4.03038780393588,0.564836284769831,0.0446876675265091,M45
Tm-c,1.06333184121654,0.233541655272384,0.30245649754397,0.628910089078381,M45
Tm-c.p,1.06333184121654,0.233541655272384,0.30245649754397,0.628910089078381,M45
Tm-nc,7.97343747161389,2.24410960998374,0.00474687117793131,0.134124092315448,M45
c,0.0316430219922669,0.0955560731735565,0.858813404328354,0.757229140125617,M46
c.p,0.0316430219922669,0.0955560731735565,0.858813404328354,0.757229140125617,M46
nc,6.22548532067855,0.884400390333512,0.0125924388940027,0.346999273845495,M46
Tm-c,0.115184875314884,0.021091458874456,0.734316724089059,0.884530079660031,M46
Tm-c.p,0.115184875314884,0.021091458874456,0.734316724089059,0.884530079660031,M46
Tm-nc,3.55577770915879,0.466051365995896,0.0593384955148608,0.494809355597503,M46
c,0.00119360535087013,6.97978633032291,0.972439693006967,0.00824354504083345,M47
c.p,0.00119360535087013,6.97978633032291,0.972439693006967,0.00824354504083345,M47
nc,4.07095596795928,0.0197274421932345,0.0436265777135506,0.8883009683528,M47
Tm-c,0.174001337661693,5.60595761018223,0.676579902878591,0.0178995095885391,M47
Tm-c.p,0.174001337661693,5.60595761018223,0.676579902878591,0.0178995095885391,M47
Tm-nc,0.954068220794622,0.169104819471291,0.328685924036163,0.680908611295603,M47
c,0.678244778182086,0.840174424465268,0.410191784399135,0.359346890106699,M48
c.p,0.678244778182086,0.840174424465268,0.410191784399135,0.359346890106699,M48
nc,0.218677571458845,0.0152137563861262,0.640049395127429,0.901834654759822,M48
Tm-c,0.0125251584960706,0.692737377897577,0.910890125479921,0.405234854781872,M48
Tm-c.p,0.0125251584960706,0.692737377897577,0.910890125479921,0.405234854781872,M48
Tm-nc,2.32507837276982,0.083944459007788,0.127303808547143,0.772021501553263,M48
c,0.365396846106607,0.0758358005121045,0.545524135740835,0.783021998068312,M49
c.p,0.365396846106607,0.0758358005121045,0.545524135740835,0.783021998068312,M49
nc,0.245419263547259,0.000380407793837068,0.620319145566318,0.984439009754833,M49
Tm-c,0.107056822331414,0.119798873431313,0.743520108466073,0.729252729938504,M49
Tm-c.p,0.107056822331414,0.119798873431313,0.743520108466073,0.729252729938504,M49
Tm-nc,1.09593611244163,0.304326500474666,0.295159690722887,0.581182720740088,M49
c,0.491280204824994,1.48834117778207,0.483356789548022,0.222474013930974,M50
c.p,0.491280204824994,1.48834117778207,0.483356789548022,0.222474013930974,M50
nc,3.70219647585703,11.8347932044056,0.0543408886068742,0.000581341544076459,M50
Tm-c,0.357252688555863,2.49671805165072,0.550035995026285,0.114083819396149,M50
Tm-c.p,0.357252688555863,2.49671805165072,0.550035995026285,0.114083819396149,M50
Tm-nc,5.9858767030598,19.0376216546315,0.0144208730499014,1.28166451077045e-05,M50
c,1.02313177175423,7.09193121801711,0.311777294213802,0.00774317628634622,M51
c.p,1.02313177175423,7.09193121801711,0.311777294213802,0.00774317628634622,M51
nc,1.40324636999858,2.17049126174705,0.236180777902343,0.140681286474021,M51
Tm-c,0.826054409886479,5.82156107753793,0.363415924443116,0.0158308884433953,M51
Tm-c.p,0.826054409886479,5.82156107753793,0.363415924443116,0.0158308884433953,M51
Tm-nc,4.1864933673947,1.89146947504722,0.0407472984346787,0.169036272522577,M51
c,0.0499461619254516,0.0911469671027413,0.823156982481664,0.762724057225808,M52
c.p,0.0499461619254516,0.0911469671027413,0.823156982481664,0.762724057225808,M52
nc,0.28428872545501,2.14545006162327,0.593903913403825,0.142993097629111,M52
Tm-c,0.0128558785381671,0.00205682525898093,0.909726309055376,0.963826552383249,M52
Tm-c.p,0.0128558785381671,0.00205682525898093,0.909726309055376,0.963826552383249,M52
Tm-nc,0.855498342084589,1.12090346407953,0.355001522523327,0.28972399792069,M52
c,0.0566241188162417,1.89619107175696,0.81191349200322,0.168505279638508,M53
c.p,0.0566241188162417,1.89619107175696,0.81191349200322,0.168505279638508,M53
nc,0.220990116521752,0.244845709854242,0.63828653267973,0.620727986108565,M53
Tm-c,0.36229664473262,2.23832396140885,0.547233496279528,0.134626835878677,M53
Tm-c.p,0.36229664473262,2.23832396140885,0.547233496279528,0.134626835878677,M53
Tm-nc,0.554898801524463,9.85412658523468e-05,0.456322926272319,0.992079693334457,M53
c,0.582673619563244,0.262838614456818,0.445266251500926,0.608176661350564,M54
c.p,0.582673619563244,0.262838614456818,0.445266251500926,0.608176661350564,M54
nc,0.0437647541250072,1.63765548834956,0.834291899499612,0.20064744818359,M54
Tm-c,0.575827000026359,0.639357659913529,0.447952668068965,0.423943493548868,M54
Tm-c.p,0.575827000026359,0.639357659913529,0.447952668068965,0.423943493548868,M54
Tm-nc,0.304430866410208,0.781206137508325,0.581117907052732,0.376772513743315,M54
c,0.00479991933326601,0.000259564511654324,0.944765590899739,0.98714583320323,M55
c.p,0.00479991933326601,0.000259564511654324,0.944765590899739,0.98714583320323,M55
nc,0.354207991310705,1.19979385168255,0.551740699639857,0.27336288458888,M55
Tm-c,0.00769727326614285,0.281768968239357,0.930088011869264,0.595544109547952,M55
Tm-c.p,0.00769727326614285,0.281768968239357,0.930088011869264,0.595544109547952,M55
Tm-nc,1.79915239035606,0.0668331644046799,0.179815000537422,0.796004758950342,M55
c,3.30336713806224,0.117436333237657,0.0691380258574913,0.731831799459199,M56
c.p,3.30336713806224,0.117436333237657,0.0691380258574913,0.731831799459199,M56
nc,0.53989674352415,0.451123285382607,0.462475522427717,0.501802006205849,M56
Tm-c,2.07557689781617,0.607705879079529,0.149673338544977,0.435652897023814,M56
Tm-c.p,2.07557689781617,0.607705879079529,0.149673338544977,0.435652897023814,M56
Tm-nc,0.61428080121481,9.29007366594976e-06,0.433180550559614,0.997568081771945,M56
c,1.27942226534807,0.366426569662351,0.25800648290577,0.544958566240066,M57
c.p,1.27942226534807,0.366426569662351,0.25800648290577,0.544958566240066,M57
nc,2.2077901121807,0.00165780959223686,0.137315250139344,0.967522140211069,M57
Tm-c,1.83247254731637,0.17476650959187,0.175835779495561,0.675909942407015,M57
Tm-c.p,1.83247254731637,0.17476650959187,0.175835779495561,0.675909942407015,M57
Tm-nc,7.0722254308572,1.0538965525095,0.007828795666674,0.304611379537046,M57
c,0.00654414635644346,1.2591228262747,0.935524741984737,0.261817192922773,M58
