rep	case	h2	env	ts	Qx	P-Chi	P-EN	Ax	P-Ax	type
L9	C1	same-0.3	env-1.0	p-0.55	1.86101118633295	0.172508140222099	0.197	0.131396117658169	3.67649853565746e-09	c-ID
L9	C1	same-0.3	env-1.0	p-0.55	1.86101118633295	0.172508140222099	0.21	0.131396117658169	3.67649853565746e-09	c.p-ID
L9	C1	same-0.3	env-1.0	p-0.55	3.85738140406856	0.0495275705524581	0.071	0.186909337373769	3.51654437764606e-17	nc-ID
L10	C1	same-0.3	env-1.0	p-0.55	32.5135318208761	1.18365491992095e-08	0	0.478827309342728	3.82732882728339e-115	c
L10	C1	same-0.3	env-1.0	p-0.55	32.5135318208761	1.18365491992095e-08	0	0.478827309342728	3.82732882728339e-115	c.p
L10	C1	same-0.3	env-1.0	p-0.55	213.148536123111	2.82467310299764e-48	0	0.81221095110542	0	nc
L10	C1	same-0.3	env-1.0	p-0.55	5.80766367900105	0.0159564791229109	0.059	0.224263434147768	3.22384387016812e-24	c-Tm
L10	C1	same-0.3	env-1.0	p-0.55	5.80766367900105	0.0159564791229109	0.068	0.224263434147768	3.22384387016812e-24	c.p-Tm
L10	C1	same-0.3	env-1.0	p-0.55	8.19616630155928	0.00419789993390814	0.036	0.265769462987831	1.10443777598953e-33	nc-Tm
L10	C1	same-0.3	env-1.0	p-0.55	4.93441609432264	0.0263269559562242	0.101	0.207218867075556	7.74154278815827e-21	c-ID
L10	C1	same-0.3	env-1.0	p-0.55	4.93441609432264	0.0263269559562242	0.09	0.207218867075556	7.74154278815827e-21	c.p-ID
L10	C1	same-0.3	env-1.0	p-0.55	4.95171205835251	0.0260648444656608	0.087	0.208810086619488	3.84924575856489e-21	nc-ID
L11	C1	same-0.3	env-1.0	p-0.55	14.7085722001739	0.000125474595515281	0	0.351796211233439	2.4206946521192e-59	c
L11	C1	same-0.3	env-1.0	p-0.55	14.7085722001739	0.000125474595515281	0	0.351796211233439	2.4206946521192e-59	c.p
L11	C1	same-0.3	env-1.0	p-0.55	110.03054515159	9.64923746708439e-26	0	0.717419154318491	1.66880540726343e-308	nc
L11	C1	same-0.3	env-1.0	p-0.55	2.34575031615075	0.125625061461796	0.106	0.149627295771025	1.75297481052222e-11	c-Tm
L11	C1	same-0.3	env-1.0	p-0.55	2.34575031615075	0.125625061461796	0.113	0.149627295771025	1.75297481052222e-11	c.p-Tm
L11	C1	same-0.3	env-1.0	p-0.55	4.31837670777296	0.037702872807551	0.03	0.203687698163325	3.57596502425236e-20	nc-Tm
L11	C1	same-0.3	env-1.0	p-0.55	1.65677059521573	0.198039916282001	0.187	0.126430521669011	1.39999541783254e-08	c-ID
L11	C1	same-0.3	env-1.0	p-0.55	1.65677059521573	0.198039916282001	0.179	0.126430521669011	1.39999541783254e-08	c.p-ID
L11	C1	same-0.3	env-1.0	p-0.55	1.90533437083471	0.167482446598698	0.139	0.136881310272237	7.91399635764886e-10	nc-ID
L12	C1	same-0.3	env-1.0	p-0.55	19.7296378994562	8.92070949126589e-06	0	0.391004551755454	4.7083242006736e-74	c
L12	C1	same-0.3	env-1.0	p-0.55	19.7296378994562	8.92070949126589e-06	0	0.391004551755454	4.7083242006736e-74	c.p
L12	C1	same-0.3	env-1.0	p-0.55	135.878103288891	2.12163493945398e-31	0	0.749320736271344	0	nc
L12	C1	same-0.3	env-1.0	p-0.55	5.74888054270347	0.0164991673814358	0.007	0.224429748559422	2.97828188538413e-24	c-Tm
L12	C1	same-0.3	env-1.0	p-0.55	5.74888054270347	0.0164991673814358	0.009	0.224429748559422	2.97828188538413e-24	c.p-Tm
L12	C1	same-0.3	env-1.0	p-0.55	7.12787713380788	0.00758945305466868	0.003	0.24907172723227	1.16329149559344e-29	nc-Tm
L12	C1	same-0.3	env-1.0	p-0.55	5.71656477654617	0.0168055795100871	0.011	0.223926402105563	3.78456841132247e-24	c-ID
L12	C1	same-0.3	env-1.0	p-0.55	5.71656477654617	0.0168055795100871	0.006	0.223926402105563	3.78456841132247e-24	c.p-ID
L12	C1	same-0.3	env-1.0	p-0.55	4.12650290797963	0.0422165064796546	0.026	0.1918356792129	4.96008845317001e-18	nc-ID
L13	C1	same-0.3	env-1.0	p-0.55	11.131459484903	0.000848757815248632	0	0.308768284933645	1.94917455035704e-45	c
L13	C1	same-0.3	env-1.0	p-0.55	11.131459484903	0.000848757815248632	0	0.308768284933645	1.94917455035704e-45	c.p
L13	C1	same-0.3	env-1.0	p-0.55	75.2593908914637	4.12762450065258e-18	0	0.645510253946349	3.79968300699293e-236	nc
L13	C1	same-0.3	env-1.0	p-0.55	0.86894076998881	0.351248715245802	0.332	0.091038596605966	4.55629606754979e-05	c-Tm
L13	C1	same-0.3	env-1.0	p-0.55	0.86894076998881	0.351248715245802	0.35	0.091038596605966	4.55629606754979e-05	c.p-Tm
L13	C1	same-0.3	env-1.0	p-0.55	1.66480084551666	0.196956367993555	0.191	0.124894448676754	2.09566963885487e-08	nc-Tm
L13	C1	same-0.3	env-1.0	p-0.55	0.632553693866346	0.426420146650302	0.433	0.0778877173410861	0.000489634149051729	c-ID
L13	C1	same-0.3	env-1.0	p-0.55	0.632553693866346	0.426420146650302	0.422	0.0778877173410861	0.000489634149051729	c.p-ID
L13	C1	same-0.3	env-1.0	p-0.55	0.348902134127377	0.554735264162008	0.551	0.0577107042496647	0.00983893216894842	nc-ID
L14	C1	same-0.3	env-1.0	p-0.55	17.6314712013068	2.68114618228786e-05	0	0.369667418585783	8.53319591316165e-66	c
L14	C1	same-0.3	env-1.0	p-0.55	17.6314712013068	2.68114618228786e-05	0	0.369667418585783	8.53319591316165e-66	c.p
L14	C1	same-0.3	env-1.0	p-0.55	176.476791741529	2.84918633050896e-40	0	0.789991113431844	0	nc
L14	C1	same-0.3	env-1.0	p-0.55	2.5817749719212	0.1081003833835	0.075	0.149247164881676	1.97357206296071e-11	c-Tm
L14	C1	same-0.3	env-1.0	p-0.55	2.5817749719212	0.1081003833835	0.075	0.149247164881676	1.97357206296071e-11	c.p-Tm
L14	C1	same-0.3	env-1.0	p-0.55	5.49069733775171	0.0191179162938738	0.013	0.215267476539881	2.13002335243982e-22	nc-Tm
L14	C1	same-0.3	env-1.0	p-0.55	2.13296019719023	0.144162114856229	0.105	0.135914194481012	1.04222394817885e-09	c-ID
L14	C1	same-0.3	env-1.0	p-0.55	2.13296019719023	0.144162114856229	0.096	0.135914194481012	1.04222394817885e-09	c.p-ID
L14	C1	same-0.3	env-1.0	p-0.55	3.2857913358716	0.06988193360895	0.038	0.167819059845288	4.21970700127651e-14	nc-ID
L15	C1	same-0.3	env-1.0	p-0.55	6.75086126610295	0.00937024423335721	0.011	0.248145340192831	1.90673169511961e-29	c
L15	C1	same-0.3	env-1.0	p-0.55	6.75086126610295	0.00937024423335721	0.005	0.248145340192831	1.90673169511961e-29	c.p
L15	C1	same-0.3	env-1.0	p-0.55	44.2399860055573	2.90486594911211e-11	0	0.544852070437351	5.09598142355366e-155	nc
L15	C1	same-0.3	env-1.0	p-0.55	2.03598757200059	0.153614381776318	0.151	0.140083303008897	3.13713096313883e-10	c-Tm
L15	C1	same-0.3	env-1.0	p-0.55	2.03598757200059	0.153614381776318	0.149	0.140083303008897	3.13713096313883e-10	c.p-Tm
L15	C1	same-0.3	env-1.0	p-0.55	3.41894936009914	0.0644520199486432	0.052	0.180678011753103	3.88123279547956e-16	nc-Tm
L15	C1	same-0.3	env-1.0	p-0.55	1.88573224367679	0.169684068586299	0.16	0.135082560926745	1.31857721975504e-09	c-ID
L15	C1	same-0.3	env-1.0	p-0.55	1.88573224367679	0.169684068586299	0.178	0.135082560926745	1.31857721975504e-09	c.p-ID
L15	C1	same-0.3	env-1.0	p-0.55	1.75987373109447	0.184640266056605	0.18	0.131276364052194	3.79924404025616e-09	nc-ID
L16	C1	same-0.3	env-1.0	p-0.55	25.4683949055502	4.4968948528116e-07	0	0.434671298512566	5.71335729447283e-93	c
L16	C1	same-0.3	env-1.0	p-0.55	25.4683949055502	4.4968948528116e-07	0	0.434671298512566	5.71335729447283e-93	c.p
L16	C1	same-0.3	env-1.0	p-0.55	115.13320337344	7.35849176533733e-27	0	0.715181732500672	1.66881503237944e-308	nc
L16	C1	same-0.3	env-1.0	p-0.55	7.94296420278931	0.00482746945575966	0.014	0.26079417114866	1.87296359442477e-32	c-Tm
L16	C1	same-0.3	env-1.0	p-0.55	7.94296420278931	0.00482746945575966	0.02	0.26079417114866	1.87296359442477e-32	c.p-Tm
L16	C1	same-0.3	env-1.0	p-0.55	7.18175968329895	0.00736484393121764	0.016	0.249337042484495	1.0093988335852e-29	nc-Tm
L16	C1	same-0.3	env-1.0	p-0.55	8.86157430300213	0.0029123628854699	0.017	0.274689613836442	5.92297416500065e-36	c-ID
L16	C1	same-0.3	env-1.0	p-0.55	8.86157430300213	0.0029123628854699	0.011	0.274689613836442	5.92297416500065e-36	c.p-ID
L16	C1	same-0.3	env-1.0	p-0.55	9.49946553095681	0.00205531757538275	0.01	0.283735396765038	2.40816082305969e-38	nc-ID
L17	C1	same-0.3	env-1.0	p-0.55	14.4253598736031	0.000145825274908154	0	0.350268568804572	8.25141783155081e-59	c
L17	C1	same-0.3	env-1.0	p-0.55	14.4253598736031	0.000145825274908154	0	0.350268568804572	8.25141783155081e-59	c.p
L17	C1	same-0.3	env-1.0	p-0.55	81.897868097863	1.43303790461438e-19	0	0.665089990321741	1.11662217441261e-255	nc
L17	C1	same-0.3	env-1.0	p-0.55	2.25522514053854	0.133164087456594	0.118	0.145404822866176	6.42991482631819e-11	c-Tm
L17	C1	same-0.3	env-1.0	p-0.55	2.25522514053854	0.133164087456594	0.135	0.145404822866176	6.42991482631819e-11	c.p-Tm
L17	C1	same-0.3	env-1.0	p-0.55	1.59333201299708	0.206850727365529	0.186	0.12301085799978	3.41430599671697e-08	nc-Tm
L17	C1	same-0.3	env-1.0	p-0.55	2.11826220353474	0.145551613556133	0.137	0.140870457729833	2.49073699238101e-10	c-ID
L17	C1	same-0.3	env-1.0	p-0.55	2.11826220353474	0.145551613556133	0.147	0.140870457729833	2.49073699238101e-10	c.p-ID
L17	C1	same-0.3	env-1.0	p-0.55	0.854414591802007	0.355306463572593	0.354	0.0908936913088783	4.68566461443865e-05	nc-ID
L18	C1	same-0.3	env-1.0	p-0.55	1.80887153747745	0.178643658877287	0.139	0.125398302308003	1.83690428451174e-08	c
L18	C1	same-0.3	env-1.0	p-0.55	1.80887153747745	0.178643658877287	0.138	0.125398302308003	1.83690428451174e-08	c.p
L18	C1	same-0.3	env-1.0	p-0.55	19.9939112138099	7.76891519938714e-06	0	0.388606785583444	4.28413268626184e-73	nc
L18	C1	same-0.3	env-1.0	p-0.55	0.00266254865476408	0.958847506939992	0.964	-0.00486648622275079	0.827817844871638	c-Tm
L18	C1	same-0.3	env-1.0	p-0.55	0.00266254865476408	0.958847506939992	0.951	-0.00486648622275079	0.827817844871638	c.p-Tm
L18	C1	same-0.3	env-1.0	p-0.55	0.134321232132657	0.713993048611	0.659	0.034359342939225	0.124516451093711	nc-Tm
L18	C1	same-0.3	env-1.0	p-0.55	0.04054103412156	0.840426439397069	0.826	-0.018999369185618	0.395757179643656	c-ID
L18	C1	same-0.3	env-1.0	p-0.55	0.04054103412156	0.840426439397069	0.833	-0.018999369185618	0.395757179643656	c.p-ID
L18	C1	same-0.3	env-1.0	p-0.55	0.0130185053236971	0.90915958059782	0.911	0.010719003843954	0.631879941796713	nc-ID
L19	C1	same-0.3	env-1.0	p-0.55	12.3905907030845	0.000431502726710182	0.002	0.313814519080268	5.93683871088414e-47	c
L19	C1	same-0.3	env-1.0	p-0.55	12.3905907030845	0.000431502726710182	0.002	0.313814519080268	5.93683871088414e-47	c.p
L19	C1	same-0.3	env-1.0	p-0.55	122.809369260492	1.53511719453053e-28	0	0.720832010658656	1.66880539388092e-308	nc
L19	C1	same-0.3	env-1.0	p-0.55	2.31651645073797	0.128006409551262	0.159	0.143329312202878	1.20147238778793e-10	c-Tm
L19	C1	same-0.3	env-1.0	p-0.55	2.31651645073797	0.128006409551262	0.175	0.143329312202878	1.20147238778793e-10	c.p-Tm
L19	C1	same-0.3	env-1.0	p-0.55	6.91836386164511	0.00853149988326182	0.015	0.242617080176911	3.48685858621311e-28	nc-Tm
L19	C1	same-0.3	env-1.0	p-0.55	1.55139079706603	0.212930238969947	0.256	0.117965357163974	1.21812241363479e-07	c-ID
L19	C1	same-0.3	env-1.0	p-0.55	1.55139079706603	0.212930238969947	0.251	0.117965357163974	1.21812241363479e-07	c.p-ID
L19	C1	same-0.3	env-1.0	p-0.55	2.69204973140472	0.100850006622529	0.132	0.156273784695145	2.10079137739357e-12	nc-ID
L20	C1	same-0.3	env-1.0	p-0.55	4.35676585279836	0.0368622244639939	0.046	0.195716170325751	1.02111088558633e-18	c
L20	C1	same-0.3	env-1.0	p-0.55	4.35676585279836	0.0368622244639939	0.034	0.195716170325751	1.02111088558633e-18	c.p
L20	C1	same-0.3	env-1.0	p-0.55	18.902664806023	1.37560378310361e-05	0	0.380926322679613	4.47106073387943e-70	nc
L20	C1	same-0.3	env-1.0	p-0.55	1.12284933677985	0.28930574430092	0.262	0.101146363915094	5.83719888959066e-06	c-Tm
L20	C1	same-0.3	env-1.0	p-0.55	1.12284933677985	0.28930574430092	0.262	0.101146363915094	5.83719888959066e-06	c.p-Tm
L20	C1	same-0.3	env-1.0	p-0.55	1.84661259238107	0.174177884447754	0.18	0.129842924259989	5.6160212880778e-09	nc-Tm
L20	C1	same-0.3	env-1.0	p-0.55	0.848074873849526	0.357097517658021	0.333	0.0880790261359577	8.0060591555233e-05	c-ID
L20	C1	same-0.3	env-1.0	p-0.55	0.848074873849526	0.357097517658021	0.354	0.0880790261359577	8.0060591555233e-05	c.p-ID
L20	C1	same-0.3	env-1.0	p-0.55	0.171349057942383	0.678915629813125	0.668	0.0397484077667788	0.0755363542547616	nc-ID
L21	C1	same-0.3	env-1.0	p-0.55	8.69412960257105	0.00319236523941196	0.003	0.275678332039702	3.27768832489557e-36	c
L21	C1	same-0.3	env-1.0	p-0.55	8.69412960257105	0.00319236523941196	0	0.275678332039702	3.27768832489557e-36	c.p
L21	C1	same-0.3	env-1.0	p-0.55	80.4140801043787	3.0362399058994e-19	0	0.663508296743108	4.79510748368683e-254	nc
L21	C1	same-0.3	env-1.0	p-0.55	2.12706847952807	0.144717295608082	0.139	0.139716141283987	3.49205699530832e-10	c-Tm
L21	C1	same-0.3	env-1.0	p-0.55	2.12706847952807	0.144717295608082	0.124	0.139716141283987	3.49205699530832e-10	c.p-Tm
L21	C1	same-0.3	env-1.0	p-0.55	4.73394404907499	0.0295729966921379	0.021	0.206382636832738	1.11508103106666e-20	nc-Tm
L21	C1	same-0.3	env-1.0	p-0.55	1.97748745628668	0.159655348435034	0.149	0.134807728405954	1.42470616796628e-09	c-ID
L21	C1	same-0.3	env-1.0	p-0.55	1.97748745628668	0.159655348435034	0.147	0.134807728405954	1.42470616796628e-09	c.p-ID
L21	C1	same-0.3	env-1.0	p-0.55	2.60182698125878	0.106740603088949	0.102	0.153232928757179	5.60978727346041e-12	nc-ID
L22	C1	same-0.3	env-1.0	p-0.55	12.3977022082902	0.000429862481230281	0.001	0.316689551538259	7.8772924477499e-48	c
L22	C1	same-0.3	env-1.0	p-0.55	12.3977022082902	0.000429862481230281	0	0.316689551538259	7.8772924477499e-48	c.p
L22	C1	same-0.3	env-1.0	p-0.55	96.4197912975111	9.29335069402836e-23	0	0.697264725582384	3.23415836482081e-291	nc
L22	C1	same-0.3	env-1.0	p-0.55	0.62781251337183	0.428158835415431	0.478	0.0750960232488399	0.000776486661300583	c-Tm
L22	C1	same-0.3	env-1.0	p-0.55	0.62781251337183	0.428158835415431	0.458	0.0750960232488399	0.000776486661300583	c.p-Tm
L22	C1	same-0.3	env-1.0	p-0.55	0.163211032205985	0.686217240381509	0.703	0.0380015054653484	0.0893134950189567	nc-Tm
L22	C1	same-0.3	env-1.0	p-0.55	0.390454635513435	0.532060522823037	0.569	0.0593773953017508	0.00790451566892995	c-ID
L22	C1	same-0.3	env-1.0	p-0.55	0.390454635513435	0.532060522823037	0.577	0.0593773953017508	0.00790451566892995	c.p-ID
L22	C1	same-0.3	env-1.0	p-0.55	0.0372819264679902	0.846892178331174	0.869	-0.018251474798532	0.414621155524254	nc-ID
L23	C1	same-0.3	env-1.0	p-0.55	2.06416944659179	0.150797066383079	0.205	0.138451145042282	5.04112647847107e-10	c
L23	C1	same-0.3	env-1.0	p-0.55	2.06416944659179	0.150797066383079	0.197	0.138451145042282	5.04112647847107e-10	c.p
L23	C1	same-0.3	env-1.0	p-0.55	37.9293292746143	7.3354156112358e-10	0	0.515225470333983	4.89813225056776e-136	nc
L23	C1	same-0.3	env-1.0	p-0.55	0.160419219108567	0.688770844980108	0.712	-0.0390217201639438	0.0810409611116977	c-Tm
L23	C1	same-0.3	env-1.0	p-0.55	0.160419219108567	0.688770844980108	0.738	-0.0390217201639438	0.0810409611116977	c.p-Tm
L23	C1	same-0.3	env-1.0	p-0.55	0.00282355778579728	0.957622623766887	0.953	0.00523431271614301	0.81503090870143	nc-Tm
L23	C1	same-0.3	env-1.0	p-0.55	0.101396699104978	0.750159935108699	0.785	-0.0310511635651611	0.165101481933611	c-ID
L23	C1	same-0.3	env-1.0	p-0.55	0.101396699104978	0.750159935108699	0.762	-0.0310511635651611	0.165101481933611	c.p-ID
L23	C1	same-0.3	env-1.0	p-0.55	0.00799161833113204	0.928767320004189	0.923	-0.00883875472408739	0.692812096980625	nc-ID
L24	C1	same-0.3	env-1.0	p-0.55	7.13606463807109	0.00755487747818481	0.017	0.247853639701905	2.22678558491359e-29	c
L24	C1	same-0.3	env-1.0	p-0.55	7.13606463807109	0.00755487747818481	0.015	0.247853639701905	2.22678558491359e-29	c.p
L24	C1	same-0.3	env-1.0	p-0.55	66.1117237748035	4.26073915703208e-16	0	0.626706919456274	1.07172404646464e-218	nc
L24	C1	same-0.3	env-1.0	p-0.55	0.998208280269151	0.317744440327054	0.36	0.095413289524807	1.9191239189993e-05	c-Tm
L24	C1	same-0.3	env-1.0	p-0.55	0.998208280269151	0.317744440327054	0.355	0.095413289524807	1.9191239189993e-05	c.p-Tm
L24	C1	same-0.3	env-1.0	p-0.55	0.306654621055832	0.579740335801005	0.624	0.0527250733243909	0.0183685921514447	nc-Tm
L24	C1	same-0.3	env-1.0	p-0.55	1.12448404552993	0.288954967680082	0.341	0.101233315420185	5.72990514240807e-06	c-ID
L24	C1	same-0.3	env-1.0	p-0.55	1.12448404552993	0.288954967680082	0.321	0.101233315420185	5.72990514240807e-06	c.p-ID
L24	C1	same-0.3	env-1.0	p-0.55	0.199237859123418	0.655336728692684	0.68	0.0422091526304254	0.0591184194834555	nc-ID
L25	C1	same-0.3	env-1.0	p-0.55	19.9882012497363	7.79214914829962e-06	0	0.379089460857734	2.29303908080837e-69	c
L25	C1	same-0.3	env-1.0	p-0.55	19.9882012497363	7.79214914829962e-06	0	0.379089460857734	2.29303908080837e-69	c.p
L25	C1	same-0.3	env-1.0	p-0.55	146.265906290823	1.13556086576864e-33	0	0.742302924510492	0	nc
L25	C1	same-0.3	env-1.0	p-0.55	3.74253593810493	0.0530438826191062	0.031	0.174084852993594	4.49177561435931e-15	c-Tm
L25	C1	same-0.3	env-1.0	p-0.55	3.74253593810493	0.0530438826191062	0.038	0.174084852993594	4.49177561435931e-15	c.p-Tm
L25	C1	same-0.3	env-1.0	p-0.55	3.33154077708381	0.0679631788356949	0.05	0.164499446232775	1.33623034727491e-13	nc-Tm
L25	C1	same-0.3	env-1.0	p-0.55	3.2791185352929	0.0701666045735157	0.054	0.163023197329888	2.21419792056787e-13	c-ID
L25	C1	same-0.3	env-1.0	p-0.55	3.2791185352929	0.0701666045735157	0.055	0.163023197329888	2.21419792056787e-13	c.p-ID
L25	C1	same-0.3	env-1.0	p-0.55	2.63133870904793	0.104773340242759	0.081	0.144913297083771	7.46202891507683e-11	nc-ID
L26	C1	same-0.3	env-1.0	p-0.55	4.13457331950159	0.0420156582705853	0.076	0.194816432564425	1.47746154297841e-18	c
L26	C1	same-0.3	env-1.0	p-0.55	4.13457331950159	0.0420156582705853	0.073	0.194816432564425	1.47746154297841e-18	c.p
L26	C1	same-0.3	env-1.0	p-0.55	40.591256429187	1.87644445837522e-10	0	0.530523448078548	1.32975194166449e-145	nc
L26	C1	same-0.3	env-1.0	p-0.55	0.390095442751754	0.5322492372581	0.606	0.0605597136882469	0.00674647387804315	c-Tm
L26	C1	same-0.3	env-1.0	p-0.55	0.390095442751754	0.5322492372581	0.6	0.0605597136882469	0.00674647387804315	c.p-Tm
L26	C1	same-0.3	env-1.0	p-0.55	2.11070519624337	0.146271898125271	0.212	0.140767363231882	2.56734121984737e-10	nc-Tm
L26	C1	same-0.3	env-1.0	p-0.55	0.356386894727361	0.550519741434004	0.646	0.0577819671120539	0.00974829348739122	c-ID
L26	C1	same-0.3	env-1.0	p-0.55	0.356386894727361	0.550519741434004	0.636	0.0577819671120539	0.00974829348739122	c.p-ID
L26	C1	same-0.3	env-1.0	p-0.55	1.41447809696343	0.234314423840821	0.282	0.115196232636001	2.39519744089211e-07	nc-ID
L27	C1	same-0.3	env-1.0	p-0.55	2.76099492787805	0.0965881512710399	0.095	0.154756375193665	3.43795759146218e-12	c
L27	C1	same-0.3	env-1.0	p-0.55	2.76099492787805	0.0965881512710399	0.107	0.154756375193665	3.43795759146218e-12	c.p
L27	C1	same-0.3	env-1.0	p-0.55	68.8958085377009	1.03805208632371e-16	0	0.609766463293533	5.69424594328416e-204	nc
L27	C1	same-0.3	env-1.0	p-0.55	0.41817620103852	0.517848490140327	0.537	-0.0610309543610273	0.00632908937063932	c-Tm
L27	C1	same-0.3	env-1.0	p-0.55	0.41817620103852	0.517848490140327	0.542	-0.0610309543610273	0.00632908937063932	c.p-Tm
L27	C1	same-0.3	env-1.0	p-0.55	0.0961885638569502	0.756452356961358	0.757	0.0293639101164749	0.189298877319684	nc-Tm
L27	C1	same-0.3	env-1.0	p-0.55	0.490480745710707	0.483712933156361	0.527	-0.0660265480262876	0.00313506285658847	c-ID
L27	C1	same-0.3	env-1.0	p-0.55	0.490480745710707	0.483712933156361	0.508	-0.0660265480262876	0.00313506285658847	c.p-ID
L27	C1	same-0.3	env-1.0	p-0.55	0.0690315954517903	0.792752028679137	0.803	-0.0247654937117947	0.268283589587328	nc-ID
L28	C1	same-0.3	env-1.0	p-0.55	5.02629102645953	0.0249653071363326	0.027	0.211016281654408	1.44722607610967e-21	c
L28	C1	same-0.3	env-1.0	p-0.55	5.02629102645953	0.0249653071363326	0.032	0.211016281654408	1.44722607610967e-21	c.p
L28	C1	same-0.3	env-1.0	p-0.55	99.7763794609801	1.70612962300858e-23	0	0.68793885777097	1.94359288228613e-280	nc
L28	C1	same-0.3	env-1.0	p-0.55	0.0381961577401728	0.84504977825665	0.852	0.0187370199349897	0.402314579683149	c-Tm
L28	C1	same-0.3	env-1.0	p-0.55	0.0381961577401728	0.84504977825665	0.858	0.0187370199349897	0.402314579683149	c.p-Tm
L28	C1	same-0.3	env-1.0	p-0.55	1.20092834482423	0.273136211004826	0.248	0.103037398900163	3.88604431232267e-06	nc-Tm
L28	C1	same-0.3	env-1.0	p-0.55	0.00456513318845545	0.94613130520248	0.942	0.00646733776675637	0.772542854609048	c-ID
L28	C1	same-0.3	env-1.0	p-0.55	0.00456513318845545	0.94613130520248	0.943	0.00646733776675637	0.772542854609048	c.p-ID
L28	C1	same-0.3	env-1.0	p-0.55	0.234916853899393	0.627901781013675	0.652	0.0460393016764721	0.0395187099039033	nc-ID
L29	C1	same-0.3	env-1.0	p-0.55	8.05090404581735	0.00454809527397817	0.013	0.254743883012312	5.39741058538621e-31	c
L29	C1	same-0.3	env-1.0	p-0.55	8.05090404581735	0.00454809527397817	0.012	0.254743883012312	5.39741058538621e-31	c.p
L29	C1	same-0.3	env-1.0	p-0.55	65.4674487603152	5.90818115188279e-16	0	0.608579732585331	5.67176210346616e-203	nc
L29	C1	same-0.3	env-1.0	p-0.55	0.675060439754492	0.411292851124247	0.442	0.0759774925737134	0.000672360271939768	c-Tm
L29	C1	same-0.3	env-1.0	p-0.55	0.675060439754492	0.411292851124247	0.464	0.0759774925737134	0.000672360271939768	c.p-Tm
L29	C1	same-0.3	env-1.0	p-0.55	1.31868619415115	0.250827973913748	0.279	0.106089349102235	1.98527352118189e-06	nc-Tm
L29	C1	same-0.3	env-1.0	p-0.55	0.506695379246338	0.476572911003201	0.527	0.0658297711067348	0.0032258798390364	c-ID
L29	C1	same-0.3	env-1.0	p-0.55	0.506695379246338	0.476572911003201	0.534	0.0658297711067348	0.0032258798390364	c.p-ID
L29	C1	same-0.3	env-1.0	p-0.55	0.578475024516439	0.44691068416631	0.528	0.0705050177784224	0.00160478435010368	nc-ID
L30	C1	same-0.3	env-1.0	p-0.55	16.4358725436694	5.03238166457974e-05	0.002	0.365017946913072	4.4646225279046e-64	c
L30	C1	same-0.3	env-1.0	p-0.55	16.4358725436694	5.03238166457974e-05	0.002	0.365017946913072	4.4646225279046e-64	c.p
L30	C1	same-0.3	env-1.0	p-0.55	135.263634032217	2.89115358845127e-31	0	0.737252716299188	0	nc
L30	C1	same-0.3	env-1.0	p-0.55	3.02438706228621	0.0820213081671584	0.156	0.164628736753102	1.27813199830705e-13	c-Tm
L30	C1	same-0.3	env-1.0	p-0.55	3.02438706228621	0.0820213081671584	0.144	0.164628736753102	1.27813199830705e-13	c.p-Tm
L30	C1	same-0.3	env-1.0	p-0.55	3.00500617245315	0.083007661023613	0.143	0.162548538603949	2.60202044512701e-13	nc-Tm
L30	C1	same-0.3	env-1.0	p-0.55	3.33471021054645	0.0678323549777217	0.115	0.172287042531099	8.61609736525631e-15	c-ID
L30	C1	same-0.3	env-1.0	p-0.55	3.33471021054645	0.0678323549777217	0.136	0.172287042531099	8.61609736525631e-15	c.p-ID
L30	C1	same-0.3	env-1.0	p-0.55	2.54690967984855	0.110510221166951	0.174	0.149766399566731	1.67843816132039e-11	nc-ID
L31	C1	same-0.3	env-1.0	p-0.55	12.7408409865989	0.000357756792153695	0	0.331357077499192	1.85721930921516e-52	c
L31	C1	same-0.3	env-1.0	p-0.55	12.7408409865989	0.000357756792153695	0	0.331357077499192	1.85721930921516e-52	c.p
L31	C1	same-0.3	env-1.0	p-0.55	60.5470337205626	7.18412665817998e-15	0	0.613831566828856	2.01150684561235e-207	nc
L31	C1	same-0.3	env-1.0	p-0.55	5.0833776352535	0.0241562674501462	0.011	0.216363818703395	1.29087462837143e-22	c-Tm
L31	C1	same-0.3	env-1.0	p-0.55	5.0833776352535	0.0241562674501462	0.019	0.216363818703395	1.29087462837143e-22	c.p-Tm
L31	C1	same-0.3	env-1.0	p-0.55	2.75065998626557	0.0972142931868605	0.072	0.159838013418487	6.48027212812274e-13	nc-Tm
L31	C1	same-0.3	env-1.0	p-0.55	5.42133057900475	0.0198921949624003	0.009	0.223118022686706	5.55381661575634e-24	c-ID
L31	C1	same-0.3	env-1.0	p-0.55	5.42133057900475	0.0198921949624003	0.014	0.223118022686706	5.55381661575634e-24	c.p-ID
L31	C1	same-0.3	env-1.0	p-0.55	3.14796393923307	0.0760217661841671	0.053	0.171055302050512	1.34086069138487e-14	nc-ID
L32	C1	same-0.3	env-1.0	p-0.55	23.156067412472	1.49371149597368e-06	0	0.419231749876689	5.86474909067879e-86	c
L32	C1	same-0.3	env-1.0	p-0.55	23.156067412472	1.49371149597368e-06	0	0.419231749876689	5.86474909067879e-86	c.p
L32	C1	same-0.3	env-1.0	p-0.55	91.5435354852059	1.09163890895525e-21	0	0.680073959292878	1.1651816389659e-271	nc
