V1,Qx_random,Qx_strat,p_random,p_strat,REP
c,0.864363739992671,0.967054676086389,0.352520404304565,0.32541583424216,M39
c.p,0.864363739992671,0.967054676086389,0.352520404304565,0.32541583424216,M39
nc,0.12705871729358,0.222992366244788,0.721501369199978,0.63676928358087,M39
Tm-c,0.127139323848771,3.25347249151554,0.721416722480852,0.071272314690012,M39
Tm-c.p,0.127139323848771,3.25347249151554,0.721416722480852,0.071272314690012,M39
Tm-nc,0.237180943149162,0.114603978018951,0.626249641491046,0.734962246473678,M39
c,0.430020176891947,5.07422544251952,0.511979047916289,0.0242841194225964,M40
c.p,0.430020176891947,5.07422544251952,0.511979047916289,0.0242841194225964,M40
nc,2.78692015116653,0.761749637415389,0.0950367224365195,0.382781532162925,M40
Tm-c,0.00109262658915759,9.01317250839123,0.973630805551832,0.00268040756927446,M40
Tm-c.p,0.00109262658915759,9.01317250839123,0.973630805551832,0.00268040756927446,M40
Tm-nc,2.98110216983387,0.341522858498416,0.0842418882645416,0.558951515364846,M40
c,0.015659208008726,1.4757282797433,0.900415283938467,0.224444070432627,M41
c.p,0.015659208008726,1.4757282797433,0.900415283938467,0.224444070432627,M41
nc,4.10614774341993,2.42654817471665,0.0427275810446851,0.119295330659884,M41
Tm-c,0.00394100019278846,1.14634446597372,0.949943773701267,0.28431569036907,M41
Tm-c.p,0.00394100019278846,1.14634446597372,0.949943773701267,0.28431569036907,M41
Tm-nc,3.53703216905949,0.339201311539026,0.0600127512973373,0.56029060319252,M41
c,0.0774185262422235,0.332647034802857,0.780826712237562,0.564104559579032,M42
c.p,0.0774185262422235,0.332647034802857,0.780826712237562,0.564104559579032,M42
nc,0.978074827392726,1.04251071715154,0.322674562876114,0.307238263651277,M42
Tm-c,1.4904863360608,2.23253300329083,0.222141017394712,0.135132152229262,M42
Tm-c.p,1.4904863360608,2.23253300329083,0.222141017394712,0.135132152229262,M42
Tm-nc,1.29531816239964,7.5859444304095,0.255070189315116,0.00588251373507904,M42
c,0.310272416882147,1.01010612800166,0.577513067568385,0.314877415372296,M43
c.p,0.310272416882147,1.01010612800166,0.577513067568385,0.314877415372296,M43
nc,0.00458421481182196,0.37784052248162,0.946019012335806,0.538761223986182,M43
Tm-c,0.240789360753919,1.62707367245302,0.62363657729823,0.202108278988937,M43
Tm-c.p,0.240789360753919,1.62707367245302,0.62363657729823,0.202108278988937,M43
Tm-nc,0.00108044154491304,2.14756227559567,0.973778200049968,0.142796456632566,M43
c,0.218970033724312,2.35011584071841,0.639825824024932,0.125273697947739,M44
c.p,0.218970033724312,2.35011584071841,0.639825824024932,0.125273697947739,M44
nc,4.65698456825039,0.871673470525736,0.0309274612827215,0.350492437545531,M44
Tm-c,0.322266168438648,1.50566248176279,0.570248932963065,0.219802148049282,M44
Tm-c.p,0.322266168438648,1.50566248176279,0.570248932963065,0.219802148049282,M44
Tm-nc,1.20409464049079,0.315117025279937,0.272504824817734,0.574557017975457,M44
c,1.22551183333919,0.252002950994353,0.268281658534791,0.615668255937471,M45
c.p,1.22551183333919,0.252002950994353,0.268281658534791,0.615668255937471,M45
nc,0.331399307117478,4.41294836879466,0.564836284769831,0.0356671446130162,M45
Tm-c,1.06333184121654,0.233462026108908,0.30245649754397,0.628968585969598,M45
Tm-c.p,1.06333184121654,0.233462026108908,0.30245649754397,0.628968585969598,M45
Tm-nc,7.97343747161389,2.24408610916816,0.00474687117793131,0.134126130166537,M45
c,0.0316430219922669,0.313203851197371,0.858813404328354,0.575720796558466,M46
c.p,0.0316430219922669,0.313203851197371,0.858813404328354,0.575720796558466,M46
nc,6.22548532067855,1.19968126354088,0.0125924388940027,0.273385392743465,M46
Tm-c,0.115184875314884,0.0213038030610664,0.734316724089059,0.883954367831917,M46
Tm-c.p,0.115184875314884,0.0213038030610664,0.734316724089059,0.883954367831917,M46
Tm-nc,3.55577770915879,0.465974853901665,0.0593384955148608,0.494844775521692,M46
c,0.00119360535087013,5.83141567806245,0.972439693006967,0.0157424501403274,M47
c.p,0.00119360535087013,5.83141567806245,0.972439693006967,0.0157424501403274,M47
nc,4.07095596795928,0.778852274201002,0.0436265777135506,0.377492385103986,M47
Tm-c,0.174001337661693,5.6045442565667,0.676579902878591,0.0179139539586633,M47
Tm-c.p,0.174001337661693,5.6045442565667,0.676579902878591,0.0179139539586633,M47
Tm-nc,0.954068220794622,0.169198905028432,0.328685924036163,0.680824749572883,M47
c,0.678244778182086,1.30502827206364,0.410191784399135,0.253296790534288,M48
c.p,0.678244778182086,1.30502827206364,0.410191784399135,0.253296790534288,M48
nc,0.218677571458845,0.155879138599126,0.640049395127429,0.692979186237373,M48
Tm-c,0.0125251584960706,0.69114259935942,0.910890125479921,0.405776012043731,M48
Tm-c.p,0.0125251584960706,0.69114259935942,0.910890125479921,0.405776012043731,M48
Tm-nc,2.32507837276982,0.0840165529071656,0.127303808547143,0.771926335246837,M48
c,0.365396846106607,0.207881895599275,0.545524135740835,0.648432641983864,M49
c.p,0.365396846106607,0.207881895599275,0.545524135740835,0.648432641983864,M49
nc,0.245419263547259,0.0152234360660089,0.620319145566318,0.901803589206543,M49
Tm-c,0.107056822331414,0.119762809035445,0.743520108466073,0.729291884734905,M49
Tm-c.p,0.107056822331414,0.119762809035445,0.743520108466073,0.729291884734905,M49
Tm-nc,1.09593611244163,0.304381837675478,0.295159690722887,0.581148353238798,M49
c,0.491280204824994,1.01673914540993,0.483356789548022,0.313293743707828,M50
c.p,0.491280204824994,1.01673914540993,0.483356789548022,0.313293743707828,M50
nc,3.70219647585703,8.19542420017705,0.0543408886068742,0.00419961738126237,M50
Tm-c,0.357252688555863,2.4956115917535,0.550035995026285,0.114164019295481,M50
Tm-c.p,0.357252688555863,2.4956115917535,0.550035995026285,0.114164019295481,M50
Tm-nc,5.9858767030598,19.0357842625929,0.0144208730499014,1.28289917402224e-05,M50
c,1.02313177175423,8.16844953785651,0.311777294213802,0.00426253282262066,M51
c.p,1.02313177175423,8.16844953785651,0.311777294213802,0.00426253282262066,M51
nc,1.40324636999858,3.14365936041406,0.236180777902343,0.0762226154341005,M51
Tm-c,0.826054409886479,5.82110840222724,0.363415924443116,0.0158349631731591,M51
Tm-c.p,0.826054409886479,5.82110840222724,0.363415924443116,0.0158349631731591,M51
Tm-nc,4.1864933673947,1.89116353820864,0.0407472984346787,0.169070744450576,M51
c,0.0499461619254516,0.0125874435276651,0.823156982481664,0.910669763499741,M52
c.p,0.0499461619254516,0.0125874435276651,0.823156982481664,0.910669763499741,M52
nc,0.28428872545501,1.47854531128982,0.593903913403825,0.224002260604885,M52
Tm-c,0.0128558785381671,0.00208577890810356,0.909726309055376,0.963573013525193,M52
Tm-c.p,0.0128558785381671,0.00208577890810356,0.909726309055376,0.963573013525193,M52
Tm-nc,0.855498342084589,1.12072031699547,0.355001522523327,0.289763403934086,M52
c,0.0566241188162417,1.34941247803291,0.81191349200322,0.245380854442668,M53
c.p,0.0566241188162417,1.34941247803291,0.81191349200322,0.245380854442668,M53
nc,0.220990116521752,0.106771940937396,0.63828653267973,0.743849596789166,M53
Tm-c,0.36229664473262,2.23802764604004,0.547233496279528,0.134652640853842,M53
Tm-c.p,0.36229664473262,2.23802764604004,0.547233496279528,0.134652640853842,M53
Tm-nc,0.554898801524463,0.000100507393876307,0.456322926272319,0.992001071908933,M53
c,0.582673619563244,0.0824946344961885,0.445266251500926,0.773944798282721,M54
c.p,0.582673619563244,0.0824946344961885,0.445266251500926,0.773944798282721,M54
nc,0.0437647541250072,0.85613478101255,0.834291899499612,0.354822611019329,M54
Tm-c,0.575827000026359,0.639280121080849,0.447952668068965,0.423971596001405,M54
Tm-c.p,0.575827000026359,0.639280121080849,0.447952668068965,0.423971596001405,M54
Tm-nc,0.304430866410208,0.780982752003266,0.581117907052732,0.37684074773512,M54
c,0.00479991933326601,0.0353012311862277,0.944765590899739,0.850965846210114,M55
c.p,0.00479991933326601,0.0353012311862277,0.944765590899739,0.850965846210114,M55
nc,0.354207991310705,0.718479553273797,0.551740699639857,0.396643096525908,M55
Tm-c,0.00769727326614285,0.281824168333013,0.930088011869264,0.595508077355891,M55
Tm-c.p,0.00769727326614285,0.281824168333013,0.930088011869264,0.595508077355891,M55
Tm-nc,1.79915239035606,0.0669169122080029,0.179815000537422,0.795879810820393,M55
c,3.30336713806224,0.360140372041692,0.0691380258574913,0.548428286803805,M56
c.p,3.30336713806224,0.360140372041692,0.0691380258574913,0.548428286803805,M56
nc,0.53989674352415,2.56006570043269,0.462475522427717,0.109594028786379,M56
Tm-c,2.07557689781617,0.60868928437343,0.149673338544977,0.435281744950777,M56
Tm-c.p,2.07557689781617,0.60868928437343,0.149673338544977,0.435281744950777,M56
Tm-nc,0.61428080121481,8.30003423407353e-06,0.433180550559614,0.997701315313982,M56
c,1.27942226534807,0.193860792722863,0.25800648290577,0.659722552312174,M57
c.p,1.27942226534807,0.193860792722863,0.25800648290577,0.659722552312174,M57
nc,2.2077901121807,0.156044228022828,0.137315250139344,0.692824926094937,M57
Tm-c,1.83247254731637,0.174380980197629,0.175835779495561,0.676247284057234,M57
Tm-c.p,1.83247254731637,0.174380980197629,0.175835779495561,0.676247284057234,M57
