rep	case	h2	env	ts	Qx	P-Chi	P-EN	Ax	P-Ax	type
T6	C1	diff_large-0.3	env-1.0	p-0.50	0.486765764260624	0.485373581053826	0.535	-0.0668303160249311	0.0027877897003968	c.p-Tm
T6	C1	diff_large-0.3	env-1.0	p-0.50	7.0589020003967	0.00788723242669378	0.008	-0.246996657290827	3.50871286793904e-29	nc-Tm
T6	C1	diff_large-0.3	env-1.0	p-0.50	0.0422441106136639	0.837155154603488	0.857	-0.0197366694312216	0.377676881062706	c-ID
T6	C1	diff_large-0.3	env-1.0	p-0.50	0.0422441106136639	0.837155154603488	0.846	-0.0197366694312216	0.377676881062706	c.p-ID
T6	C1	diff_large-0.3	env-1.0	p-0.50	0.263422663258965	0.607778429968328	0.596	-0.0493798779055838	0.0272232385897261	nc-ID
T7	C1	diff_large-0.3	env-1.0	p-0.50	3.91481926746815	0.0478621614180739	0.071	0.187239901886704	3.08861075441418e-17	c
T7	C1	diff_large-0.3	env-1.0	p-0.50	3.91481926746815	0.0478621614180739	0.07	0.187239901886704	3.08861075441418e-17	c.p
T7	C1	diff_large-0.3	env-1.0	p-0.50	9.20108865306129	0.00241871240682911	0.006	0.282656290820725	4.69478283411941e-38	nc
T7	C1	diff_large-0.3	env-1.0	p-0.50	1.74008127427054	0.187128529084221	0.232	0.126131098182032	1.51510042925312e-08	c-Tm
T7	C1	diff_large-0.3	env-1.0	p-0.50	1.74008127427054	0.187128529084221	0.185	0.126131098182032	1.51510042925312e-08	c.p-Tm
T7	C1	diff_large-0.3	env-1.0	p-0.50	1.15708696252323	0.282070499009872	0.274	0.103052710453976	3.87315126157314e-06	nc-Tm
T7	C1	diff_large-0.3	env-1.0	p-0.50	1.52900665961866	0.21626158865296	0.273	0.118411169881325	1.0909019335082e-07	c-ID
T7	C1	diff_large-0.3	env-1.0	p-0.50	1.52900665961866	0.21626158865296	0.243	0.118411169881325	1.0909019335082e-07	c.p-ID
T7	C1	diff_large-0.3	env-1.0	p-0.50	0.93451857899314	0.333691521189377	0.361	0.0929450082882603	3.14034851534583e-05	nc-ID
T8	C1	diff_large-0.3	env-1.0	p-0.50	3.37607904684129	0.0661492496232819	0.053	-0.177356214512676	1.34858038934096e-15	c
T8	C1	diff_large-0.3	env-1.0	p-0.50	3.37607904684129	0.0661492496232819	0.042	-0.177356214512676	1.34858038934096e-15	c.p
T8	C1	diff_large-0.3	env-1.0	p-0.50	59.5115757857388	1.21576884016571e-14	0	-0.598364024401716	1.49633387461035e-194	nc
T8	C1	diff_large-0.3	env-1.0	p-0.50	0.000520992796826684	0.981789653414996	0.982	-0.00224846428531228	0.919954017816475	c-Tm
T8	C1	diff_large-0.3	env-1.0	p-0.50	0.000520992796826684	0.981789653414996	0.983	-0.00224846428531228	0.919954017816475	c.p-Tm
T8	C1	diff_large-0.3	env-1.0	p-0.50	0.159984938231853	0.689170384156602	0.693	-0.0379972136143656	0.0893496801312279	nc-Tm
T8	C1	diff_large-0.3	env-1.0	p-0.50	0.000266366320564281	0.986978517326111	0.985	0.0016080801604784	0.942704873502256	c-ID
T8	C1	diff_large-0.3	env-1.0	p-0.50	0.000266366320564281	0.986978517326111	0.986	0.0016080801604784	0.942704873502256	c.p-ID
T8	C1	diff_large-0.3	env-1.0	p-0.50	0.299215919231913	0.584374386970804	0.586	0.0522473380531456	0.0194544124644267	nc-ID
T9	C1	diff_large-0.3	env-1.0	p-0.50	0.355516482584576	0.551006872307013	0.538	-0.056759915455766	0.0111220518690546	c
T9	C1	diff_large-0.3	env-1.0	p-0.50	0.355516482584576	0.551006872307013	0.536	-0.056759915455766	0.0111220518690546	c.p
T9	C1	diff_large-0.3	env-1.0	p-0.50	6.23774035642664	0.0125055932916056	0.01	-0.230122702649492	1.90285253398461e-25	nc
T9	C1	diff_large-0.3	env-1.0	p-0.50	0.0673455145794641	0.795241656655529	0.802	0.0247350944923123	0.268871698538291	c-Tm
T9	C1	diff_large-0.3	env-1.0	p-0.50	0.0673455145794641	0.795241656655529	0.802	0.0247350944923123	0.268871698538291	c.p-Tm
T9	C1	diff_large-0.3	env-1.0	p-0.50	0.833941195996003	0.361135361257995	0.369	0.0837362913957534	0.000177509062662493	nc-Tm
T9	C1	diff_large-0.3	env-1.0	p-0.50	0.0201800044563829	0.88703550197782	0.895	0.0135470888403825	0.544851306642615	c-ID
T9	C1	diff_large-0.3	env-1.0	p-0.50	0.0201800044563829	0.88703550197782	0.887	0.0135470888403825	0.544851306642615	c.p-ID
T9	C1	diff_large-0.3	env-1.0	p-0.50	0.301077462954426	0.583207735472191	0.55	0.0506067266167916	0.0236210888431389	nc-ID
T10	C1	diff_large-0.3	env-1.0	p-0.50	9.71407853431401	0.00182861742661376	0.002	0.294349906856304	2.8901688904515e-41	c
T10	C1	diff_large-0.3	env-1.0	p-0.50	9.71407853431401	0.00182861742661376	0.002	0.294349906856304	2.8901688904515e-41	c.p
T10	C1	diff_large-0.3	env-1.0	p-0.50	11.5997111855173	0.000659620623439183	0.003	0.318934145797344	1.60249524688033e-48	nc
T10	C1	diff_large-0.3	env-1.0	p-0.50	5.7927915939184	0.0160920159812443	0.017	0.231264198263758	1.08629770910719e-25	c-Tm
T10	C1	diff_large-0.3	env-1.0	p-0.50	5.7927915939184	0.0160920159812443	0.014	0.231264198263758	1.08629770910719e-25	c.p-Tm
T10	C1	diff_large-0.3	env-1.0	p-0.50	0.411288525750373	0.521316224100165	0.532	0.0628710691791992	0.00491267426522667	nc-Tm
T10	C1	diff_large-0.3	env-1.0	p-0.50	6.00370497912275	0.0142758683279031	0.014	0.235147656823721	1.57687479348984e-26	c-ID
T10	C1	diff_large-0.3	env-1.0	p-0.50	6.00370497912275	0.0142758683279031	0.018	0.235147656823721	1.57687479348984e-26	c.p-ID
T10	C1	diff_large-0.3	env-1.0	p-0.50	0.842852096026787	0.35858234193462	0.349	0.0901324494315622	5.42444474731512e-05	nc-ID
T11	C1	diff_large-0.3	env-1.0	p-0.50	0.502970833895823	0.478197664021511	0.423	0.0674030858290531	0.0025621499125863	c
T11	C1	diff_large-0.3	env-1.0	p-0.50	0.502970833895823	0.478197664021511	0.443	0.0674030858290531	0.0025621499125863	c.p
T11	C1	diff_large-0.3	env-1.0	p-0.50	0.00309757995449517	0.95561592635013	0.955	0.00506551042998271	0.820893174635396	nc
T11	C1	diff_large-0.3	env-1.0	p-0.50	0.323560870126183	0.569475509827759	0.507	0.0541170513553977	0.0155013614801681	c-Tm
T11	C1	diff_large-0.3	env-1.0	p-0.50	0.323560870126183	0.569475509827759	0.544	0.0541170513553977	0.0155013614801681	c.p-Tm
T11	C1	diff_large-0.3	env-1.0	p-0.50	0.354632104389954	0.551502647943232	0.549	-0.0544986785949568	0.0147874609452231	nc-Tm
T11	C1	diff_large-0.3	env-1.0	p-0.50	0.107527453036285	0.742976847547244	0.704	0.0312483267357394	0.162433085254946	c-ID
T11	C1	diff_large-0.3	env-1.0	p-0.50	0.107527453036285	0.742976847547244	0.699	0.0312483267357394	0.162433085254946	c.p-ID
T11	C1	diff_large-0.3	env-1.0	p-0.50	1.09457785002011	0.295459126541144	0.26	-0.0956430235124954	1.83202744406439e-05	nc-ID
T12	C1	diff_large-0.3	env-1.0	p-0.50	1.85162650943714	0.173594340131052	0.136	-0.127413976281294	1.07859873879141e-08	c
T12	C1	diff_large-0.3	env-1.0	p-0.50	1.85162650943714	0.173594340131052	0.151	-0.127413976281294	1.07859873879141e-08	c.p
T12	C1	diff_large-0.3	env-1.0	p-0.50	0.975447807721228	0.323325259169467	0.372	-0.0939907871156465	2.55268260821209e-05	nc
T12	C1	diff_large-0.3	env-1.0	p-0.50	1.43797726265621	0.23046694394638	0.222	-0.112441453703004	4.62173528427825e-07	c-Tm
T12	C1	diff_large-0.3	env-1.0	p-0.50	1.43797726265621	0.23046694394638	0.234	-0.112441453703004	4.62173528427825e-07	c.p-Tm
T12	C1	diff_large-0.3	env-1.0	p-0.50	0.065483021939766	0.79803075239506	0.813	0.024288825805736	0.277607144464825	nc-Tm
T12	C1	diff_large-0.3	env-1.0	p-0.50	1.69787963261912	0.192565508529653	0.151	-0.122071565993663	4.34348387051006e-08	c-ID
T12	C1	diff_large-0.3	env-1.0	p-0.50	1.69787963261912	0.192565508529653	0.209	-0.122071565993663	4.34348387051006e-08	c.p-ID
T12	C1	diff_large-0.3	env-1.0	p-0.50	0.152539782772951	0.696119970923957	0.707	-0.0373624604013166	0.0948326104704728	nc-ID
T13	C1	diff_large-0.3	env-1.0	p-0.50	0.355783058633525	0.550857595763841	0.536	-0.0571550695593324	0.010571758753965	c
T13	C1	diff_large-0.3	env-1.0	p-0.50	0.355783058633525	0.550857595763841	0.551	-0.0571550695593324	0.010571758753965	c.p
T13	C1	diff_large-0.3	env-1.0	p-0.50	2.24380478340096	0.134150527753177	0.12	-0.146022766379906	5.32861854578739e-11	nc
T13	C1	diff_large-0.3	env-1.0	p-0.50	0.088093013963088	0.766615637555039	0.739	-0.0284372006482168	0.203653141620648	c-Tm
T13	C1	diff_large-0.3	env-1.0	p-0.50	0.088093013963088	0.766615637555039	0.762	-0.0284372006482168	0.203653141620648	c.p-Tm
T13	C1	diff_large-0.3	env-1.0	p-0.50	0.168210730032085	0.68170690867829	0.676	-0.0402575305067036	0.0718644899636912	nc-Tm
T13	C1	diff_large-0.3	env-1.0	p-0.50	0.0626994916702802	0.802279061550728	0.785	-0.0239878898538742	0.283605668435661	c-ID
T13	C1	diff_large-0.3	env-1.0	p-0.50	0.0626994916702802	0.802279061550728	0.826	-0.0239878898538742	0.283605668435661	c.p-ID
T13	C1	diff_large-0.3	env-1.0	p-0.50	0.0279346920111401	0.86726245317497	0.881	-0.0163748548245268	0.46423142808911	nc-ID
T14	C1	diff_large-0.3	env-1.0	p-0.50	3.72098742329816	0.0537325862680988	0.057	0.184934337776832	7.59689479758951e-17	c
T14	C1	diff_large-0.3	env-1.0	p-0.50	3.72098742329816	0.0537325862680988	0.068	0.184934337776832	7.59689479758951e-17	c.p
T14	C1	diff_large-0.3	env-1.0	p-0.50	30.0415384038208	4.22889792910195e-08	0	0.469533530107416	3.34778165770094e-110	nc
T14	C1	diff_large-0.3	env-1.0	p-0.50	0.188949423463843	0.663792445261901	0.678	0.0425272593863437	0.057230258225872	c-Tm
T14	C1	diff_large-0.3	env-1.0	p-0.50	0.188949423463843	0.663792445261901	0.651	0.0425272593863437	0.057230258225872	c.p-Tm
T14	C1	diff_large-0.3	env-1.0	p-0.50	0.0895631945676504	0.764733199352247	0.743	0.029120816294085	0.19299010646707	nc-Tm
T14	C1	diff_large-0.3	env-1.0	p-0.50	0.359499026373545	0.548784595124104	0.534	0.058605979656908	0.00875299149166716	c-ID
T14	C1	diff_large-0.3	env-1.0	p-0.50	0.359499026373545	0.548784595124104	0.549	0.058605979656908	0.00875299149166716	c.p-ID
T14	C1	diff_large-0.3	env-1.0	p-0.50	0.86173562470311	0.353253444775076	0.325	0.090995335249225	4.59456017368257e-05	nc-ID
T15	C1	diff_large-0.3	env-1.0	p-0.50	0.189060214527242	0.663699946378899	0.617	-0.0432443564593566	0.0531571725433035	c
T15	C1	diff_large-0.3	env-1.0	p-0.50	0.189060214527242	0.663699946378899	0.626	-0.0432443564593566	0.0531571725433035	c.p
T15	C1	diff_large-0.3	env-1.0	p-0.50	1.52398465470796	0.217017490667065	0.177	-0.12141163483442	5.1382749107343e-08	nc
T15	C1	diff_large-0.3	env-1.0	p-0.50	0.0134566804952109	0.907650217188553	0.89	0.0115357370961237	0.606141862051995	c-Tm
T15	C1	diff_large-0.3	env-1.0	p-0.50	0.0134566804952109	0.907650217188553	0.902	0.0115357370961237	0.606141862051995	c.p-Tm
T15	C1	diff_large-0.3	env-1.0	p-0.50	0.0734238797589383	0.786415328009149	0.78	0.0265356014177794	0.235553147407909	nc-Tm
T15	C1	diff_large-0.3	env-1.0	p-0.50	0.000446672414043473	0.983138263544305	0.978	0.00210259901177682	0.925131078183451	c-ID
T15	C1	diff_large-0.3	env-1.0	p-0.50	0.000446672414043473	0.983138263544305	0.975	0.00210259901177682	0.925131078183451	c.p-ID
T15	C1	diff_large-0.3	env-1.0	p-0.50	0.00791607124952976	0.929103919357611	0.924	-0.00867606049694926	0.698186288518693	nc-ID
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.0711091512513802	0.789728650546945	0.794	-0.025614543990564	0.252213743362766	c
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.0711091512513802	0.789728650546945	0.798	-0.025614543990564	0.252213743362766	c.p
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.128672300668644	0.719812634274008	0.742	-0.0344475703825592	0.123551552307518	nc
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.0467711499827193	0.828780108649549	0.819	-0.0207671572538181	0.35327532116137	c-Tm
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.0467711499827193	0.828780108649549	0.817	-0.0207671572538181	0.35327532116137	c.p-Tm
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.096294171517818	0.756322929609275	0.777	-0.0297828262320722	0.183060351130622	nc-Tm
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.0316105867449589	0.858885023940475	0.837	-0.0170706636600621	0.445462439475661	c-ID
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.0316105867449589	0.858885023940475	0.862	-0.0170706636600621	0.445462439475661	c.p-ID
T16	C1	diff_large-0.3	env-1.0	p-0.50	0.0462634504161238	0.829697617310667	0.844	-0.0206749113793947	0.355418182742702	nc-ID
T17	C1	diff_large-0.3	env-1.0	p-0.50	4.35393504679764	0.0369235379975292	0.026	0.203443567897894	3.97090141703847e-20	c
T17	C1	diff_large-0.3	env-1.0	p-0.50	4.35393504679764	0.0369235379975292	0.032	0.203443567897894	3.97090141703847e-20	c.p
T17	C1	diff_large-0.3	env-1.0	p-0.50	41.1166700945061	1.43407983224883e-10	0	0.539185178356262	3.06066985938171e-151	nc
T17	C1	diff_large-0.3	env-1.0	p-0.50	0.226587018578891	0.634066132310539	0.64	0.0471183200381731	0.0351133977211136	c-Tm
T17	C1	diff_large-0.3	env-1.0	p-0.50	0.226587018578891	0.634066132310539	0.651	0.0471183200381731	0.0351133977211136	c.p-Tm
T17	C1	diff_large-0.3	env-1.0	p-0.50	4.98110124820553	0.0256256660418826	0.027	0.211968318575862	9.45644731361658e-22	nc-Tm
T17	C1	diff_large-0.3	env-1.0	p-0.50	0.438097576030782	0.508042106463612	0.486	0.0654683041194376	0.003398970694708	c-ID
T17	C1	diff_large-0.3	env-1.0	p-0.50	0.438097576030782	0.508042106463612	0.533	0.0654683041194376	0.003398970694708	c.p-ID
T17	C1	diff_large-0.3	env-1.0	p-0.50	5.97524343153654	0.0145080787049814	0.02	0.233052903736371	4.48540952740862e-26	nc-ID
T18	C1	diff_large-0.3	env-1.0	p-0.50	0.248517707014014	0.61812074473553	0.554	-0.046803313744924	0.0363539565018659	c
T18	C1	diff_large-0.3	env-1.0	p-0.50	0.248517707014014	0.61812074473553	0.57	-0.046803313744924	0.0363539565018659	c.p
T18	C1	diff_large-0.3	env-1.0	p-0.50	19.0464254357284	1.27576521368274e-05	0	-0.384133773532046	2.50986122783741e-71	nc
T18	C1	diff_large-0.3	env-1.0	p-0.50	0.00215405214340162	0.962982057675965	0.954	0.00436877977157632	0.845192105358137	c-Tm
T18	C1	diff_large-0.3	env-1.0	p-0.50	0.00215405214340162	0.962982057675965	0.957	0.00436877977157632	0.845192105358137	c.p-Tm
T18	C1	diff_large-0.3	env-1.0	p-0.50	2.20521500159383	0.13754471588613	0.115	-0.138520146282115	4.94159874913687e-10	nc-Tm
T18	C1	diff_large-0.3	env-1.0	p-0.50	0.0144007321231709	0.90448073149415	0.902	-0.011296197646313	0.613642001946117	c-ID
T18	C1	diff_large-0.3	env-1.0	p-0.50	0.0144007321231709	0.90448073149415	0.894	-0.011296197646313	0.613642001946117	c.p-ID
T18	C1	diff_large-0.3	env-1.0	p-0.50	5.88422171375443	0.0152771485631489	0.006	-0.223422457500837	4.80768830037429e-24	nc-ID
T19	C1	diff_large-0.3	env-1.0	p-0.50	1.41260153374708	0.234625003517582	0.254	0.111993393444573	5.13580056088936e-07	c
T19	C1	diff_large-0.3	env-1.0	p-0.50	1.41260153374708	0.234625003517582	0.239	0.111993393444573	5.13580056088936e-07	c.p
T19	C1	diff_large-0.3	env-1.0	p-0.50	20.8086515854135	5.0753175721111e-06	0	0.392606211276035	1.06616128724534e-74	nc
T19	C1	diff_large-0.3	env-1.0	p-0.50	0.000229134373624847	0.987922734912872	0.991	-0.00143663550372433	0.94880448061948	c-Tm
T19	C1	diff_large-0.3	env-1.0	p-0.50	0.000229134373624847	0.987922734912872	0.99	-0.00143663550372433	0.94880448061948	c.p-Tm
T19	C1	diff_large-0.3	env-1.0	p-0.50	0.0223001293922686	0.881291446289976	0.89	-0.0143807998655086	0.520379786319305	nc-Tm
T19	C1	diff_large-0.3	env-1.0	p-0.50	0.0628525467530196	0.80204288902137	0.814	-0.0238089854582359	0.287213025069083	c-ID
T19	C1	diff_large-0.3	env-1.0	p-0.50	0.0628525467530196	0.80204288902137	0.798	-0.0238089854582359	0.287213025069083	c.p-ID
T19	C1	diff_large-0.3	env-1.0	p-0.50	1.23933130916721	0.265599965775198	0.299	-0.104553064371144	2.7903358981093e-06	nc-ID
T20	C1	diff_large-0.3	env-1.0	p-0.50	0.519957113394274	0.470859976767421	0.491	-0.0725276961663685	0.0011712744444071	c
T20	C1	diff_large-0.3	env-1.0	p-0.50	0.519957113394274	0.470859976767421	0.466	-0.0725276961663685	0.0011712744444071	c.p
T20	C1	diff_large-0.3	env-1.0	p-0.50	1.67620692700247	0.195429226045826	0.221	0.127794042224284	9.74668004668592e-09	nc
T20	C1	diff_large-0.3	env-1.0	p-0.50	1.0785603894519	0.299019830029853	0.343	-0.104288947772545	2.9571037485315e-06	c-Tm
T20	C1	diff_large-0.3	env-1.0	p-0.50	1.0785603894519	0.299019830029853	0.341	-0.104288947772545	2.9571037485315e-06	c.p-Tm
T20	C1	diff_large-0.3	env-1.0	p-0.50	1.98121450823122e-05	0.996448560855479	0.994	-0.00044697212569345	0.984061955338761	nc-Tm
T20	C1	diff_large-0.3	env-1.0	p-0.50	0.72062115379248	0.395940235020466	0.408	-0.0853452700083881	0.000132726377583487	c-ID
T20	C1	diff_large-0.3	env-1.0	p-0.50	0.72062115379248	0.395940235020466	0.419	-0.0853452700083881	0.000132726377583487	c.p-ID
T20	C1	diff_large-0.3	env-1.0	p-0.50	0.920539393857992	0.337333384905929	0.365	0.095134936159187	2.02993653151007e-05	nc-ID
T21	C1	diff_large-0.3	env-1.0	p-0.50	8.82495907503365	0.00297138056827997	0.004	-0.277851122971399	8.85339955503862e-37	c
T21	C1	diff_large-0.3	env-1.0	p-0.50	8.82495907503365	0.00297138056827997	0.005	-0.277851122971399	8.85339955503862e-37	c.p
T21	C1	diff_large-0.3	env-1.0	p-0.50	59.3453340627965	1.3229348810857e-14	0	-0.599147051465197	3.46959099332341e-195	nc
T21	C1	diff_large-0.3	env-1.0	p-0.50	1.14461461833605	0.284679342884505	0.341	-0.103384694923694	3.60347336108984e-06	c-Tm
T21	C1	diff_large-0.3	env-1.0	p-0.50	1.14461461833605	0.284679342884505	0.306	-0.103384694923694	3.60347336108984e-06	c.p-Tm
T21	C1	diff_large-0.3	env-1.0	p-0.50	0.206442239008991	0.649570347703207	0.623	-0.0448241150788224	0.0450326292335759	nc-Tm
T21	C1	diff_large-0.3	env-1.0	p-0.50	0.592549923097321	0.441434769820288	0.46	-0.074491260071361	0.00085637334552923	c-ID
T21	C1	diff_large-0.3	env-1.0	p-0.50	0.592549923097321	0.441434769820288	0.444	-0.074491260071361	0.00085637334552923	c.p-ID
T21	C1	diff_large-0.3	env-1.0	p-0.50	0.0936850736164671	0.759543601959864	0.757	0.0297673978624488	0.183287377436201	nc-ID
T22	C1	diff_large-0.3	env-1.0	p-0.50	2.3428309593642	0.125860639804886	0.135	-0.146583886580149	4.48979610265036e-11	c
T22	C1	diff_large-0.3	env-1.0	p-0.50	2.3428309593642	0.125860639804886	0.11	-0.146583886580149	4.48979610265036e-11	c.p
T22	C1	diff_large-0.3	env-1.0	p-0.50	11.9906848375907	0.000534671376123595	0.002	-0.312058823241272	2.01589542368084e-46	nc
T22	C1	diff_large-0.3	env-1.0	p-0.50	0.901743777644329	0.342314570236379	0.362	-0.0914744158473522	4.18729891588582e-05	c-Tm
T22	C1	diff_large-0.3	env-1.0	p-0.50	0.901743777644329	0.342314570236379	0.37	-0.0914744158473522	4.18729891588582e-05	c.p-Tm
