rep	case	h2	env	ts	Qx	P-Chi	P-EN	Ax	P-Ax	type
T5	C1	same_large-0.3	env-0.0	p-0.50	0.135123149627782	0.713178220204865	0.701	-0.0354266388887724	0.113231473647213	nc-ID
T6	C1	same_large-0.3	env-0.0	p-0.50	0.0016119012286171	0.967974743717469	0.971	-0.00392156187404437	0.860868575603872	c
T6	C1	same_large-0.3	env-0.0	p-0.50	0.0016119012286171	0.967974743717469	0.971	-0.00392156187404437	0.860868575603872	c.p
T6	C1	same_large-0.3	env-0.0	p-0.50	0.14530830205658	0.70305984942423	0.719	0.037772942149719	0.0912570146894637	nc
T6	C1	same_large-0.3	env-0.0	p-0.50	0.0677477096215981	0.794644789149654	0.798	-0.0254229345074664	0.255780383992795	c-Tm
T6	C1	same_large-0.3	env-0.0	p-0.50	0.0677477096215981	0.794644789149654	0.8	-0.0254229345074664	0.255780383992795	c.p-Tm
T6	C1	same_large-0.3	env-0.0	p-0.50	0.202715074911137	0.652538183778363	0.658	-0.0445955493869635	0.04613906978618	nc-Tm
T6	C1	same_large-0.3	env-0.0	p-0.50	0.00753748882153725	0.930815613446591	0.933	-0.00848168224953893	0.704626941878366	c-ID
T6	C1	same_large-0.3	env-0.0	p-0.50	0.00753748882153725	0.930815613446591	0.933	-0.00848168224953893	0.704626941878366	c.p-ID
T6	C1	same_large-0.3	env-0.0	p-0.50	0.0410933848386405	0.839357772042753	0.847	0.0200449812019835	0.370269645537245	nc-ID
T7	C1	same_large-0.3	env-0.0	p-0.50	1.67434298260509	0.195677836099787	0.13	-0.126563925368889	1.35148908513452e-08	c
T7	C1	same_large-0.3	env-0.0	p-0.50	1.67434298260509	0.195677836099787	0.152	-0.126563925368889	1.35148908513452e-08	c.p
T7	C1	same_large-0.3	env-0.0	p-0.50	0.825034496901677	0.363712297207722	0.326	-0.0884518462308597	7.46430080612005e-05	nc
T7	C1	same_large-0.3	env-0.0	p-0.50	1.42578356567644	0.232453797259723	0.176	-0.116878228219377	1.59139238018915e-07	c-Tm
T7	C1	same_large-0.3	env-0.0	p-0.50	1.42578356567644	0.232453797259723	0.18	-0.116878228219377	1.59139238018915e-07	c.p-Tm
T7	C1	same_large-0.3	env-0.0	p-0.50	0.28945992949863	0.590566828137076	0.547	-0.0526517710508441	0.0185316749056418	nc-Tm
T7	C1	same_large-0.3	env-0.0	p-0.50	2.01079405069827	0.15618355350193	0.116	-0.138512398173169	4.9526784340598e-10	c-ID
T7	C1	same_large-0.3	env-0.0	p-0.50	2.01079405069827	0.15618355350193	0.122	-0.138512398173169	4.9526784340598e-10	c.p-ID
T7	C1	same_large-0.3	env-0.0	p-0.50	2.00524285438167	0.156756188012315	0.156	-0.137151134121818	7.32634771698011e-10	nc-ID
T8	C1	same_large-0.3	env-0.0	p-0.50	2.43339026935814	0.118775767752857	0.176	-0.148700769362032	2.33891994549106e-11	c
T8	C1	same_large-0.3	env-0.0	p-0.50	2.43339026935814	0.118775767752857	0.161	-0.148700769362032	2.33891994549106e-11	c.p
T8	C1	same_large-0.3	env-0.0	p-0.50	40.0090393014382	2.52790340386606e-10	0	-0.523312518598642	4.94297184575591e-141	nc
T8	C1	same_large-0.3	env-0.0	p-0.50	0.12102906446181	0.727921055197118	0.753	-0.0336954338613033	0.131966760963425	c-Tm
T8	C1	same_large-0.3	env-0.0	p-0.50	0.12102906446181	0.727921055197118	0.767	-0.0336954338613033	0.131966760963425	c.p-Tm
T8	C1	same_large-0.3	env-0.0	p-0.50	2.18705649395735	0.139175061155984	0.196	-0.14251626611228	1.53112273117553e-10	nc-Tm
T8	C1	same_large-0.3	env-0.0	p-0.50	0.113312526223831	0.736403935322674	0.764	-0.0326397433765832	0.144518351717035	c-ID
T8	C1	same_large-0.3	env-0.0	p-0.50	0.113312526223831	0.736403935322674	0.753	-0.0326397433765832	0.144518351717035	c.p-ID
T8	C1	same_large-0.3	env-0.0	p-0.50	2.80832945163297	0.0937759820875653	0.127	-0.161599990271854	3.58724899316969e-13	nc-ID
T9	C1	same_large-0.3	env-0.0	p-0.50	11.5919382403435	0.000662383387723176	0	-0.314906327877828	2.7642840916974e-47	c
T9	C1	same_large-0.3	env-0.0	p-0.50	11.5919382403435	0.000662383387723176	0.003	-0.314906327877828	2.7642840916974e-47	c.p
T9	C1	same_large-0.3	env-0.0	p-0.50	39.1887965657292	3.84741609396173e-10	0	-0.527722895043085	8.16317930868812e-144	nc
T9	C1	same_large-0.3	env-0.0	p-0.50	4.73432832112143	0.0295663909156374	0.04	-0.206521939941516	1.049430650033e-20	c-Tm
T9	C1	same_large-0.3	env-0.0	p-0.50	4.73432832112143	0.0295663909156374	0.036	-0.206521939941516	1.049430650033e-20	c.p-Tm
T9	C1	same_large-0.3	env-0.0	p-0.50	1.05350053154389	0.30470225828339	0.336	-0.100259100376114	7.04770176110901e-06	nc-Tm
T9	C1	same_large-0.3	env-0.0	p-0.50	4.18438649971503	0.0407979765049396	0.047	-0.194482319055004	1.69393844013824e-18	c-ID
T9	C1	same_large-0.3	env-0.0	p-0.50	4.18438649971503	0.0407979765049396	0.062	-0.194482319055004	1.69393844013824e-18	c.p-ID
T9	C1	same_large-0.3	env-0.0	p-0.50	0.307782463837658	0.579044152686851	0.618	-0.0539707004216173	0.0157830737879981	nc-ID
T10	C1	same_large-0.3	env-0.0	p-0.50	0.287777368809168	0.5916483777058	0.604	-0.0518327184174252	0.0204417823976851	c
T10	C1	same_large-0.3	env-0.0	p-0.50	0.287777368809168	0.5916483777058	0.621	-0.0518327184174252	0.0204417823976851	c.p
T10	C1	same_large-0.3	env-0.0	p-0.50	0.637447898524075	0.424636463778665	0.403	-0.0785048986456827	0.000441287852925978	nc
T10	C1	same_large-0.3	env-0.0	p-0.50	0.46617179244029	0.494753614933014	0.509	-0.0659458587577579	0.00317201728823963	c-Tm
T10	C1	same_large-0.3	env-0.0	p-0.50	0.46617179244029	0.494753614933014	0.506	-0.0659458587577579	0.00317201728823963	c.p-Tm
T10	C1	same_large-0.3	env-0.0	p-0.50	1.75883804079826	0.18476951406582	0.15	-0.129404157742726	6.32435782409739e-09	nc-Tm
T10	C1	same_large-0.3	env-0.0	p-0.50	0.522893868258146	0.469609843979792	0.467	-0.0698319792946057	0.00177899497833933	c-ID
T10	C1	same_large-0.3	env-0.0	p-0.50	0.522893868258146	0.469609843979792	0.488	-0.0698319792946057	0.00177899497833933	c.p-ID
T10	C1	same_large-0.3	env-0.0	p-0.50	2.16542018775281	0.141146036585805	0.127	-0.143637872204563	1.09545924365544e-10	nc-ID
T11	C1	same_large-0.3	env-0.0	p-0.50	0.000202724282386612	0.988640001503697	0.99	0.00133449349674367	0.952439907272135	c
T11	C1	same_large-0.3	env-0.0	p-0.50	0.000202724282386612	0.988640001503697	0.991	0.00133449349674367	0.952439907272135	c.p
T11	C1	same_large-0.3	env-0.0	p-0.50	1.62878010440919	0.201871860299753	0.22	-0.118812453743982	9.87451862140336e-08	nc
T11	C1	same_large-0.3	env-0.0	p-0.50	0.0142220957890651	0.905072201931098	0.918	0.0111757930550368	0.617427331441287	c-Tm
T11	C1	same_large-0.3	env-0.0	p-0.50	0.0142220957890651	0.905072201931098	0.916	0.0111757930550368	0.617427331441287	c.p-Tm
T11	C1	same_large-0.3	env-0.0	p-0.50	1.16990592977183	0.279420570248754	0.292	-0.100964342205706	6.06805927171713e-06	nc-Tm
T11	C1	same_large-0.3	env-0.0	p-0.50	0.0233789950752639	0.878475627098232	0.907	0.0143250132786842	0.521999415846923	c-ID
T11	C1	same_large-0.3	env-0.0	p-0.50	0.0233789950752639	0.878475627098232	0.891	0.0143250132786842	0.521999415846923	c.p-ID
T11	C1	same_large-0.3	env-0.0	p-0.50	0.937198080502277	0.332999466882697	0.354	-0.0899759238439113	5.5894408372481e-05	nc-ID
T12	C1	same_large-0.3	env-0.0	p-0.50	0.00304932539417107	0.955962640147213	0.966	-0.00519745512138568	0.8163100505332	c
T12	C1	same_large-0.3	env-0.0	p-0.50	0.00304932539417107	0.955962640147213	0.958	-0.00519745512138568	0.8163100505332	c.p
T12	C1	same_large-0.3	env-0.0	p-0.50	11.9681752806845	0.000541169103279538	0	0.313067354658194	9.99846161413727e-47	nc
T12	C1	same_large-0.3	env-0.0	p-0.50	0.948317716724906	0.330147877998577	0.387	-0.091141188996115	4.4667580853682e-05	c-Tm
T12	C1	same_large-0.3	env-0.0	p-0.50	0.948317716724906	0.330147877998577	0.402	-0.091141188996115	4.4667580853682e-05	c.p-Tm
T12	C1	same_large-0.3	env-0.0	p-0.50	0.327450338058891	0.567164292371997	0.54	0.0531513377532298	0.0174448905394466	nc-Tm
T12	C1	same_large-0.3	env-0.0	p-0.50	1.32734094699269	0.24927881749185	0.314	-0.107453100171428	1.46175116383611e-06	c-ID
T12	C1	same_large-0.3	env-0.0	p-0.50	1.32734094699269	0.24927881749185	0.294	-0.107453100171428	1.46175116383611e-06	c.p-ID
T12	C1	same_large-0.3	env-0.0	p-0.50	0.0184573862084584	0.891933567656778	0.905	0.0126428587163924	0.572022797804194	nc-ID
T13	C1	same_large-0.3	env-0.0	p-0.50	6.73370020930812	0.00946081433059535	0.003	-0.238506965535181	2.88657350635135e-27	c
T13	C1	same_large-0.3	env-0.0	p-0.50	6.73370020930812	0.00946081433059535	0.006	-0.238506965535181	2.88657350635135e-27	c.p
T13	C1	same_large-0.3	env-0.0	p-0.50	16.7420944166191	4.28203099194583e-05	0	-0.363687189210613	1.36926979704179e-63	nc
T13	C1	same_large-0.3	env-0.0	p-0.50	4.08385253359768	0.0432948387931444	0.025	-0.188448196762263	1.91819547258564e-17	c-Tm
T13	C1	same_large-0.3	env-0.0	p-0.50	4.08385253359768	0.0432948387931444	0.028	-0.188448196762263	1.91819547258564e-17	c.p-Tm
T13	C1	same_large-0.3	env-0.0	p-0.50	3.07903199865763	0.0793077145921664	0.045	-0.165278874062959	1.02155662501573e-13	nc-Tm
T13	C1	same_large-0.3	env-0.0	p-0.50	3.39199349978012	0.0655136959130586	0.043	-0.172519596587172	7.9229649416952e-15	c-ID
T13	C1	same_large-0.3	env-0.0	p-0.50	3.39199349978012	0.0655136959130586	0.043	-0.172519596587172	7.9229649416952e-15	c.p-ID
T13	C1	same_large-0.3	env-0.0	p-0.50	0.533495930822359	0.465140794490019	0.436	-0.0700485581779637	0.00172112569643822	nc-ID
T14	C1	same_large-0.3	env-0.0	p-0.50	0.943225978649127	0.331449581104142	0.283	0.0916325975392987	4.0605198979534e-05	c
T14	C1	same_large-0.3	env-0.0	p-0.50	0.943225978649127	0.331449581104142	0.298	0.0916325975392987	4.0605198979534e-05	c.p
T14	C1	same_large-0.3	env-0.0	p-0.50	7.31061535582357	0.00685484492454204	0.014	-0.253001434887681	1.39768821657447e-30	nc
T14	C1	same_large-0.3	env-0.0	p-0.50	2.09052300023374	0.14821532248365	0.12	0.135609095570932	1.13633535130655e-09	c-Tm
T14	C1	same_large-0.3	env-0.0	p-0.50	2.09052300023374	0.14821532248365	0.109	0.135609095570932	1.13633535130655e-09	c.p-Tm
T14	C1	same_large-0.3	env-0.0	p-0.50	0.431893285191662	0.511061401441214	0.497	-0.0636678218076625	0.00439366780007693	nc-Tm
T14	C1	same_large-0.3	env-0.0	p-0.50	2.78918173428296	0.0949026761628699	0.077	0.156051299243951	2.25881200532899e-12	c-ID
T14	C1	same_large-0.3	env-0.0	p-0.50	2.78918173428296	0.0949026761628699	0.069	0.156051299243951	2.25881200532899e-12	c.p-ID
T14	C1	same_large-0.3	env-0.0	p-0.50	0.0335897911950827	0.854582108903149	0.85	0.0177307301951737	0.428063990447397	nc-ID
T15	C1	same_large-0.3	env-0.0	p-0.50	0.604553239860919	0.436846013399906	0.47	-0.0751333884064451	0.000771785101726014	c
T15	C1	same_large-0.3	env-0.0	p-0.50	0.604553239860919	0.436846013399906	0.423	-0.0751333884064451	0.000771785101726014	c.p
T15	C1	same_large-0.3	env-0.0	p-0.50	6.25587245437579	0.0123782270302414	0.015	-0.236247919098692	9.06866126765278e-27	nc
T15	C1	same_large-0.3	env-0.0	p-0.50	0.445844195015129	0.504315115480713	0.529	-0.0645687124807618	0.00386702553650238	c-Tm
T15	C1	same_large-0.3	env-0.0	p-0.50	0.445844195015129	0.504315115480713	0.483	-0.0645687124807618	0.00386702553650238	c.p-Tm
T15	C1	same_large-0.3	env-0.0	p-0.50	4.2018493349067	0.0403799204003328	0.051	-0.194783910107977	1.49727325476879e-18	nc-Tm
T15	C1	same_large-0.3	env-0.0	p-0.50	0.441619140203386	0.506341998895985	0.535	-0.0642653041938205	0.00403762222042856	c-ID
T15	C1	same_large-0.3	env-0.0	p-0.50	0.441619140203386	0.506341998895985	0.498	-0.0642653041938205	0.00403762222042856	c.p-ID
T15	C1	same_large-0.3	env-0.0	p-0.50	4.17155094948374	0.0411081529491499	0.038	-0.194101399312206	1.97909589445338e-18	nc-ID
T16	C1	same_large-0.3	env-0.0	p-0.50	5.40474203564474	0.0200821163090767	0.014	0.215602276600985	1.82848133498613e-22	c
T16	C1	same_large-0.3	env-0.0	p-0.50	5.40474203564474	0.0200821163090767	0.016	0.215602276600985	1.82848133498613e-22	c.p
T16	C1	same_large-0.3	env-0.0	p-0.50	12.5192138500541	0.000402788331436253	0	0.319521612451142	1.05393017419383e-48	nc
T16	C1	same_large-0.3	env-0.0	p-0.50	2.77604287395313	0.0956843156148962	0.076	0.156772245448602	1.7850529091661e-12	c-Tm
T16	C1	same_large-0.3	env-0.0	p-0.50	2.77604287395313	0.0956843156148962	0.082	0.156772245448602	1.7850529091661e-12	c.p-Tm
T16	C1	same_large-0.3	env-0.0	p-0.50	1.27044128639681	0.259683911202313	0.26	0.106286748119457	1.89966271814099e-06	nc-Tm
T16	C1	same_large-0.3	env-0.0	p-0.50	2.39274607258537	0.121899330521499	0.097	0.145911200643677	5.51278316870261e-11	c-ID
T16	C1	same_large-0.3	env-0.0	p-0.50	2.39274607258537	0.121899330521499	0.122	0.145911200643677	5.51278316870261e-11	c.p-ID
T16	C1	same_large-0.3	env-0.0	p-0.50	0.0853470930720265	0.770177865673942	0.788	0.0276983166186295	0.215653216197637	nc-ID
T17	C1	same_large-0.3	env-0.0	p-0.50	2.90772433591261	0.0881561844985442	0.081	0.162011525553787	3.1214889636041e-13	c
T17	C1	same_large-0.3	env-0.0	p-0.50	2.90772433591261	0.0881561844985442	0.082	0.162011525553787	3.1214889636041e-13	c.p
T17	C1	same_large-0.3	env-0.0	p-0.50	3.59012268242964	0.058123952033031	0.032	0.182523125672728	1.92316197982138e-16	nc
T17	C1	same_large-0.3	env-0.0	p-0.50	2.39979353739986	0.121351265257934	0.084	0.147425033869967	3.46880406003649e-11	c-Tm
T17	C1	same_large-0.3	env-0.0	p-0.50	2.39979353739986	0.121351265257934	0.091	0.147425033869967	3.46880406003649e-11	c.p-Tm
T17	C1	same_large-0.3	env-0.0	p-0.50	1.75611173523017	0.185110243234638	0.149	0.128246999260987	8.63468822600466e-09	nc-Tm
T17	C1	same_large-0.3	env-0.0	p-0.50	2.33030298424414	0.126877179794535	0.086	0.14532000462141	6.59746700253991e-11	c-ID
T17	C1	same_large-0.3	env-0.0	p-0.50	2.33030298424414	0.126877179794535	0.098	0.14532000462141	6.59746700253991e-11	c.p-ID
T17	C1	same_large-0.3	env-0.0	p-0.50	1.20968159846197	0.271395189669328	0.234	0.106545689151168	1.79272245590513e-06	nc-ID
T18	C1	same_large-0.3	env-0.0	p-0.50	0.193616359474419	0.659923643259897	0.589	0.0414002023015234	0.0641538090772641	c
T18	C1	same_large-0.3	env-0.0	p-0.50	0.193616359474419	0.659923643259897	0.62	0.0414002023015234	0.0641538090772641	c.p
T18	C1	same_large-0.3	env-0.0	p-0.50	0.469179672299361	0.493364799875813	0.474	0.0628581197372122	0.00492154910263777	nc
T18	C1	same_large-0.3	env-0.0	p-0.50	0.0953525050318474	0.75747974792592	0.707	0.0290791274143703	0.193628398716035	c-Tm
T18	C1	same_large-0.3	env-0.0	p-0.50	0.0953525050318474	0.75747974792592	0.755	0.0290791274143703	0.193628398716035	c.p-Tm
T18	C1	same_large-0.3	env-0.0	p-0.50	0.0036725132152118	0.951676766739381	0.947	-0.00557523852975353	0.80322285972869	nc-Tm
T18	C1	same_large-0.3	env-0.0	p-0.50	0.19709951597573	0.657072290060409	0.628	0.0417893461746497	0.0616890379793803	c-ID
T18	C1	same_large-0.3	env-0.0	p-0.50	0.19709951597573	0.657072290060409	0.624	0.0417893461746497	0.0616890379793803	c.p-ID
T18	C1	same_large-0.3	env-0.0	p-0.50	0.635034408985546	0.425514650571402	0.415	0.0731567213390963	0.00106032766154692	nc-ID
T19	C1	same_large-0.3	env-0.0	p-0.50	7.82535949897236	0.00515181987129033	0.003	0.257287325592055	1.32823823087309e-31	c
T19	C1	same_large-0.3	env-0.0	p-0.50	7.82535949897236	0.00515181987129033	0.001	0.257287325592055	1.32823823087309e-31	c.p
T19	C1	same_large-0.3	env-0.0	p-0.50	13.0854715372987	0.000297594911499524	0	0.317566324586814	4.23585712228227e-48	nc
T19	C1	same_large-0.3	env-0.0	p-0.50	5.2286262664073	0.0222180736122505	0.014	0.211771456776818	1.03279893338644e-21	c-Tm
T19	C1	same_large-0.3	env-0.0	p-0.50	5.2286262664073	0.0222180736122505	0.008	0.211771456776818	1.03279893338644e-21	c.p-Tm
T19	C1	same_large-0.3	env-0.0	p-0.50	3.29016964607588	0.0696958208061045	0.062	0.163876467203096	1.6545778715485e-13	nc-Tm
T19	C1	same_large-0.3	env-0.0	p-0.50	5.22274116707023	0.0222933831073718	0.012	0.211431899630379	1.2021725005426e-21	c-ID
T19	C1	same_large-0.3	env-0.0	p-0.50	5.22274116707023	0.0222933831073718	0.01	0.211431899630379	1.2021725005426e-21	c.p-ID
T19	C1	same_large-0.3	env-0.0	p-0.50	4.30493983611776	0.0380018394252527	0.035	0.187738674153846	2.53827060573871e-17	nc-ID
T20	C1	same_large-0.3	env-0.0	p-0.50	6.91079716747696	0.00856767846992327	0.01	0.24982899468044	7.7553476001151e-30	c
T20	C1	same_large-0.3	env-0.0	p-0.50	6.91079716747696	0.00856767846992327	0.01	0.24982899468044	7.7553476001151e-30	c.p
T20	C1	same_large-0.3	env-0.0	p-0.50	33.7937916398374	6.12740933784698e-09	0	0.509805041795406	9.20427053617556e-133	nc
T20	C1	same_large-0.3	env-0.0	p-0.50	1.57761937495462	0.209103936815376	0.217	0.121628820976281	4.86230316110359e-08	c-Tm
T20	C1	same_large-0.3	env-0.0	p-0.50	1.57761937495462	0.209103936815376	0.169	0.121628820976281	4.86230316110359e-08	c.p-Tm
T20	C1	same_large-0.3	env-0.0	p-0.50	0.203260474422224	0.652101857121767	0.618	-0.0453783884998631	0.042442018594846	nc-Tm
T20	C1	same_large-0.3	env-0.0	p-0.50	1.60566478696946	0.205102271703715	0.198	0.122752969798271	3.64821973831353e-08	c-ID
T20	C1	same_large-0.3	env-0.0	p-0.50	1.60566478696946	0.205102271703715	0.19	0.122752969798271	3.64821973831353e-08	c.p-ID
T20	C1	same_large-0.3	env-0.0	p-0.50	0.546490367895327	0.459755284432059	0.422	-0.0741040394616877	0.000911453702311751	nc-ID
T21	C1	same_large-0.3	env-0.0	p-0.50	1.91349840627567	0.166575167326298	0.201	-0.133540939116087	2.03149047595824e-09	c
T21	C1	same_large-0.3	env-0.0	p-0.50	1.91349840627567	0.166575167326298	0.183	-0.133540939116087	2.03149047595824e-09	c.p
T21	C1	same_large-0.3	env-0.0	p-0.50	0.241044770482119	0.623452542792026	0.635	0.0476004913673528	0.0332845160528886	nc
T21	C1	same_large-0.3	env-0.0	p-0.50	2.08203949885492	0.149040921977598	0.162	-0.139120750473274	4.15247204191381e-10	c-Tm
T21	C1	same_large-0.3	env-0.0	p-0.50	2.08203949885492	0.149040921977598	0.166	-0.139120750473274	4.15247204191381e-10	c.p-Tm
T21	C1	same_large-0.3	env-0.0	p-0.50	0.0312504845943638	0.85968271854549	0.875	0.0171387633411648	0.443649004561679	nc-Tm
T21	C1	same_large-0.3	env-0.0	p-0.50	2.88806223998697	0.0892381981261683	0.116	-0.162931341264972	2.28453261293061e-13	c-ID
T21	C1	same_large-0.3	env-0.0	p-0.50	2.88806223998697	0.0892381981261683	0.098	-0.162931341264972	2.28453261293061e-13	c.p-ID
T21	C1	same_large-0.3	env-0.0	p-0.50	1.75247053288722	0.185566453183847	0.19	-0.128405353903998	8.27582031448742e-09	nc-ID
T22	C1	same_large-0.3	env-0.0	p-0.50	2.50424512641513	0.113539877674919	0.101	-0.152422723669788	7.26392636789167e-12	c
T22	C1	same_large-0.3	env-0.0	p-0.50	2.50424512641513	0.113539877674919	0.091	-0.152422723669788	7.26392636789167e-12	c.p
T22	C1	same_large-0.3	env-0.0	p-0.50	4.65212864694989	0.0310150642040975	0.04	-0.199798252878381	1.867818936494e-19	nc
T22	C1	same_large-0.3	env-0.0	p-0.50	1.7610137124466	0.184498124436477	0.154	-0.128346375713362	8.40775184795714e-09	c-Tm
T22	C1	same_large-0.3	env-0.0	p-0.50	1.7610137124466	0.184498124436477	0.148	-0.128346375713362	8.40775184795714e-09	c.p-Tm
T22	C1	same_large-0.3	env-0.0	p-0.50	1.44506948719941	0.22932074568185	0.233	-0.112930602415402	4.1171960354887e-07	nc-Tm
T22	C1	same_large-0.3	env-0.0	p-0.50	1.84959107390745	0.173830962375037	0.142	-0.131478250333124	3.594553086151e-09	c-ID
