V1,Qx_random,Qx_strat,p_random,p_strat,REP
c,2.71627379127969,12.470450324846,0.0993296512784209,0.000413440408988523,M1
c.p,2.71627379127969,12.470450324846,0.0993296512784209,0.000413440408988523,M1
nc,1.49980279886688,0.022457177523873,0.220701707026399,0.880877287312379,M1
Tm-c,2.90022316503272,5.72875639234178,0.0885672901190163,0.0166892972801041,M1
Tm-c.p,2.90022316503272,5.72875639234178,0.0885672901190163,0.0166892972801041,M1
Tm-nc,2.25913644646773,2.1806150252846,0.132828111446177,0.139758602385419,M1
c,0.520132507628623,4.72144584414099,0.470785163486389,0.0297886857786321,M2
c.p,0.520132507628623,4.72144584414099,0.470785163486389,0.0297886857786321,M2
nc,0.876060061666071,4.44365068980108,0.349283072303694,0.0350312625166051,M2
Tm-c,0.15082613905011,2.26801173389662,0.697747117159064,0.132069241861187,M2
Tm-c.p,0.15082613905011,2.26801173389662,0.697747117159064,0.132069241861187,M2
Tm-nc,3.52712603827921,0.840111564608291,0.0603723503030402,0.359364865239847,M2
c,0.00717051195925346,5.28257347923834,0.932516690529811,0.0215398880731771,M3
c.p,0.00717051195925346,5.28257347923834,0.932516690529811,0.0215398880731771,M3
nc,3.18258937004978,5.66808463166567,0.0744266996740798,0.0172763095249763,M3
Tm-c,0.131741790043588,1.56031283997481,0.71663288338454,0.211619420364311,M3
Tm-c.p,0.131741790043588,1.56031283997481,0.71663288338454,0.211619420364311,M3
Tm-nc,0.184729366800186,0.00561408940478979,0.667340010001691,0.940272613115852,M3
c,0.0400784720593554,6.77608456833941,0.841327229678208,0.00923873338880855,M4
c.p,0.0400784720593554,6.77608456833941,0.841327229678208,0.00923873338880855,M4
nc,6.72972265357439,5.05963202639713,0.0094819341950936,0.0244894371722492,M4
Tm-c,0.0188772645788746,0.244285002285711,0.89071893231213,0.621128246308265,M4
Tm-c.p,0.0188772645788746,0.244285002285711,0.89071893231213,0.621128246308265,M4
Tm-nc,9.30209298283975,0.566306948385077,0.00228892212542553,0.451730180024485,M4
c,0.694393592260122,0.311786169399978,0.40467396546252,0.576586183231358,M5
c.p,0.694393592260122,0.311786169399978,0.40467396546252,0.576586183231358,M5
nc,2.19897852891066,1.34496802392964,0.13810222516311,0.246159743763816,M5
Tm-c,1.67502473627819,2.16367190510336,0.195586861917155,0.141306661582738,M5
Tm-c.p,1.67502473627819,2.16367190510336,0.195586861917155,0.141306661582738,M5
Tm-nc,2.42719901086811,0.321815194851266,0.119245800554071,0.570518816002052,M5
c,5.39979812171263,0.0629440101225926,0.0201390808945833,0.801901901808296,M6
c.p,5.39979812171263,0.0629440101225926,0.0201390808945833,0.801901901808296,M6
nc,3.17108922932772,5.57918243928246,0.0749524443230212,0.0181752053983366,M6
Tm-c,8.91115699200507,0.185738915491777,0.00283433635120572,0.666486999863431,M6
Tm-c.p,8.91115699200507,0.185738915491777,0.00283433635120572,0.666486999863431,M6
Tm-nc,6.21652208425823,0.236602079697066,0.0126563492749534,0.626671115893752,M6
c,2.31623230896707,7.25168489903216,0.128029800426235,0.00708345171912109,M7
c.p,2.31623230896707,7.25168489903216,0.128029800426235,0.00708345171912109,M7
nc,2.70383132141782,9.97002887479059,0.100107417135975,0.00159108997034341,M7
Tm-c,1.62996627822268,3.29551413925688,0.201707712810939,0.0694693564454765,M7
Tm-c.p,1.62996627822268,3.29551413925688,0.201707712810939,0.0694693564454765,M7
Tm-nc,0.189644215790003,1.18450673068389,0.663212898683419,0.276440420861198,M7
c,0.360056861754307,0.000283653012518846,0.548474657636766,0.986562662337563,M8
c.p,0.360056861754307,0.000283653012518846,0.548474657636766,0.986562662337563,M8
nc,3.94097208280153,0.0243645624640754,0.047123539648402,0.875960882877223,M8
Tm-c,0.982653313698209,0.441801270694044,0.321544622510745,0.506254337605974,M8
Tm-c.p,0.982653313698209,0.441801270694044,0.321544622510745,0.506254337605974,M8
Tm-nc,1.43788164231787,1.94462662612322,0.230482444568861,0.163167061600369,M8
c,0.123759270446126,3.01786490607206,0.724992489971123,0.0823518207935832,M9
c.p,0.123759270446126,3.01786490607206,0.724992489971123,0.0823518207935832,M9
nc,0.512128590887602,13.2430864043432,0.474218854386125,0.0002735870627269,M9
Tm-c,0.000330254951882414,0.108294755685728,0.985500907302354,0.742093946901053,M9
Tm-c.p,0.000330254951882414,0.108294755685728,0.985500907302354,0.742093946901053,M9
Tm-nc,7.48363276583521,3.19658124052592,0.0062262327436874,0.073792376198489,M9
c,6.21725652673384,0.0909038813203031,0.0126510999805842,0.763031187375822,M10
c.p,6.21725652673384,0.0909038813203031,0.0126510999805842,0.763031187375822,M10
nc,1.98303547969544,0.000256346676858018,0.159070990219223,0.987225751723111,M10
Tm-c,6.78808851327257,1.20710133389164,0.00917681182680678,0.271906956046036,M10
Tm-c.p,6.78808851327257,1.20710133389164,0.00917681182680678,0.271906956046036,M10
Tm-nc,1.90396386782174,0.000323392581916846,0.167635306400997,0.985652320033941,M10
c,0.33573392219748,0.154492727820024,0.562302095013418,0.694278394646149,M11
c.p,0.33573392219748,0.154492727820024,0.562302095013418,0.694278394646149,M11
nc,1.31338394724945,0.148877076319466,0.251782886104147,0.69961078220137,M11
Tm-c,0.413871823225762,0.118108711652267,0.520010833834609,0.731094865888555,M11
Tm-c.p,0.413871823225762,0.118108711652267,0.520010833834609,0.731094865888555,M11
Tm-nc,1.24072115564526,0.501740318428152,0.265332114804135,0.478736437882652,M11
c,0.00140553751032786,1.37832352079755,0.970093915574978,0.240386919227341,M12
c.p,0.00140553751032786,1.37832352079755,0.970093915574978,0.240386919227341,M12
nc,0.540232872098524,0.391812723371851,0.462336232733528,0.531348093246465,M12
Tm-c,0.167554369330968,0.0362961320949336,0.682294526363506,0.84890524699708,M12
Tm-c.p,0.167554369330968,0.0362961320949336,0.682294526363506,0.84890524699708,M12
Tm-nc,0.530534362637647,4.17663303749912,0.466382288965635,0.04098504704761,M12
c,0.319343058754948,1.98423520045968,0.572002710263163,0.1589449473155,M13
c.p,0.319343058754948,1.98423520045968,0.572002710263163,0.1589449473155,M13
nc,0.0775685015331391,0.396575416778363,0.780619950747831,0.528863175044486,M13
Tm-c,0.224639241524823,0.607139132515176,0.635527559011575,0.435867015142668,M13
Tm-c.p,0.224639241524823,0.607139132515176,0.635527559011575,0.435867015142668,M13
Tm-nc,0.352202823423618,1.16935567008268,0.552868806171014,0.279533672505839,M13
c,0.00283388542668822,1.39352110882254,0.957545266338754,0.23781136755456,M14
c.p,0.00283388542668822,1.39352110882254,0.957545266338754,0.23781136755456,M14
nc,5.34575198216233,1.02978952685116,0.0207728216582012,0.310208106881758,M14
Tm-c,0.0767461765310525,0.0137458114947036,0.781756300602023,0.906667863021461,M14
Tm-c.p,0.0767461765310525,0.0137458114947036,0.781756300602023,0.906667863021461,M14
Tm-nc,0.207902824933172,2.14596165042738,0.648416137461704,0.14294544225309,M14
c,0.17668152587118,0.951730078623019,0.674240733069498,0.329279311337793,M15
c.p,0.17668152587118,0.951730078623019,0.674240733069498,0.329279311337793,M15
nc,0.765177387240538,3.64574237219097,0.381713113388516,0.0562127382491792,M15
Tm-c,0.376897522486039,0.00188341364261635,0.539268324558999,0.965384021811513,M15
Tm-c.p,0.376897522486039,0.00188341364261635,0.539268324558999,0.965384021811513,M15
Tm-nc,0.0458193330402565,0.453020263940488,0.830504549705215,0.500904157873717,M15
c,2.00951314111509,0.0239745117017838,0.156315474713787,0.876949782644325,M16
c.p,2.00951314111509,0.0239745117017838,0.156315474713787,0.876949782644325,M16
