rep,env,V1,Qx_random,Qx_strat,p_random,p_strat,REP
M21,env-0.0,nc,0.0721983765124159,0.0312873046598487,0.788162432799788,0.859600938297546,M21
M21,env-0.0,Tm-c,0.0761592279746118,1.00732882368006,0.782571404618942,0.315543621700168,M21
M21,env-0.0,Tm-c.p,0.0761592279746118,1.00732882368006,0.782571404618942,0.315543621700168,M21
M21,env-0.0,Tm-nc,0.417545447175871,0.646902492527165,0.518164366316935,0.421222301022267,M21
M22,env-0.0,c,2.10605766032466,2.6194889096181,0.146716866633812,0.105558435246013,M22
M22,env-0.0,c.p,2.10605766032466,2.6194889096181,0.146716866633812,0.105558435246013,M22
M22,env-0.0,nc,0.635367769533397,2.83507711571302,0.42539318967226,0.092226373831155,M22
M22,env-0.0,Tm-c,2.69681590722851,2.70763803403979,0.100548873855896,0.0998687597525094,M22
M22,env-0.0,Tm-c.p,2.69681590722851,2.70763803403979,0.100548873855896,0.0998687597525094,M22
M22,env-0.0,Tm-nc,2.51724326866819,3.3032822443482,0.112607287835992,0.0691415986033587,M22
M23,env-0.0,c,2.23108232130039,0.231483742363394,0.135259070179874,0.630425831741693,M23
M23,env-0.0,c.p,2.23108232130039,0.231483742363394,0.135259070179874,0.630425831741693,M23
M23,env-0.0,nc,0.0021937509199665,0.229102326191084,0.962642745276454,0.632190240342727,M23
M23,env-0.0,Tm-c,2.6833903439089,0.55489090678572,0.101399642365589,0.456326129948359,M23
M23,env-0.0,Tm-c.p,2.6833903439089,0.55489090678572,0.101399642365589,0.456326129948359,M23
M23,env-0.0,Tm-nc,0.0519955060574751,1.66497912521595,0.819626625522631,0.196932391099633,M23
M24,env-0.0,c,0.497493498635891,0.792709527674545,0.480603532342258,0.373282079322065,M24
M24,env-0.0,c.p,0.497493498635891,0.792709527674545,0.480603532342258,0.373282079322065,M24
M24,env-0.0,nc,0.305663289127228,0.194945119011348,0.580353637658151,0.658832316548033,M24
M24,env-0.0,Tm-c,0.184816040269271,0.326431735791164,0.667266667712838,0.567767804230042,M24
M24,env-0.0,Tm-c.p,0.184816040269271,0.326431735791164,0.667266667712838,0.567767804230042,M24
M24,env-0.0,Tm-nc,1.05733980938231,0.25800282891912,0.303822697803678,0.611495569899389,M24
M25,env-0.0,c,1.20608169071287,2.27515807869679,0.272109523726613,0.13146172026779,M25
M25,env-0.0,c.p,1.20608169071287,2.27515807869679,0.272109523726613,0.13146172026779,M25
M25,env-0.0,nc,0.198765007388065,0.510361256289153,0.655719548523079,0.474982512812138,M25
M25,env-0.0,Tm-c,2.0733803892979,0.890100540240238,0.149888974520458,0.34545006391176,M25
M25,env-0.0,Tm-c.p,2.0733803892979,0.890100540240238,0.149888974520458,0.34545006391176,M25
M25,env-0.0,Tm-nc,0.77743016160302,0.634547345427198,0.377928241776318,0.425692207363309,M25
M26,env-0.0,c,1.97335663545315,2.2591054338808,0.160092024355253,0.132830771659357,M26
M26,env-0.0,c.p,1.97335663545315,2.2591054338808,0.160092024355253,0.132830771659357,M26
M26,env-0.0,nc,0.00330434762994601,3.29280861724223,0.954160085095439,0.06958390001429,M26
M26,env-0.0,Tm-c,0.7061437889054,2.04179668936311,0.400726960597435,0.153028805190129,M26
M26,env-0.0,Tm-c.p,0.7061437889054,2.04179668936311,0.400726960597435,0.153028805190129,M26
M26,env-0.0,Tm-nc,0.710071611889879,1.32209449089229,0.399420039509972,0.250216500754615,M26
M27,env-0.0,c,0.429232843256703,1.35381229838991,0.512365620620384,0.244612749802348,M27
M27,env-0.0,c.p,0.429232843256703,1.35381229838991,0.512365620620384,0.244612749802348,M27
M27,env-0.0,nc,0.189200939644081,0.848818228632069,0.663582502162269,0.356886870234035,M27
M27,env-0.0,Tm-c,0.0505733763771615,2.32752208036722,0.82206854298323,0.127104063135109,M27
M27,env-0.0,Tm-c.p,0.0505733763771615,2.32752208036722,0.82206854298323,0.127104063135109,M27
M27,env-0.0,Tm-nc,0.453958072732395,0.0661692789619147,0.500461297252994,0.796998216369714,M27
M28,env-0.0,c,0.117510918150629,1.47404800151327,0.731749937563244,0.224708094721732,M28
M28,env-0.0,c.p,0.117510918150629,1.47404800151327,0.731749937563244,0.224708094721732,M28
M28,env-0.0,nc,0.184844213849572,3.66319918627421,0.667242831877659,0.0556267255849642,M28
M28,env-0.0,Tm-c,0.670394701192493,2.25444809371418,0.41291403009173,0.133230947733797,M28
M28,env-0.0,Tm-c.p,0.670394701192493,2.25444809371418,0.41291403009173,0.133230947733797,M28
M28,env-0.0,Tm-nc,0.00647316899812884,2.43825872884783,0.935874584402678,0.118407599523057,M28
M29,env-0.0,c,0.1940974797719,0.200647760007473,0.659527978208246,0.65419850008229,M29
M29,env-0.0,c.p,0.1940974797719,0.200647760007473,0.659527978208246,0.65419850008229,M29
M29,env-0.0,nc,0.00839509543383199,1.47706178711148,0.926996183810465,0.224234799398853,M29
M29,env-0.0,Tm-c,0.753744661401626,0.259826512466772,0.385293232431135,0.610239368090201,M29
M29,env-0.0,Tm-c.p,0.753744661401626,0.259826512466772,0.385293232431135,0.610239368090201,M29
M29,env-0.0,Tm-nc,1.19589883104373,1.49415970704273,0.274142913271115,0.22157217777721,M29
M30,env-0.0,c,0.0488351112093918,0.645821273620178,0.825102807114455,0.421610657173681,M30
M30,env-0.0,c.p,0.0488351112093918,0.645821273620178,0.825102807114455,0.421610657173681,M30
M30,env-0.0,nc,0.759907926450806,1.22508694584802,0.383357338363307,0.268364642183178,M30
M30,env-0.0,Tm-c,0.00308270463437333,0.771155877009163,0.95572251634631,0.379859709896014,M30
M30,env-0.0,Tm-c.p,0.00308270463437333,0.771155877009163,0.95572251634631,0.379859709896014,M30
M30,env-0.0,Tm-nc,0.119975286291012,0.102651766690694,0.729061295090362,0.74867032218999,M30
M31,env-0.0,c,0.909318713807635,2.74889762467035,0.340295248622212,0.0973215066575129,M31
M31,env-0.0,c.p,0.909318713807635,2.74889762467035,0.340295248622212,0.0973215066575129,M31
M31,env-0.0,nc,0.00682958992926593,1.95982863592778,0.934136734637748,0.161531646730653,M31
M31,env-0.0,Tm-c,0.749118634307606,1.37135051266248,0.386755419896329,0.241579982436499,M31
M31,env-0.0,Tm-c.p,0.749118634307606,1.37135051266248,0.386755419896329,0.241579982436499,M31
M31,env-0.0,Tm-nc,1.36034142012626,0.366272789896191,0.243478319274608,0.545042959844276,M31
M32,env-0.0,c,0.320154980955085,1.16729935236135,0.571514521967573,0.279956846509875,M32
M32,env-0.0,c.p,0.320154980955085,1.16729935236135,0.571514521967573,0.279956846509875,M32
M32,env-0.0,nc,0.0537609738277434,0.00531425447284619,0.81664354705262,0.941886542808891,M32
M32,env-0.0,Tm-c,0.139083588110295,2.26019709075721,0.709193754548537,0.132737166780078,M32
M32,env-0.0,Tm-c.p,0.139083588110295,2.26019709075721,0.709193754548537,0.132737166780078,M32
M32,env-0.0,Tm-nc,0.684130480592648,0.178278169638596,0.408168026275194,0.672857149000656,M32
M33,env-0.0,c,2.3310808435044,0.026471095968234,0.126813797881185,0.870755116503312,M33
M33,env-0.0,c.p,2.3310808435044,0.026471095968234,0.126813797881185,0.870755116503312,M33
M33,env-0.0,nc,0.124581922658213,0.389558444950159,0.724117195273703,0.532531593137572,M33
M33,env-0.0,Tm-c,4.98311198741617,0.0263249815611413,0.0255959008541625,0.871109183491485,M33
M33,env-0.0,Tm-c.p,4.98311198741617,0.0263249815611413,0.0255959008541625,0.871109183491485,M33
M33,env-0.0,Tm-nc,1.9959761402035,0.1204630252141,0.157717421530165,0.728532842990023,M33
M34,env-0.0,c,1.34974106846261,0.0560749470328975,0.24532338866242,0.812810793337831,M34
M34,env-0.0,c.p,1.34974106846261,0.0560749470328975,0.24532338866242,0.812810793337831,M34
M34,env-0.0,nc,7.1146133568265,2.32720908361926,0.00764580924340266,0.127129627592169,M34
M34,env-0.0,Tm-c,1.81767362056736,0.0222944826179459,0.17759044177661,0.881306365385765,M34
M34,env-0.0,Tm-c.p,1.81767362056736,0.0222944826179459,0.17759044177661,0.881306365385765,M34
M34,env-0.0,Tm-nc,6.07169011655297,4.73483775890526,0.0137365458009386,0.0295576358641013,M34
M35,env-0.0,c,0.141982952256831,0.0684575832020941,0.70631759351509,0.793595917548338,M35
M35,env-0.0,c.p,0.141982952256831,0.0684575832020941,0.70631759351509,0.793595917548338,M35
M35,env-0.0,nc,0.223680750420869,2.54730221397416,0.636249569758363,0.110482763290121,M35
M35,env-0.0,Tm-c,0.0840933506054794,0.107310388054829,0.771825008446369,0.743227247231412,M35
M35,env-0.0,Tm-c.p,0.0840933506054794,0.107310388054829,0.771825008446369,0.743227247231412,M35
M35,env-0.0,Tm-nc,0.0220802001310894,0.176376277274951,0.881873945898347,0.67450608552671,M35
M36,env-0.0,c,0.208479524375659,1.12843288181618,0.647961756192264,0.288109854998779,M36
M36,env-0.0,c.p,0.208479524375659,1.12843288181618,0.647961756192264,0.288109854998779,M36
M36,env-0.0,nc,0.272759465146634,0.00703158644469736,0.601486677830356,0.933172071859494,M36
M36,env-0.0,Tm-c,0.0695196778117381,0.392790279001913,0.792037416181087,0.530836347214167,M36
M36,env-0.0,Tm-c.p,0.0695196778117381,0.392790279001913,0.792037416181087,0.530836347214167,M36
M36,env-0.0,Tm-nc,1.37271663453161,1.65924055598686,0.24134567618865,0.19770589365836,M36
M37,env-0.0,c,0.200456523986921,0.390994641370555,0.654352605100492,0.531777038926229,M37
M37,env-0.0,c.p,0.200456523986921,0.390994641370555,0.654352605100492,0.531777038926229,M37
M37,env-0.0,nc,0.503760673958324,0.301357432406057,0.477852358952056,0.58303268143664,M37
M37,env-0.0,Tm-c,0.290811804525645,0.812922533425022,0.589700775959413,0.367257611094893,M37
M37,env-0.0,Tm-c.p,0.290811804525645,0.812922533425022,0.589700775959413,0.367257611094893,M37
M37,env-0.0,Tm-nc,0.00117568172001904,1.45544323502512,0.972647322039047,0.227656543649605,M37
M38,env-0.0,c,0.208652075687573,4.7141889882868,0.647825950708704,0.0299146732425641,M38
M38,env-0.0,c.p,0.208652075687573,4.7141889882868,0.647825950708704,0.0299146732425641,M38
M38,env-0.0,nc,1.69645102634261,6.48547258339395e-05,0.192752760245107,0.993574511050418,M38
M38,env-0.0,Tm-c,0.621287838592896,5.49710527469511,0.430569119374839,0.0190479799974759,M38
M38,env-0.0,Tm-c.p,0.621287838592896,5.49710527469511,0.430569119374839,0.0190479799974759,M38
M38,env-0.0,Tm-nc,3.35973444290138,0.123867394000875,0.0668088410873597,0.724877261191321,M38
M39,env-0.0,c,0.864363739992671,1.27482747089521,0.352520404304565,0.258862999442763,M39
M39,env-0.0,c.p,0.864363739992671,1.27482747089521,0.352520404304565,0.258862999442763,M39
M39,env-0.0,nc,0.12705871729358,0.000747437367137172,0.721501369199978,0.978189111083928,M39
M39,env-0.0,Tm-c,0.127139323848771,3.26180830741959,0.721416722480852,0.0709108885322785,M39
M39,env-0.0,Tm-c.p,0.127139323848771,3.26180830741959,0.721416722480852,0.0709108885322785,M39
M39,env-0.0,Tm-nc,0.237180943149162,0.114494710809562,0.626249641491046,0.735083873349882,M39
M40,env-0.0,c,0.430020176891947,4.20393376089997,0.511979047916289,0.0403303210277269,M40
M40,env-0.0,c.p,0.430020176891947,4.20393376089997,0.511979047916289,0.0403303210277269,M40
M40,env-0.0,nc,2.78692015116653,1.54406630999766,0.0950367224365195,0.214013556473146,M40
M40,env-0.0,Tm-c,0.00109262658915759,9.01234312795046,0.973630805551832,0.00268162414603094,M40
M40,env-0.0,Tm-c.p,0.00109262658915759,9.01234312795046,0.973630805551832,0.00268162414603094,M40
M40,env-0.0,Tm-nc,2.98110216983387,0.341589844031459,0.0842418882645416,0.558912968249616,M40
M41,env-0.0,c,0.015659208008726,1.00212429639139,0.900415283938467,0.31679703570962,M41
M41,env-0.0,c.p,0.015659208008726,1.00212429639139,0.900415283938467,0.31679703570962,M41
M41,env-0.0,nc,4.10614774341993,0.659865697165314,0.0427275810446851,0.416607361226926,M41
M41,env-0.0,Tm-c,0.00394100019278846,1.14644588741096,0.949943773701267,0.284294387597917,M41
M41,env-0.0,Tm-c.p,0.00394100019278846,1.14644588741096,0.949943773701267,0.284294387597917,M41
M41,env-0.0,Tm-nc,3.53703216905949,0.339288786910694,0.0600127512973373,0.560240035518502,M41
M42,env-0.0,c,0.0774185262422235,0.58722411606203,0.780826712237562,0.443494547766573,M42
M42,env-0.0,c.p,0.0774185262422235,0.58722411606203,0.780826712237562,0.443494547766573,M42
M42,env-0.0,nc,0.978074827392726,2.56904945877162,0.322674562876114,0.108973193899621,M42
M42,env-0.0,Tm-c,1.4904863360608,2.23439531803382,0.222141017394712,0.134969416425924,M42
M42,env-0.0,Tm-c.p,1.4904863360608,2.23439531803382,0.222141017394712,0.134969416425924,M42
M42,env-0.0,Tm-nc,1.29531816239964,7.5860033059516,0.255070189315116,0.00588232161798088,M42
M43,env-0.0,c,0.310272416882147,1.48127600583956,0.577513067568385,0.22357498603126,M43
M43,env-0.0,c.p,0.310272416882147,1.48127600583956,0.577513067568385,0.22357498603126,M43
M43,env-0.0,nc,0.00458421481182196,1.53528200812136,0.946019012335806,0.215321437248643,M43
M43,env-0.0,Tm-c,0.240789360753919,1.62635122870563,0.62363657729823,0.202208468577844,M43
M43,env-0.0,Tm-c.p,0.240789360753919,1.62635122870563,0.62363657729823,0.202208468577844,M43
M43,env-0.0,Tm-nc,0.00108044154491304,2.14733300686958,0.973778200049968,0.1428177861614,M43
M44,env-0.0,c,0.218970033724312,3.0096188848606,0.639825824024932,0.0827717502710133,M44
M44,env-0.0,c.p,0.218970033724312,3.0096188848606,0.639825824024932,0.0827717502710133,M44
M44,env-0.0,nc,4.65698456825039,1.88646935729786,0.0309274612827215,0.169600681178233,M44
M44,env-0.0,Tm-c,0.322266168438648,1.50559482318481,0.570248932963065,0.219812509746282,M44
M44,env-0.0,Tm-c.p,0.322266168438648,1.50559482318481,0.570248932963065,0.219812509746282,M44
M44,env-0.0,Tm-nc,1.20409464049079,0.314988965484752,0.272504824817734,0.57463477115835,M44
M45,env-0.0,c,1.22551183333919,0.497408331669616,0.268281658534791,0.480641097570605,M45
M45,env-0.0,c.p,1.22551183333919,0.497408331669616,0.268281658534791,0.480641097570605,M45
M45,env-0.0,nc,0.331399307117478,4.03038780393588,0.564836284769831,0.0446876675265091,M45
M45,env-0.0,Tm-c,1.06333184121654,0.233541655272384,0.30245649754397,0.628910089078381,M45
M45,env-0.0,Tm-c.p,1.06333184121654,0.233541655272384,0.30245649754397,0.628910089078381,M45
M45,env-0.0,Tm-nc,7.97343747161389,2.24410960998374,0.00474687117793131,0.134124092315448,M45
M46,env-0.0,c,0.0316430219922669,0.0955560731735565,0.858813404328354,0.757229140125617,M46
M46,env-0.0,c.p,0.0316430219922669,0.0955560731735565,0.858813404328354,0.757229140125617,M46
M46,env-0.0,nc,6.22548532067855,0.884400390333512,0.0125924388940027,0.346999273845495,M46
M46,env-0.0,Tm-c,0.115184875314884,0.021091458874456,0.734316724089059,0.884530079660031,M46
M46,env-0.0,Tm-c.p,0.115184875314884,0.021091458874456,0.734316724089059,0.884530079660031,M46
M46,env-0.0,Tm-nc,3.55577770915879,0.466051365995896,0.0593384955148608,0.494809355597503,M46
M47,env-0.0,c,0.00119360535087013,6.97978633032291,0.972439693006967,0.00824354504083345,M47
M47,env-0.0,c.p,0.00119360535087013,6.97978633032291,0.972439693006967,0.00824354504083345,M47
M47,env-0.0,nc,4.07095596795928,0.0197274421932345,0.0436265777135506,0.8883009683528,M47
M47,env-0.0,Tm-c,0.174001337661693,5.60595761018223,0.676579902878591,0.0178995095885391,M47
