rep	case	h2	pheno	envs	test	Qx	P.Chi	P.EN	P.Chi_Lat	P.EN_Lat	P.Chi_Long	P.EN_Long	type
A89	C1	h2-0	DIAG	env-0.5	LAT	3.38156793522138	0.09233857149449	0.097	0.09233857149449	0.073	0.0659293068146427	0.069	c-ID
A89	C1	h2-0	DIAG	env-0.5	LAT	3.38156793522138	0.09233857149449	0.085	0.09233857149449	0.081	0.0659293068146427	0.071	c.p-ID
A89	C1	h2-0	DIAG	env-0.5	LAT	8.3983464334817	0.311775319389523	0.297	0.311775319389523	0.278	0.00375562482947774	0.002	nc-ID
A90	C1	h2-0	DIAG	env-0.5	LAT	1.07313512235897	0.324049255035357	0.358	0.324049255035357	0.396	0.300238368190791	0.358	c
A90	C1	h2-0	DIAG	env-0.5	LAT	1.07313512235897	0.324049255035357	0.393	0.324049255035357	0.368	0.300238368190791	0.369	c.p
A90	C1	h2-0	DIAG	env-0.5	LAT	26.7141289130473	0.0113763944412066	0.015	0.0113763944412066	0.01	2.35890340422096e-07	0	nc
A90	C1	h2-0	DIAG	env-0.5	LAT	1.23314062894962	0.996080016129725	1	0.996080016129725	0.996	0.266797128850842	0.308	c-Tm
A90	C1	h2-0	DIAG	env-0.5	LAT	1.23314062894962	0.996080016129725	1	0.996080016129725	0.999	0.266797128850842	0.322	c.p-Tm
A90	C1	h2-0	DIAG	env-0.5	LAT	21.6644692434906	0.542286241249836	0.529	0.542286241249836	0.55	3.2475107722868e-06	0	nc-Tm
A90	C1	h2-0	DIAG	env-0.5	LAT	1.24692176131705	0.785563360929384	0.815	0.785563360929384	0.807	0.264141219591336	0.338	c-ID
A90	C1	h2-0	DIAG	env-0.5	LAT	1.24692176131705	0.785563360929384	0.814	0.785563360929384	0.808	0.264141219591336	0.307	c.p-ID
A90	C1	h2-0	DIAG	env-0.5	LAT	19.7602781615496	0.96175106468388	0.945	0.96175106468388	0.973	8.77883118827391e-06	0	nc-ID
A91	C1	h2-0	DIAG	env-0.5	LAT	1.37008383007462	0.0161979396380358	0.015	0.0161979396380358	0.006	0.241797481062315	0.234	c
A91	C1	h2-0	DIAG	env-0.5	LAT	1.37008383007462	0.0161979396380358	0.009	0.0161979396380358	0.01	0.241797481062315	0.214	c.p
A91	C1	h2-0	DIAG	env-0.5	LAT	38.0652828792386	0.000818679297041542	0.001	0.000818679297041542	0.003	6.84167096536011e-10	0	nc
A91	C1	h2-0	DIAG	env-0.5	LAT	1.38615526725472	0.23341952977514	0.194	0.23341952977514	0.22	0.239055457473404	0.201	c-Tm
A91	C1	h2-0	DIAG	env-0.5	LAT	1.38615526725472	0.23341952977514	0.214	0.23341952977514	0.231	0.239055457473404	0.207	c.p-Tm
A91	C1	h2-0	DIAG	env-0.5	LAT	26.383495261289	0.905473200977264	0.905	0.905473200977264	0.909	2.79922202905827e-07	0	nc-Tm
A91	C1	h2-0	DIAG	env-0.5	LAT	1.39134721703071	0.207696794270186	0.184	0.207696794270186	0.2	0.238177718656372	0.228	c-ID
A91	C1	h2-0	DIAG	env-0.5	LAT	1.39134721703071	0.207696794270186	0.18	0.207696794270186	0.198	0.238177718656372	0.21	c.p-ID
A91	C1	h2-0	DIAG	env-0.5	LAT	25.550840928254	0.965253363536698	0.963	0.965253363536698	0.978	4.30878222390338e-07	0	nc-ID
A92	C1	h2-0	DIAG	env-0.5	LAT	2.58279057830642	0.182488626424529	0.128	0.182488626424529	0.131	0.10803105708389	0.068	c
A92	C1	h2-0	DIAG	env-0.5	LAT	2.58279057830642	0.182488626424529	0.149	0.182488626424529	0.134	0.10803105708389	0.08	c.p
A92	C1	h2-0	DIAG	env-0.5	LAT	27.3941831743864	0.000106025447409214	0	0.000106025447409214	0	1.65929595360049e-07	0	nc
A92	C1	h2-0	DIAG	env-0.5	LAT	2.36929510668608	0.658697800666334	0.617	0.658697800666334	0.641	0.123742915106125	0.068	c-Tm
A92	C1	h2-0	DIAG	env-0.5	LAT	2.36929510668608	0.658697800666334	0.612	0.658697800666334	0.638	0.123742915106125	0.081	c.p-Tm
A92	C1	h2-0	DIAG	env-0.5	LAT	28.7425264033557	0.919297423671446	0.921	0.919297423671446	0.915	8.26683238246572e-08	0	nc-Tm
A92	C1	h2-0	DIAG	env-0.5	LAT	2.54062421227119	0.95575565403234	0.948	0.95575565403234	0.954	0.110950915458077	0.098	c-ID
A92	C1	h2-0	DIAG	env-0.5	LAT	2.54062421227119	0.95575565403234	0.958	0.95575565403234	0.947	0.110950915458077	0.084	c.p-ID
A92	C1	h2-0	DIAG	env-0.5	LAT	31.6264192171785	0.258330086036443	0.251	0.258330086036443	0.276	1.8686995361777e-08	0	nc-ID
A93	C1	h2-0	DIAG	env-0.5	LAT	0.102965014632556	0.000654889849963343	0	0.000654889849963343	0.002	0.748300102435641	0.757	c
A93	C1	h2-0	DIAG	env-0.5	LAT	0.102965014632556	0.000654889849963343	0	0.000654889849963343	0.001	0.748300102435641	0.75	c.p
A93	C1	h2-0	DIAG	env-0.5	LAT	8.83922734245577	1.04160763437171e-06	0	1.04160763437171e-06	0	0.00294823936287018	0.007	nc
A93	C1	h2-0	DIAG	env-0.5	LAT	0.0937796459804517	0.0410589785555609	0.041	0.0410589785555609	0.043	0.75942601048788	0.751	c-Tm
A93	C1	h2-0	DIAG	env-0.5	LAT	0.0937796459804517	0.0410589785555609	0.046	0.0410589785555609	0.026	0.75942601048788	0.77	c.p-Tm
A93	C1	h2-0	DIAG	env-0.5	LAT	7.28413293690546	0.899862135688388	0.901	0.899862135688388	0.899	0.00695662996864107	0.008	nc-Tm
A93	C1	h2-0	DIAG	env-0.5	LAT	0.0890472308989116	0.0327084055184054	0.023	0.0327084055184054	0.027	0.765391916370726	0.76	c-ID
A93	C1	h2-0	DIAG	env-0.5	LAT	0.0890472308989116	0.0327084055184054	0.032	0.0327084055184054	0.041	0.765391916370726	0.758	c.p-ID
A93	C1	h2-0	DIAG	env-0.5	LAT	6.90119151797333	0.731242467403908	0.766	0.731242467403908	0.732	0.0086138321823255	0.012	nc-ID
A94	C1	h2-0	DIAG	env-0.5	LAT	0.113603707541928	0.383949512888371	0.402	0.383949512888371	0.42	0.736078084540817	0.778	c
A94	C1	h2-0	DIAG	env-0.5	LAT	0.113603707541928	0.383949512888371	0.391	0.383949512888371	0.405	0.736078084540817	0.744	c.p
A94	C1	h2-0	DIAG	env-0.5	LAT	3.41027486998895	8.57625377650833e-05	0	8.57625377650833e-05	0	0.0647916533240199	0.069	nc
A94	C1	h2-0	DIAG	env-0.5	LAT	0.207223227212541	0.496350367489312	0.5	0.496350367489312	0.52	0.648952570369241	0.676	c-Tm
A94	C1	h2-0	DIAG	env-0.5	LAT	0.207223227212541	0.496350367489312	0.529	0.496350367489312	0.509	0.648952570369241	0.676	c.p-Tm
A94	C1	h2-0	DIAG	env-0.5	LAT	1.9028863330421	0.657192092829435	0.674	0.657192092829435	0.644	0.167755602064753	0.205	nc-Tm
A94	C1	h2-0	DIAG	env-0.5	LAT	0.19032509441473	0.666666186610778	0.693	0.666666186610778	0.671	0.662646181920875	0.675	c-ID
A94	C1	h2-0	DIAG	env-0.5	LAT	0.19032509441473	0.666666186610778	0.683	0.666666186610778	0.68	0.662646181920875	0.652	c.p-ID
A94	C1	h2-0	DIAG	env-0.5	LAT	2.14356699034792	0.112833011534697	0.129	0.112833011534697	0.136	0.143168663003799	0.136	nc-ID
A95	C1	h2-0	DIAG	env-0.5	LAT	0.752476839498701	0.0194540049787527	0.009	0.0194540049787527	0.009	0.385693179976887	0.329	c
A95	C1	h2-0	DIAG	env-0.5	LAT	0.752476839498701	0.0194540049787527	0.01	0.0194540049787527	0.01	0.385693179976887	0.33	c.p
A95	C1	h2-0	DIAG	env-0.5	LAT	18.3095574976997	0.30139590091873	0.274	0.30139590091873	0.257	1.87762802887675e-05	0	nc
A95	C1	h2-0	DIAG	env-0.5	LAT	0.651750740623271	0.124652706564911	0.119	0.124652706564911	0.104	0.419487438736758	0.382	c-Tm
A95	C1	h2-0	DIAG	env-0.5	LAT	0.651750740623271	0.124652706564911	0.086	0.124652706564911	0.083	0.419487438736758	0.359	c.p-Tm
A95	C1	h2-0	DIAG	env-0.5	LAT	15.0549578081246	0.539793708521893	0.504	0.539793708521893	0.52	0.000104425599029986	0	nc-Tm
A95	C1	h2-0	DIAG	env-0.5	LAT	0.595556645978572	0.18681210214211	0.154	0.18681210214211	0.153	0.44027840662037	0.41	c-ID
A95	C1	h2-0	DIAG	env-0.5	LAT	0.595556645978572	0.18681210214211	0.144	0.18681210214211	0.144	0.44027840662037	0.393	c.p-ID
A95	C1	h2-0	DIAG	env-0.5	LAT	17.9986422994507	0.234355416457519	0.189	0.234355416457519	0.211	2.21062579735541e-05	0	nc-ID
A96	C1	h2-0	DIAG	env-0.5	LAT	2.48487204263094	0.284672876294416	0.303	0.284672876294416	0.316	0.114945696427992	0.117	c
A96	C1	h2-0	DIAG	env-0.5	LAT	2.48487204263094	0.284672876294416	0.316	0.284672876294416	0.329	0.114945696427992	0.135	c.p
A96	C1	h2-0	DIAG	env-0.5	LAT	11.7128834059303	0.0297239111298676	0.029	0.0297239111298676	0.041	0.000620688691250107	0	nc
A96	C1	h2-0	DIAG	env-0.5	LAT	2.19483269016643	0.814293493895357	0.797	0.814293493895357	0.817	0.138474244040522	0.163	c-Tm
A96	C1	h2-0	DIAG	env-0.5	LAT	2.19483269016643	0.814293493895357	0.815	0.814293493895357	0.821	0.138474244040522	0.156	c.p-Tm
A96	C1	h2-0	DIAG	env-0.5	LAT	14.0103742755787	0.0196662983741795	0.02	0.0196662983741795	0.03	0.000181804776067043	0	nc-Tm
A96	C1	h2-0	DIAG	env-0.5	LAT	2.24263479943813	0.888113173529309	0.898	0.888113173529309	0.897	0.134252046228716	0.131	c-ID
A96	C1	h2-0	DIAG	env-0.5	LAT	2.24263479943813	0.888113173529309	0.901	0.888113173529309	0.903	0.134252046228716	0.145	c.p-ID
A96	C1	h2-0	DIAG	env-0.5	LAT	13.7426194209989	0.0320207589930326	0.052	0.0320207589930326	0.045	0.000209642938351891	0	nc-ID
A97	C1	h2-0	DIAG	env-0.5	LAT	0.475439620071318	0.0212443683205836	0.037	0.0212443683205836	0.026	0.490495275333792	0.512	c
A97	C1	h2-0	DIAG	env-0.5	LAT	0.475439620071318	0.0212443683205836	0.028	0.0212443683205836	0.033	0.490495275333792	0.535	c.p
A97	C1	h2-0	DIAG	env-0.5	LAT	13.2761657582145	0.000171219752693618	0	0.000171219752693618	0	0.000268801687389687	0	nc
A97	C1	h2-0	DIAG	env-0.5	LAT	0.367360165523607	0.317735890484232	0.363	0.317735890484232	0.373	0.544446732060727	0.568	c-Tm
A97	C1	h2-0	DIAG	env-0.5	LAT	0.367360165523607	0.317735890484232	0.358	0.317735890484232	0.362	0.544446732060727	0.579	c.p-Tm
A97	C1	h2-0	DIAG	env-0.5	LAT	23.3585268963413	0.556630654738923	0.575	0.556630654738923	0.566	1.3444619386931e-06	0	nc-Tm
A97	C1	h2-0	DIAG	env-0.5	LAT	0.397404993265415	0.24232484650331	0.286	0.24232484650331	0.259	0.52843247853249	0.558	c-ID
A97	C1	h2-0	DIAG	env-0.5	LAT	0.397404993265415	0.24232484650331	0.275	0.24232484650331	0.271	0.52843247853249	0.556	c.p-ID
A97	C1	h2-0	DIAG	env-0.5	LAT	22.7964093679244	0.832620157691845	0.835	0.832620157691845	0.826	1.80101879157311e-06	0	nc-ID
A98	C1	h2-0	DIAG	env-0.5	LAT	0.159248314642305	0.00249542678580974	0.002	0.00249542678580974	0.003	0.689849519975833	0.689	c
A98	C1	h2-0	DIAG	env-0.5	LAT	0.159248314642305	0.00249542678580974	0.001	0.00249542678580974	0.001	0.689849519975833	0.725	c.p
A98	C1	h2-0	DIAG	env-0.5	LAT	38.9416205512154	0.00362676965113183	0.002	0.00362676965113183	0.004	4.36670627279198e-10	0	nc
A98	C1	h2-0	DIAG	env-0.5	LAT	0.0827316428558617	0.0400790548038337	0.046	0.0400790548038337	0.043	0.773629145173045	0.781	c-Tm
A98	C1	h2-0	DIAG	env-0.5	LAT	0.0827316428558617	0.0400790548038337	0.049	0.0400790548038337	0.042	0.773629145173045	0.783	c.p-Tm
A98	C1	h2-0	DIAG	env-0.5	LAT	33.7811796821178	0.464044070201447	0.478	0.464044070201447	0.484	6.1672618872531e-09	0	nc-Tm
A98	C1	h2-0	DIAG	env-0.5	LAT	0.0666639894030529	0.0479314161362528	0.047	0.0479314161362528	0.05	0.796257415797041	0.805	c-ID
A98	C1	h2-0	DIAG	env-0.5	LAT	0.0666639894030529	0.0479314161362528	0.051	0.0479314161362528	0.032	0.796257415797041	0.792	c.p-ID
A98	C1	h2-0	DIAG	env-0.5	LAT	31.8856726020731	0.598304840317443	0.627	0.598304840317443	0.609	1.63518839495668e-08	0	nc-ID
A99	C1	h2-0	DIAG	env-0.5	LAT	7.6728915141247	0.753645788624538	0.768	0.753645788624538	0.747	0.00560565562756422	0.004	c
A99	C1	h2-0	DIAG	env-0.5	LAT	7.6728915141247	0.753645788624538	0.755	0.753645788624538	0.773	0.00560565562756422	0.007	c.p
A99	C1	h2-0	DIAG	env-0.5	LAT	19.8385122947845	3.37195300846446e-05	0	3.37195300846446e-05	0	8.42676280198616e-06	0	nc
A99	C1	h2-0	DIAG	env-0.5	LAT	6.83576103365033	0.477687215441374	0.529	0.477687215441374	0.499	0.00893506178841029	0.012	c-Tm
A99	C1	h2-0	DIAG	env-0.5	LAT	6.83576103365033	0.477687215441374	0.517	0.477687215441374	0.499	0.00893506178841029	0.017	c.p-Tm
A99	C1	h2-0	DIAG	env-0.5	LAT	21.3387780925415	0.130681571683829	0.122	0.130681571683829	0.11	3.84867016602078e-06	0	nc-Tm
A99	C1	h2-0	DIAG	env-0.5	LAT	6.73228836562785	0.33718381493982	0.396	0.33718381493982	0.376	0.00946830535887199	0.012	c-ID
A99	C1	h2-0	DIAG	env-0.5	LAT	6.73228836562785	0.33718381493982	0.339	0.33718381493982	0.378	0.00946830535887199	0.012	c.p-ID
A99	C1	h2-0	DIAG	env-0.5	LAT	19.6199746504455	0.194597501995611	0.186	0.194597501995611	0.166	9.44763157202771e-06	0	nc-ID
A100	C1	h2-0	DIAG	env-0.5	LAT	0.700733088557485	0.414030656503942	0.429	0.414030656503942	0.482	0.402537475468186	0.471	c
A100	C1	h2-0	DIAG	env-0.5	LAT	0.700733088557485	0.414030656503942	0.491	0.414030656503942	0.439	0.402537475468186	0.441	c.p
A100	C1	h2-0	DIAG	env-0.5	LAT	15.7647386995711	0.218248802919548	0.23	0.218248802919548	0.246	7.17269435360125e-05	0	nc
A100	C1	h2-0	DIAG	env-0.5	LAT	0.596531730363088	0.770307528349713	0.809	0.770307528349713	0.8	0.439904396165331	0.506	c-Tm
A100	C1	h2-0	DIAG	env-0.5	LAT	0.596531730363088	0.770307528349713	0.817	0.770307528349713	0.798	0.439904396165331	0.479	c.p-Tm
A100	C1	h2-0	DIAG	env-0.5	LAT	14.2827723141655	0.46219391030267	0.481	0.46219391030267	0.487	0.000157297945074079	0	nc-Tm
A100	C1	h2-0	DIAG	env-0.5	LAT	0.591311750793566	0.731139773751901	0.749	0.731139773751901	0.76	0.441912320656664	0.49	c-ID
A100	C1	h2-0	DIAG	env-0.5	LAT	0.591311750793566	0.731139773751901	0.756	0.731139773751901	0.759	0.441912320656664	0.499	c.p-ID
A100	C1	h2-0	DIAG	env-0.5	LAT	15.1851138748543	0.289288415075928	0.3	0.289288415075928	0.286	9.74687627569987e-05	0	nc-ID
A1	C1	h2-0	PS	env-0.5	LAT	0.0691473171834223	0.034974837934466	0.026	0.034974837934466	0.016	0.79258235418736	0.78	c
A1	C1	h2-0	PS	env-0.5	LAT	0.0691473171834223	0.034974837934466	0.018	0.034974837934466	0.021	0.79258235418736	0.789	c.p
A1	C1	h2-0	PS	env-0.5	LAT	1.63140798142569	0.0341205590404672	0.026	0.0341205590404672	0.037	0.201508415505101	0.197	nc
A1	C1	h2-0	PS	env-0.5	LAT	0.128951638924346	0.206410901155525	0.161	0.206410901155525	0.166	0.719521501379813	0.709	c-Tm
A1	C1	h2-0	PS	env-0.5	LAT	0.128951638924346	0.206410901155525	0.149	0.206410901155525	0.164	0.719521501379813	0.7	c.p-Tm
A1	C1	h2-0	PS	env-0.5	LAT	3.53937117337993	0.411749108530912	0.431	0.411749108530912	0.397	0.0599281768610025	0.053	nc-Tm
A1	C1	h2-0	PS	env-0.5	LAT	0.0960779370221961	0.0808064853938732	0.067	0.0808064853938732	0.051	0.756588019109011	0.746	c-ID
A1	C1	h2-0	PS	env-0.5	LAT	0.0960779370221961	0.0808064853938732	0.049	0.0808064853938732	0.069	0.756588019109011	0.749	c.p-ID
A1	C1	h2-0	PS	env-0.5	LAT	1.88357753430317	0.112985392416252	0.102	0.112985392416252	0.097	0.1699280941366	0.172	nc-ID
A2	C1	h2-0	PS	env-0.5	LAT	3.63219893763464	0.318974180530391	0.292	0.318974180530391	0.286	0.0566718925312114	0.046	c
A2	C1	h2-0	PS	env-0.5	LAT	3.63219893763464	0.318974180530391	0.303	0.318974180530391	0.294	0.0566718925312114	0.042	c.p
A2	C1	h2-0	PS	env-0.5	LAT	3.84723381723337	0.000252177179717673	0	0.000252177179717673	0	0.0498281056486293	0.052	nc
A2	C1	h2-0	PS	env-0.5	LAT	3.92392951185823	0.840691236258685	0.854	0.840691236258685	0.806	0.0476034884636167	0.031	c-Tm
A2	C1	h2-0	PS	env-0.5	LAT	3.92392951185823	0.840691236258685	0.824	0.840691236258685	0.85	0.0476034884636167	0.027	c.p-Tm
A2	C1	h2-0	PS	env-0.5	LAT	6.87731588909492	0.392637008905996	0.418	0.392637008905996	0.423	0.00872965652730039	0.013	nc-Tm
A2	C1	h2-0	PS	env-0.5	LAT	3.83631106964241	0.657368810866745	0.65	0.657368810866745	0.644	0.0501537524292801	0.03	c-ID
A2	C1	h2-0	PS	env-0.5	LAT	3.83631106964241	0.657368810866745	0.661	0.657368810866745	0.658	0.0501537524292801	0.036	c.p-ID
A2	C1	h2-0	PS	env-0.5	LAT	4.95377437622564	0.119600304713781	0.115	0.119600304713781	0.113	0.0260337725327814	0.027	nc-ID
A3	C1	h2-0	PS	env-0.5	LAT	0.119551971018014	0.537971532601438	0.503	0.537971532601438	0.519	0.729520921921483	0.732	c
A3	C1	h2-0	PS	env-0.5	LAT	0.119551971018014	0.537971532601438	0.512	0.537971532601438	0.563	0.729520921921483	0.751	c.p
A3	C1	h2-0	PS	env-0.5	LAT	7.59255534515866	0.00176438474606225	0.002	0.00176438474606225	0.001	0.00586098156595883	0.002	nc
A3	C1	h2-0	PS	env-0.5	LAT	0.109988359708068	0.854638302202626	0.862	0.854638302202626	0.864	0.740157388498036	0.737	c-Tm
A3	C1	h2-0	PS	env-0.5	LAT	0.109988359708068	0.854638302202626	0.84	0.854638302202626	0.836	0.740157388498036	0.74	c.p-Tm
A3	C1	h2-0	PS	env-0.5	LAT	6.18103336662604	0.588310704046305	0.589	0.588310704046305	0.605	0.0129126842348761	0.012	nc-Tm
A3	C1	h2-0	PS	env-0.5	LAT	0.115921597784365	0.832040421114125	0.836	0.832040421114125	0.81	0.733500646494306	0.728	c-ID
A3	C1	h2-0	PS	env-0.5	LAT	0.115921597784365	0.832040421114125	0.824	0.832040421114125	0.837	0.733500646494306	0.718	c.p-ID
A3	C1	h2-0	PS	env-0.5	LAT	7.03661015439264	0.0953703881761781	0.09	0.0953703881761781	0.098	0.00798600421167716	0.007	nc-ID
A4	C1	h2-0	PS	env-0.5	LAT	0.678389783240308	0.0729940408899879	0.089	0.0729940408899879	0.09	0.410141748460384	0.433	c
A4	C1	h2-0	PS	env-0.5	LAT	0.678389783240308	0.0729940408899879	0.087	0.0729940408899879	0.085	0.410141748460384	0.456	c.p
A4	C1	h2-0	PS	env-0.5	LAT	2.31250392143634	0.124446393879356	0.141	0.124446393879356	0.15	0.128337166829851	0.146	nc
A4	C1	h2-0	PS	env-0.5	LAT	0.663612587922424	0.202492795560832	0.212	0.202492795560832	0.222	0.415287453575816	0.436	c-Tm
A4	C1	h2-0	PS	env-0.5	LAT	0.663612587922424	0.202492795560832	0.224	0.202492795560832	0.227	0.415287453575816	0.427	c.p-Tm
A4	C1	h2-0	PS	env-0.5	LAT	2.59337967312419	0.451955224259097	0.471	0.451955224259097	0.468	0.107311135479597	0.111	nc-Tm
A4	C1	h2-0	PS	env-0.5	LAT	0.668530788798761	0.167389670371199	0.2	0.167389670371199	0.202	0.413564310298032	0.403	c-ID
A4	C1	h2-0	PS	env-0.5	LAT	0.668530788798761	0.167389670371199	0.189	0.167389670371199	0.182	0.413564310298032	0.427	c.p-ID
A4	C1	h2-0	PS	env-0.5	LAT	1.93693398360714	0.794882006271503	0.814	0.794882006271503	0.807	0.164001824419063	0.191	nc-ID
A5	C1	h2-0	PS	env-0.5	LAT	0.172722899756961	0.475443552699272	0.474	0.475443552699272	0.471	0.677703131927092	0.672	c
A5	C1	h2-0	PS	env-0.5	LAT	0.172722899756961	0.475443552699272	0.456	0.475443552699272	0.481	0.677703131927092	0.682	c.p
A5	C1	h2-0	PS	env-0.5	LAT	0.0016312175185834	0.0582170553730903	0.053	0.0582170553730903	0.037	0.967783530827566	0.968	nc
A5	C1	h2-0	PS	env-0.5	LAT	0.26452342624892	0.881112148879171	0.876	0.881112148879171	0.881	0.607029392816821	0.598	c-Tm
A5	C1	h2-0	PS	env-0.5	LAT	0.26452342624892	0.881112148879171	0.876	0.881112148879171	0.868	0.607029392816821	0.602	c.p-Tm
A5	C1	h2-0	PS	env-0.5	LAT	0.267841083015584	0.905147115036105	0.897	0.905147115036105	0.893	0.604783682368048	0.61	nc-Tm
A5	C1	h2-0	PS	env-0.5	LAT	0.251512793176247	0.815257319859044	0.804	0.815257319859044	0.835	0.61601188192757	0.599	c-ID
A5	C1	h2-0	PS	env-0.5	LAT	0.251512793176247	0.815257319859044	0.822	0.815257319859044	0.829	0.61601188192757	0.604	c.p-ID
A5	C1	h2-0	PS	env-0.5	LAT	0.0950727876024048	0.722895821992043	0.703	0.722895821992043	0.707	0.757824579669258	0.751	nc-ID
A6	C1	h2-0	PS	env-0.5	LAT	1.20355718212408	0.3409469201993	0.303	0.3409469201993	0.336	0.272611869619279	0.23	c
A6	C1	h2-0	PS	env-0.5	LAT	1.20355718212408	0.3409469201993	0.283	0.3409469201993	0.289	0.272611869619279	0.232	c.p
A6	C1	h2-0	PS	env-0.5	LAT	2.07413513674019	0.00129422271953154	0.001	0.00129422271953154	0.001	0.149814839752324	0.14	nc
A6	C1	h2-0	PS	env-0.5	LAT	1.47176525548793	0.130804202140213	0.103	0.130804202140213	0.116	0.22506738257127	0.217	c-Tm
A6	C1	h2-0	PS	env-0.5	LAT	1.47176525548793	0.130804202140213	0.101	0.130804202140213	0.092	0.22506738257127	0.188	c.p-Tm
A6	C1	h2-0	PS	env-0.5	LAT	2.50804717866142	0.20381291226404	0.179	0.20381291226404	0.181	0.11326621071016	0.097	nc-Tm
A6	C1	h2-0	PS	env-0.5	LAT	1.43808315264859	0.155271987544931	0.127	0.155271987544931	0.106	0.230449780018282	0.176	c-ID
A6	C1	h2-0	PS	env-0.5	LAT	1.43808315264859	0.155271987544931	0.109	0.155271987544931	0.116	0.230449780018282	0.233	c.p-ID
A6	C1	h2-0	PS	env-0.5	LAT	2.34074706745323	0.103206878074656	0.085	0.103206878074656	0.086	0.126029100425622	0.098	nc-ID
A7	C1	h2-0	PS	env-0.5	LAT	0.272205502118597	0.930877230051224	0.945	0.930877230051224	0.936	0.601856125388035	0.609	c
A7	C1	h2-0	PS	env-0.5	LAT	0.272205502118597	0.930877230051224	0.929	0.930877230051224	0.933	0.601856125388035	0.618	c.p
A7	C1	h2-0	PS	env-0.5	LAT	1.41055140834782	0.192262442845784	0.203	0.192262442845784	0.23	0.234964877895096	0.246	nc
A7	C1	h2-0	PS	env-0.5	LAT	0.26062511727309	0.642402806522814	0.658	0.642402806522814	0.686	0.609691015837408	0.638	c-Tm
A7	C1	h2-0	PS	env-0.5	LAT	0.26062511727309	0.642402806522814	0.672	0.642402806522814	0.688	0.609691015837408	0.645	c.p-Tm
A7	C1	h2-0	PS	env-0.5	LAT	1.85365341445874	0.860452343095539	0.862	0.860452343095539	0.863	0.173359077825202	0.199	nc-Tm
A7	C1	h2-0	PS	env-0.5	LAT	0.261219034951476	0.583107733156204	0.618	0.583107733156204	0.619	0.609283895797107	0.642	c-ID
A7	C1	h2-0	PS	env-0.5	LAT	0.261219034951476	0.583107733156204	0.605	0.583107733156204	0.597	0.609283895797107	0.622	c.p-ID
A7	C1	h2-0	PS	env-0.5	LAT	1.99942436062918	0.963093086334024	0.962	0.963093086334024	0.96	0.157358958002555	0.166	nc-ID
A8	C1	h2-0	PS	env-0.5	LAT	0.695036325557865	0.774879219477153	0.771	0.774879219477153	0.787	0.404456604212663	0.401	c
A8	C1	h2-0	PS	env-0.5	LAT	0.695036325557865	0.774879219477153	0.792	0.774879219477153	0.78	0.404456604212663	0.447	c.p
A8	C1	h2-0	PS	env-0.5	LAT	2.37306305565595	0.0596404324288798	0.04	0.0596404324288798	0.03	0.123444625542927	0.086	nc
A8	C1	h2-0	PS	env-0.5	LAT	0.71922898174272	0.332092100513704	0.349	0.332092100513704	0.364	0.396396933609513	0.431	c-Tm
A8	C1	h2-0	PS	env-0.5	LAT	0.71922898174272	0.332092100513704	0.345	0.332092100513704	0.38	0.396396933609513	0.425	c.p-Tm
A8	C1	h2-0	PS	env-0.5	LAT	2.02762644261442	0.586185392693576	0.564	0.586185392693576	0.584	0.154461674261572	0.172	nc-Tm
A8	C1	h2-0	PS	env-0.5	LAT	0.705436550241133	0.371479735183503	0.404	0.371479735183503	0.423	0.400962942062355	0.4	c-ID
A8	C1	h2-0	PS	env-0.5	LAT	0.705436550241133	0.371479735183503	0.403	0.371479735183503	0.362	0.400962942062355	0.407	c.p-ID
A8	C1	h2-0	PS	env-0.5	LAT	2.11967842259112	0.419991290111057	0.399	0.419991290111057	0.376	0.145417074142632	0.135	nc-ID
A9	C1	h2-0	PS	env-0.5	LAT	2.4095640009545	0.580467568796977	0.632	0.580467568796977	0.569	0.120595949830381	0.148	c
A9	C1	h2-0	PS	env-0.5	LAT	2.4095640009545	0.580467568796977	0.61	0.580467568796977	0.618	0.120595949830381	0.17	c.p
A9	C1	h2-0	PS	env-0.5	LAT	6.82339387389501	0.453117351892206	0.4	0.453117351892206	0.404	0.00899714299619198	0.001	nc
A9	C1	h2-0	PS	env-0.5	LAT	2.40041829164834	0.789818965007582	0.797	0.789818965007582	0.813	0.121302811473017	0.156	c-Tm
A9	C1	h2-0	PS	env-0.5	LAT	2.40041829164834	0.789818965007582	0.805	0.789818965007582	0.84	0.121302811473017	0.149	c.p-Tm
A9	C1	h2-0	PS	env-0.5	LAT	5.63449361537587	0.881536285346047	0.879	0.881536285346047	0.876	0.0176104314659334	0.014	nc-Tm
A9	C1	h2-0	PS	env-0.5	LAT	2.40173318396424	0.937229218030853	0.94	0.937229218030853	0.933	0.121200902982176	0.158	c-ID
A9	C1	h2-0	PS	env-0.5	LAT	2.40173318396424	0.937229218030853	0.932	0.937229218030853	0.945	0.121200902982176	0.174	c.p-ID
A9	C1	h2-0	PS	env-0.5	LAT	6.65042065010947	0.587401355820612	0.598	0.587401355820612	0.578	0.0099132417854913	0.005	nc-ID
A10	C1	h2-0	PS	env-0.5	LAT	0.808350900112173	0.567749622496284	0.528	0.567749622496284	0.556	0.368608257142927	0.345	c
A10	C1	h2-0	PS	env-0.5	LAT	0.808350900112173	0.567749622496284	0.563	0.567749622496284	0.553	0.368608257142927	0.359	c.p
