rep	case	h2	pheno	envs	test	Qx	P.Chi	P.EN	P.Chi_Lat	P.EN_Lat	P.Chi_Long	P.EN_Long	type
A9	C1	h2-0	LAT	env-0.0	PS	3.77189736803036	0.295802732304672	0.266	7.20349296677177e-14	0	0.0521204786780678	0.033	c.p-Tm
A9	C1	h2-0	LAT	env-0.0	PS	114.824091077208	0.982564867270717	0.987	1.54160658116449e-86	0	8.59974823490293e-27	0	nc-Tm
A9	C1	h2-0	LAT	env-0.0	PS	1.86271475908822	0.281786404251901	0.255	8.21017586432109e-15	0	0.172311804861132	0.153	c-ID
A9	C1	h2-0	LAT	env-0.0	PS	1.86271475908822	0.281786404251901	0.275	8.21017586432109e-15	0	0.172311804861132	0.16	c.p-ID
A9	C1	h2-0	LAT	env-0.0	PS	118.081378566163	0.990293916925848	0.994	8.64048889823614e-86	0	1.66418139968096e-27	0	nc-ID
A10	C1	h2-0	LAT	env-0.0	PS	878.419455426269	0.487568134914868	0.473	1.21895450673868e-54	0	4.82208586267632e-193	0	c
A10	C1	h2-0	LAT	env-0.0	PS	878.419455426269	0.487568134914868	0.423	1.21895450673868e-54	0	4.82208586267632e-193	0	c.p
A10	C1	h2-0	LAT	env-0.0	PS	343.371525318447	0.223505137749722	0.22	7.32879603301403e-14	0	1.17658379537011e-76	0	nc
A10	C1	h2-0	LAT	env-0.0	PS	1091.0006145252	0.618424625379238	0.588	1.24281406683584e-77	0	2.9844003441207e-239	0	c-Tm
A10	C1	h2-0	LAT	env-0.0	PS	1091.0006145252	0.618424625379238	0.595	1.24281406683584e-77	0	2.9844003441207e-239	0	c.p-Tm
A10	C1	h2-0	LAT	env-0.0	PS	812.430202909889	0.493395069649568	0.516	1.2993681778455e-55	0	1.07037775905653e-178	0	nc-Tm
A10	C1	h2-0	LAT	env-0.0	PS	873.164567202976	0.483551987428612	0.435	6.67015257589997e-54	0	6.69297774527197e-192	0	c-ID
A10	C1	h2-0	LAT	env-0.0	PS	873.164567202976	0.483551987428612	0.454	6.67015257589997e-54	0	6.69297774527197e-192	0	c.p-ID
A10	C1	h2-0	LAT	env-0.0	PS	384.681745213407	0.282406352749698	0.287	9.39137422451348e-17	0	1.19038632440975e-85	0	nc-ID
A11	C1	h2-0	LAT	env-0.0	PS	117.990445514627	0.390415282096413	0.458	8.69403861416557e-06	0	1.74225247603336e-27	0	c
A11	C1	h2-0	LAT	env-0.0	PS	117.990445514627	0.390415282096413	0.449	8.69403861416557e-06	0	1.74225247603336e-27	0	c.p
A11	C1	h2-0	LAT	env-0.0	PS	15.9386307812875	0.286096049510851	0.33	1.61618934090516e-52	0	6.54295877412063e-05	0.001	nc
A11	C1	h2-0	LAT	env-0.0	PS	357.173290616874	0.195135512048615	0.216	0.0060168835379615	0.007	1.16171193050415e-79	0	c-Tm
A11	C1	h2-0	LAT	env-0.0	PS	357.173290616874	0.195135512048615	0.215	0.0060168835379615	0.009	1.16171193050415e-79	0	c.p-Tm
A11	C1	h2-0	LAT	env-0.0	PS	1112.0204829035	0.242981853753664	0.254	0	0	8.05961418622269e-244	0	nc-Tm
A11	C1	h2-0	LAT	env-0.0	PS	119.85964532291	0.389719695133804	0.418	1.28422014533504e-05	0	6.78987161238138e-28	0	c-ID
A11	C1	h2-0	LAT	env-0.0	PS	119.85964532291	0.389719695133804	0.4	1.28422014533504e-05	0	6.78987161238138e-28	0	c.p-ID
A11	C1	h2-0	LAT	env-0.0	PS	18.5939574494541	0.304518709445216	0.321	1.65303741435318e-50	0	1.6173238089728e-05	0	nc-ID
A12	C1	h2-0	LAT	env-0.0	PS	308.560810624436	0.89210245221292	0.889	0.861240908798192	0.847	4.495155567821e-69	0	c
A12	C1	h2-0	LAT	env-0.0	PS	308.560810624436	0.89210245221292	0.877	0.861240908798192	0.843	4.495155567821e-69	0	c.p
A12	C1	h2-0	LAT	env-0.0	PS	60.3249826989485	0.296198764117484	0.336	3.74751272683896e-15	0	8.04201964527216e-15	0	nc
A12	C1	h2-0	LAT	env-0.0	PS	474.420394680431	0.657809588027751	0.666	5.42960057758365e-07	0	3.49838807127158e-105	0	c-Tm
A12	C1	h2-0	LAT	env-0.0	PS	474.420394680431	0.657809588027751	0.647	5.42960057758365e-07	0	3.49838807127158e-105	0	c.p-Tm
A12	C1	h2-0	LAT	env-0.0	PS	287.687108501092	0.0837222839127995	0.116	7.32037323881745e-33	0	1.58679668465857e-64	0	nc-Tm
A12	C1	h2-0	LAT	env-0.0	PS	310.414886390734	0.889237634228121	0.862	0.807510933782472	0.789	1.77355506338826e-69	0	c-ID
A12	C1	h2-0	LAT	env-0.0	PS	310.414886390734	0.889237634228121	0.879	0.807510933782472	0.775	1.77355506338826e-69	0	c.p-ID
A12	C1	h2-0	LAT	env-0.0	PS	42.2832227037762	0.238131351867044	0.254	8.01749820372787e-21	0	7.89670872971126e-11	0	nc-ID
A13	C1	h2-0	LAT	env-0.0	PS	333.358363698273	0.158163626508937	0.128	6.76481258673555e-63	0	1.7837841530416e-74	0	c
A13	C1	h2-0	LAT	env-0.0	PS	333.358363698273	0.158163626508937	0.148	6.76481258673555e-63	0	1.7837841530416e-74	0	c.p
A13	C1	h2-0	LAT	env-0.0	PS	70.8201772553238	0.818870868840637	0.848	1.80469092430248e-08	0	3.91314422522069e-17	0	nc
A13	C1	h2-0	LAT	env-0.0	PS	136.413376619816	0.357516659362034	0.305	9.28441167721573e-32	0	1.62030172638154e-31	0	c-Tm
A13	C1	h2-0	LAT	env-0.0	PS	136.413376619816	0.357516659362034	0.31	9.28441167721573e-32	0	1.62030172638154e-31	0	c.p-Tm
A13	C1	h2-0	LAT	env-0.0	PS	21.3620345964597	0.240181050426626	0.246	6.62675180228303e-81	0	3.80226436392063e-06	0	nc-Tm
A13	C1	h2-0	LAT	env-0.0	PS	333.913950079736	0.15720485342772	0.134	2.97609520406707e-63	0	1.3500155897259e-74	0	c-ID
A13	C1	h2-0	LAT	env-0.0	PS	333.913950079736	0.15720485342772	0.136	2.97609520406707e-63	0	1.3500155897259e-74	0	c.p-ID
A13	C1	h2-0	LAT	env-0.0	PS	70.9055327981705	0.81859633414928	0.837	1.78409501833684e-08	0	3.74745551197273e-17	0	nc-ID
A14	C1	h2-0	LAT	env-0.0	PS	2509.93745990571	0.32468252238523	0.382	0.0200373255150722	0.021	0	0	c
A14	C1	h2-0	LAT	env-0.0	PS	2509.93745990571	0.32468252238523	0.378	0.0200373255150722	0.04	0	0	c.p
A14	C1	h2-0	LAT	env-0.0	PS	112.039880808207	0.493010536354885	0.494	1.4116863668109e-164	0	3.50194570544801e-26	0	nc
A14	C1	h2-0	LAT	env-0.0	PS	2082.31863645261	0.504105751454625	0.581	9.6039686254486e-12	0	0	0	c-Tm
A14	C1	h2-0	LAT	env-0.0	PS	2082.31863645261	0.504105751454625	0.528	9.6039686254486e-12	0	0	0	c.p-Tm
A14	C1	h2-0	LAT	env-0.0	PS	606.12033582898	0.71238141646364	0.714	0.0140659900224033	0.008	7.80887444779621e-134	0	nc-Tm
A14	C1	h2-0	LAT	env-0.0	PS	2506.27831151963	0.325649284641378	0.411	0.0196973103057838	0.027	0	0	c-ID
A14	C1	h2-0	LAT	env-0.0	PS	2506.27831151963	0.325649284641378	0.371	0.0196973103057838	0.037	0	0	c.p-ID
A14	C1	h2-0	LAT	env-0.0	PS	112.421502439906	0.490153286955536	0.472	1.64012563536612e-165	0	2.88878724723522e-26	0	nc-ID
A15	C1	h2-0	LAT	env-0.0	PS	1036.62992349437	0.901080624664595	0.892	6.75687079481088e-83	0	1.96057054387644e-227	0	c
A15	C1	h2-0	LAT	env-0.0	PS	1036.62992349437	0.901080624664595	0.888	6.75687079481088e-83	0	1.96057054387644e-227	0	c.p
A15	C1	h2-0	LAT	env-0.0	PS	48.8538268556427	0.46977568378194	0.506	1.9769027985872e-05	0	2.75766841517396e-12	0	nc
A15	C1	h2-0	LAT	env-0.0	PS	804.948860318598	0.894026229143804	0.89	3.08867866531192e-121	0	4.52995540039898e-177	0	c-Tm
A15	C1	h2-0	LAT	env-0.0	PS	804.948860318598	0.894026229143804	0.883	3.08867866531192e-121	0	4.52995540039898e-177	0	c.p-Tm
A15	C1	h2-0	LAT	env-0.0	PS	203.686623226515	0.0843115350624328	0.102	6.14802908272091e-11	0	3.27615123957436e-46	0	nc-Tm
A15	C1	h2-0	LAT	env-0.0	PS	1038.34728796238	0.898806905198543	0.892	1.9259247163378e-82	0	8.30047146952064e-228	0	c-ID
A15	C1	h2-0	LAT	env-0.0	PS	1038.34728796238	0.898806905198543	0.911	1.9259247163378e-82	0	8.30047146952064e-228	0	c.p-ID
A15	C1	h2-0	LAT	env-0.0	PS	49.7616664030601	0.471520894200037	0.48	1.2036027264452e-05	0	1.73602846521824e-12	0	nc-ID
A16	C1	h2-0	LAT	env-0.0	PS	33.248159831022	0.570118763459575	0.573	2.51046511649818e-15	0	8.11164785984477e-09	0	c
A16	C1	h2-0	LAT	env-0.0	PS	33.248159831022	0.570118763459575	0.583	2.51046511649818e-15	0	8.11164785984477e-09	0	c.p
A16	C1	h2-0	LAT	env-0.0	PS	211.957719467752	0.601515830406044	0.607	9.90975935672021e-05	0	5.13755065524798e-48	0	nc
A16	C1	h2-0	LAT	env-0.0	PS	64.276186140985	0.669819535136983	0.654	1.26353264705545e-23	0	1.0814499805225e-15	0	c-Tm
A16	C1	h2-0	LAT	env-0.0	PS	64.276186140985	0.669819535136983	0.677	1.26353264705545e-23	0	1.0814499805225e-15	0	c.p-Tm
A16	C1	h2-0	LAT	env-0.0	PS	51.9402128146086	0.806505642752103	0.797	0.0104094434086105	0.006	5.72165387224801e-13	0	nc-Tm
A16	C1	h2-0	LAT	env-0.0	PS	32.0844622070888	0.567194851370147	0.549	4.00128482465701e-15	0	1.47613189501121e-08	0	c-ID
A16	C1	h2-0	LAT	env-0.0	PS	32.0844622070888	0.567194851370147	0.534	4.00128482465701e-15	0	1.47613189501121e-08	0	c.p-ID
A16	C1	h2-0	LAT	env-0.0	PS	212.220529537067	0.601196147277392	0.583	0.000101818934802502	0	4.5021611623521e-48	0	nc-ID
A17	C1	h2-0	LAT	env-0.0	PS	770.796259581517	0.320141950198346	0.422	2.73736481580226e-31	0	1.2067784272214e-169	0	c
A17	C1	h2-0	LAT	env-0.0	PS	770.796259581517	0.320141950198346	0.425	2.73736481580226e-31	0	1.2067784272214e-169	0	c.p
A17	C1	h2-0	LAT	env-0.0	PS	309.647724165424	0.574651986798566	0.57	0.00313840966223538	0.002	2.60594802401534e-69	0	nc
A17	C1	h2-0	LAT	env-0.0	PS	708.550827352282	0.372405988737646	0.522	1.65080925152277e-37	0	4.13320111148464e-156	0	c-Tm
A17	C1	h2-0	LAT	env-0.0	PS	708.550827352282	0.372405988737646	0.485	1.65080925152277e-37	0	4.13320111148464e-156	0	c.p-Tm
A17	C1	h2-0	LAT	env-0.0	PS	250.566385275596	0.630166925936039	0.607	0.00178476107361896	0.001	1.95417355028407e-56	0	nc-Tm
A17	C1	h2-0	LAT	env-0.0	PS	780.366451854672	0.313455328764361	0.405	1.88675798542994e-30	0	1.00187620047139e-171	0	c-ID
A17	C1	h2-0	LAT	env-0.0	PS	780.366451854672	0.313455328764361	0.427	1.88675798542994e-30	0	1.00187620047139e-171	0	c.p-ID
A17	C1	h2-0	LAT	env-0.0	PS	278.646939212514	0.603682230151088	0.609	0.00799202892861374	0.01	1.48065552709128e-62	0	nc-ID
A18	C1	h2-0	LAT	env-0.0	PS	299.456790705511	0.794149630678993	0.788	0.811587888534728	0.775	4.32632091408882e-67	0	c
A18	C1	h2-0	LAT	env-0.0	PS	299.456790705511	0.794149630678993	0.782	0.811587888534728	0.807	4.32632091408882e-67	0	c.p
A18	C1	h2-0	LAT	env-0.0	PS	5.2293883696754	0.93164986172629	0.915	0.042462427672043	0.03	0.0222083405442656	0.013	nc
A18	C1	h2-0	LAT	env-0.0	PS	359.133646035358	0.877231191246992	0.854	0.245261308818113	0.194	4.34741065669499e-80	0	c-Tm
A18	C1	h2-0	LAT	env-0.0	PS	359.133646035358	0.877231191246992	0.881	0.245261308818113	0.21	4.34741065669499e-80	0	c.p-Tm
A18	C1	h2-0	LAT	env-0.0	PS	0.404721835352575	0.914541860889104	0.913	0.00433034941090587	0.002	0.524660724373295	0.534	nc-Tm
A18	C1	h2-0	LAT	env-0.0	PS	295.660022357329	0.788807264121757	0.787	0.757208414029949	0.732	2.90622319142669e-66	0	c-ID
A18	C1	h2-0	LAT	env-0.0	PS	295.660022357329	0.788807264121757	0.757	0.757208414029949	0.736	2.90622319142669e-66	0	c.p-ID
A18	C1	h2-0	LAT	env-0.0	PS	5.38715280684694	0.930442462220374	0.94	0.0425627014507901	0.023	0.0202855439567254	0.017	nc-ID
A19	C1	h2-0	LAT	env-0.0	PS	205.712309770314	0.292536036233647	0.294	2.75887222679105e-46	0	1.18403165361134e-46	0	c
A19	C1	h2-0	LAT	env-0.0	PS	205.712309770314	0.292536036233647	0.27	2.75887222679105e-46	0	1.18403165361134e-46	0	c.p
A19	C1	h2-0	LAT	env-0.0	PS	12.2377953953394	0.778050532839247	0.746	1.12251616000622e-18	0	0.00046831129392685	0	nc
A19	C1	h2-0	LAT	env-0.0	PS	210.235357993371	0.284860676856159	0.244	3.4635458489658e-47	0	1.22044298868115e-47	0	c-Tm
A19	C1	h2-0	LAT	env-0.0	PS	210.235357993371	0.284860676856159	0.307	3.4635458489658e-47	0	1.22044298868115e-47	0	c.p-Tm
A19	C1	h2-0	LAT	env-0.0	PS	5.63104196994107	0.884756924661758	0.869	2.34247538647556e-19	0	0.0176451399313082	0.005	nc-Tm
A19	C1	h2-0	LAT	env-0.0	PS	207.214019200028	0.291148461723092	0.26	1.56141415441153e-46	0	5.56809669568176e-47	0	c-ID
A19	C1	h2-0	LAT	env-0.0	PS	207.214019200028	0.291148461723092	0.248	1.56141415441153e-46	0	5.56809669568176e-47	0	c.p-ID
A19	C1	h2-0	LAT	env-0.0	PS	5.68907054554128	0.884713510817952	0.852	5.22527573654856e-19	0	0.0170708938440316	0.004	nc-ID
A20	C1	h2-0	LAT	env-0.0	PS	1.26705782714135	0.361941818522041	0.32	1.39743527687249e-107	0	0.260319356001039	0.211	c
A20	C1	h2-0	LAT	env-0.0	PS	1.26705782714135	0.361941818522041	0.319	1.39743527687249e-107	0	0.260319356001039	0.211	c.p
A20	C1	h2-0	LAT	env-0.0	PS	305.428848309354	0.7100553506202	0.698	0.992435340642641	0.99	2.16293194415747e-68	0	nc
A20	C1	h2-0	LAT	env-0.0	PS	2.80665956272759	0.380321081529559	0.335	6.74531250156242e-104	0	0.0938736604854398	0.058	c-Tm
A20	C1	h2-0	LAT	env-0.0	PS	2.80665956272759	0.380321081529559	0.359	6.74531250156242e-104	0	0.0938736604854398	0.076	c.p-Tm
A20	C1	h2-0	LAT	env-0.0	PS	311.083427019014	0.630810690055848	0.599	0.000410706313505653	0	1.2682612281399e-69	0	nc-Tm
A20	C1	h2-0	LAT	env-0.0	PS	1.21069705285769	0.359295403909653	0.304	3.45515168288246e-108	0	0.271194116288769	0.23	c-ID
A20	C1	h2-0	LAT	env-0.0	PS	1.21069705285769	0.359295403909653	0.311	3.45515168288246e-108	0	0.271194116288769	0.222	c.p-ID
A20	C1	h2-0	LAT	env-0.0	PS	305.652078477309	0.709639107326655	0.703	0.945642660544177	0.945	1.9337993598994e-68	0	nc-ID
A21	C1	h2-0	LAT	env-0.0	PS	20.3377937158527	0.584593545296587	0.582	5.57170082858578e-29	0	6.49058087741454e-06	0	c
A21	C1	h2-0	LAT	env-0.0	PS	20.3377937158527	0.584593545296587	0.541	5.57170082858578e-29	0	6.49058087741454e-06	0	c.p
A21	C1	h2-0	LAT	env-0.0	PS	2850.49888639332	0.847545499543608	0.838	0.00580261287141548	0.001	0	0	nc
A21	C1	h2-0	LAT	env-0.0	PS	60.1227186193904	0.430741173435508	0.399	2.92338086502262e-47	0	8.91236760727233e-15	0	c-Tm
A21	C1	h2-0	LAT	env-0.0	PS	60.1227186193904	0.430741173435508	0.383	2.92338086502262e-47	0	8.91236760727233e-15	0	c.p-Tm
A21	C1	h2-0	LAT	env-0.0	PS	2926.61195915385	0.400699831918256	0.371	4.67137632876545e-14	0	0	0	nc-Tm
A21	C1	h2-0	LAT	env-0.0	PS	19.9501478965842	0.585020692089545	0.54	6.82347621477356e-29	0	7.948780622018e-06	0	c-ID
A21	C1	h2-0	LAT	env-0.0	PS	19.9501478965842	0.585020692089545	0.561	6.82347621477356e-29	0	7.948780622018e-06	0	c.p-ID
A21	C1	h2-0	LAT	env-0.0	PS	2846.02424079905	0.848645464522182	0.861	0.00484481158794599	0.002	0	0	nc-ID
A22	C1	h2-0	LAT	env-0.0	PS	45.3981353479912	0.709327420509021	0.738	1.940743223454e-77	0	1.6078738235403e-11	0	c
A22	C1	h2-0	LAT	env-0.0	PS	45.3981353479912	0.709327420509021	0.724	1.940743223454e-77	0	1.6078738235403e-11	0	c.p
A22	C1	h2-0	LAT	env-0.0	PS	128.238936143311	0.525006417423228	0.548	1.21246750615393e-07	0	9.95121139422548e-30	0	nc
A22	C1	h2-0	LAT	env-0.0	PS	7.99289164718586	0.932282476434921	0.94	3.45920892495121e-55	0	0.00469613527198768	0.006	c-Tm
A22	C1	h2-0	LAT	env-0.0	PS	7.99289164718586	0.932282476434921	0.943	3.45920892495121e-55	0	0.00469613527198768	0.012	c.p-Tm
A22	C1	h2-0	LAT	env-0.0	PS	195.006188375679	0.194784444316056	0.201	1.35306737346911e-23	0	2.56838937310932e-44	0	nc-Tm
A22	C1	h2-0	LAT	env-0.0	PS	46.3181372749803	0.706979048266359	0.709	2.67367230121564e-77	0	1.00529061435511e-11	0	c-ID
A22	C1	h2-0	LAT	env-0.0	PS	46.3181372749803	0.706979048266359	0.725	2.67367230121564e-77	0	1.00529061435511e-11	0	c.p-ID
A22	C1	h2-0	LAT	env-0.0	PS	128.244494381879	0.524982827133468	0.562	1.05062197501467e-07	0	9.92338236301093e-30	0	nc-ID
A23	C1	h2-0	LAT	env-0.0	PS	18.5105291608101	0.796258079275872	0.817	8.28497833480719e-07	0	1.68968269863613e-05	0	c
A23	C1	h2-0	LAT	env-0.0	PS	18.5105291608101	0.796258079275872	0.822	8.28497833480719e-07	0	1.68968269863613e-05	0	c.p
A23	C1	h2-0	LAT	env-0.0	PS	309.373530634493	0.0592198734041375	0.062	3.68079595250879e-36	0	2.99017952995113e-69	0	nc
A23	C1	h2-0	LAT	env-0.0	PS	35.8590722934727	0.346975696480174	0.384	3.20088056160669e-37	0	2.12118017696153e-09	0	c-Tm
A23	C1	h2-0	LAT	env-0.0	PS	35.8590722934727	0.346975696480174	0.406	3.20088056160669e-37	0	2.12118017696153e-09	0	c.p-Tm
A23	C1	h2-0	LAT	env-0.0	PS	1540.29256816568	0.541245009102118	0.504	1.41671058495615e-06	0	0	0	nc-Tm
A23	C1	h2-0	LAT	env-0.0	PS	18.2253709451856	0.792529871907003	0.796	5.38330563803758e-07	0	1.96247181961641e-05	0	c-ID
A23	C1	h2-0	LAT	env-0.0	PS	18.2253709451856	0.792529871907003	0.809	5.38330563803758e-07	0	1.96247181961641e-05	0	c.p-ID
A23	C1	h2-0	LAT	env-0.0	PS	308.617725695139	0.0590759084344935	0.047	3.58552100689334e-36	0	4.36863721828055e-69	0	nc-ID
A24	C1	h2-0	LAT	env-0.0	PS	729.087204764102	0.289023168290742	0.256	2.43453400364405e-160	0	1.41475668778019e-160	0	c
A24	C1	h2-0	LAT	env-0.0	PS	729.087204764102	0.289023168290742	0.261	2.43453400364405e-160	0	1.41475668778019e-160	0	c.p
A24	C1	h2-0	LAT	env-0.0	PS	46.7328143292856	0.432353462993048	0.407	1.03940020537594e-109	0	8.13552660734813e-12	0	nc
A24	C1	h2-0	LAT	env-0.0	PS	658.584783508674	0.23922045679428	0.242	4.66722178349897e-180	0	3.03464988365058e-145	0	c-Tm
A24	C1	h2-0	LAT	env-0.0	PS	658.584783508674	0.23922045679428	0.196	4.66722178349897e-180	0	3.03464988365058e-145	0	c.p-Tm
A24	C1	h2-0	LAT	env-0.0	PS	130.981349889255	0.446928305439452	0.463	4.34158277642397e-147	0	2.49943537761446e-30	0	nc-Tm
A24	C1	h2-0	LAT	env-0.0	PS	728.908855276856	0.288350383322116	0.286	7.37323765459317e-161	0	1.54690212132209e-160	0	c-ID
A24	C1	h2-0	LAT	env-0.0	PS	728.908855276856	0.288350383322116	0.272	7.37323765459317e-161	0	1.54690212132209e-160	0	c.p-ID
A24	C1	h2-0	LAT	env-0.0	PS	46.4496768158176	0.432389427507767	0.435	7.94434340348064e-110	0	9.40018596227123e-12	0	nc-ID
A25	C1	h2-0	LAT	env-0.0	PS	100.121112295401	0.858939376601291	0.841	4.81444898576136e-109	0	1.43357218254461e-23	0	c
A25	C1	h2-0	LAT	env-0.0	PS	100.121112295401	0.858939376601291	0.841	4.81444898576136e-109	0	1.43357218254461e-23	0	c.p
A25	C1	h2-0	LAT	env-0.0	PS	629.373256091006	0.477808769998946	0.467	1.3557533032097e-59	0	6.8412034689568e-139	0	nc
A25	C1	h2-0	LAT	env-0.0	PS	62.2555034368462	0.964532617071936	0.958	3.37964169647002e-121	0	3.01664736854366e-15	0	c-Tm
A25	C1	h2-0	LAT	env-0.0	PS	62.2555034368462	0.964532617071936	0.957	3.37964169647002e-121	0	3.01664736854366e-15	0	c.p-Tm
A25	C1	h2-0	LAT	env-0.0	PS	300.794518545393	0.642940559090436	0.643	2.65182505790807e-181	0	2.21143047657433e-67	0	nc-Tm
A25	C1	h2-0	LAT	env-0.0	PS	99.3274087699672	0.859329983222644	0.845	5.91605569597768e-109	0	2.14025408346543e-23	0	c-ID
A25	C1	h2-0	LAT	env-0.0	PS	99.3274087699672	0.859329983222644	0.852	5.91605569597768e-109	0	2.14025408346543e-23	0	c.p-ID
A25	C1	h2-0	LAT	env-0.0	PS	626.231832299564	0.479038623533132	0.483	2.7489775973188e-59	0	3.29888483440038e-138	0	nc-ID
A26	C1	h2-0	LAT	env-0.0	PS	1052.83037434733	0.544676686767412	0.565	1.26458028376286e-67	0	5.90389128894774e-231	0	c
A26	C1	h2-0	LAT	env-0.0	PS	1052.83037434733	0.544676686767412	0.582	1.26458028376286e-67	0	5.90389128894774e-231	0	c.p
A26	C1	h2-0	LAT	env-0.0	PS	99.5568500917233	0.925019139387793	0.926	0.0685482851002116	0.075	1.90612495868717e-23	0	nc
A26	C1	h2-0	LAT	env-0.0	PS	1060.56821766919	0.536114008546629	0.584	3.17475829428254e-66	0	1.22828717713726e-232	0	c-Tm
A26	C1	h2-0	LAT	env-0.0	PS	1060.56821766919	0.536114008546629	0.546	3.17475829428254e-66	0	1.22828717713726e-232	0	c.p-Tm
A26	C1	h2-0	LAT	env-0.0	PS	99.7410340918194	0.950163617945461	0.963	0.000111731387562834	0	1.73685130658913e-23	0	nc-Tm
A26	C1	h2-0	LAT	env-0.0	PS	1050.21525682545	0.547971097300649	0.616	7.84050867515596e-68	0	2.18546032029164e-230	0	c-ID
A26	C1	h2-0	LAT	env-0.0	PS	1050.21525682545	0.547971097300649	0.564	7.84050867515596e-68	0	2.18546032029164e-230	0	c.p-ID
A26	C1	h2-0	LAT	env-0.0	PS	99.6962764117165	0.929023923419791	0.931	0.081680324260545	0.108	1.77654923230791e-23	0	nc-ID
A27	C1	h2-0	LAT	env-0.0	PS	748.723085179641	0.699415665523818	0.669	5.71685935122367e-10	0	7.60412317771941e-165	0	c
A27	C1	h2-0	LAT	env-0.0	PS	748.723085179641	0.699415665523818	0.682	5.71685935122367e-10	0	7.60412317771941e-165	0	c.p
A27	C1	h2-0	LAT	env-0.0	PS	32.1100046005492	0.676748821524516	0.647	0.00205491513358163	0.001	1.45685152676999e-08	0	nc
A27	C1	h2-0	LAT	env-0.0	PS	634.489854438597	0.593106474088309	0.544	5.66243764634584e-05	0	5.27624089019137e-140	0	c-Tm
A27	C1	h2-0	LAT	env-0.0	PS	634.489854438597	0.593106474088309	0.601	5.66243764634584e-05	0	5.27624089019137e-140	0	c.p-Tm
A27	C1	h2-0	LAT	env-0.0	PS	44.2930445373762	0.879985480121697	0.88	3.35713899656771e-15	0	2.82718951153531e-11	0	nc-Tm
A27	C1	h2-0	LAT	env-0.0	PS	745.274051206772	0.698436903970053	0.683	8.06504547083095e-10	0	4.27560227634039e-164	0	c-ID
A27	C1	h2-0	LAT	env-0.0	PS	745.274051206772	0.698436903970053	0.649	8.06504547083095e-10	0	4.27560227634039e-164	0	c.p-ID
A27	C1	h2-0	LAT	env-0.0	PS	39.2960194357903	0.644178898614105	0.623	0.0901980707155529	0.081	3.64182996722384e-10	0	nc-ID
A28	C1	h2-0	LAT	env-0.0	PS	277.433423028104	0.759805626159213	0.744	1.0006791965641e-22	0	2.72211691231609e-62	0	c
A28	C1	h2-0	LAT	env-0.0	PS	277.433423028104	0.759805626159213	0.773	1.0006791965641e-22	0	2.72211691231609e-62	0	c.p
A28	C1	h2-0	LAT	env-0.0	PS	1.41790417421149	0.332280209131906	0.327	0.249831775096882	0.272	0.233748673934683	0.257	nc
A28	C1	h2-0	LAT	env-0.0	PS	182.635941471595	0.990177973937098	0.988	5.03908398563939e-38	0	1.28798239721329e-41	0	c-Tm
A28	C1	h2-0	LAT	env-0.0	PS	182.635941471595	0.990177973937098	0.988	5.03908398563939e-38	0	1.28798239721329e-41	0	c.p-Tm
A28	C1	h2-0	LAT	env-0.0	PS	320.502539243379	0.849767446484501	0.868	5.75573644663028e-24	0	1.12573865192448e-71	0	nc-Tm
A28	C1	h2-0	LAT	env-0.0	PS	276.830774371004	0.762789753524092	0.787	7.06532665934432e-23	0	3.6833172370581e-62	0	c-ID
A28	C1	h2-0	LAT	env-0.0	PS	276.830774371004	0.762789753524092	0.784	7.06532665934432e-23	0	3.6833172370581e-62	0	c.p-ID
A28	C1	h2-0	LAT	env-0.0	PS	8.12933583139496	0.248611261509462	0.288	0.128222905763317	0.16	0.0043554699207212	0.006	nc-ID
A29	C1	h2-0	LAT	env-0.0	PS	141.747454460549	0.105800987628968	0.079	3.23571734352164e-154	0	1.10433837574616e-32	0	c
A29	C1	h2-0	LAT	env-0.0	PS	141.747454460549	0.105800987628968	0.08	3.23571734352164e-154	0	1.10433837574616e-32	0	c.p
A29	C1	h2-0	LAT	env-0.0	PS	4360.27203140149	0.94140180949385	0.934	1.55276661403572e-08	0	0	0	nc
A29	C1	h2-0	LAT	env-0.0	PS	72.5752618276329	0.0668890586435103	0.042	9.40619271984812e-187	0	1.607819092047e-17	0	c-Tm
A29	C1	h2-0	LAT	env-0.0	PS	72.5752618276329	0.0668890586435103	0.054	9.40619271984812e-187	0	1.607819092047e-17	0	c.p-Tm
A29	C1	h2-0	LAT	env-0.0	PS	5931.67904013161	0.452178880762565	0.466	1.02966525829791e-08	0	0	0	nc-Tm
A29	C1	h2-0	LAT	env-0.0	PS	141.088082591743	0.104498012199395	0.095	7.64257596307085e-155	0	1.53915223502838e-32	0	c-ID
A29	C1	h2-0	LAT	env-0.0	PS	141.088082591743	0.104498012199395	0.076	7.64257596307085e-155	0	1.53915223502838e-32	0	c.p-ID
A29	C1	h2-0	LAT	env-0.0	PS	4343.94348540323	0.924403397136163	0.927	5.53065862821552e-09	0	0	0	nc-ID
A30	C1	h2-0	LAT	env-0.0	PS	160.426624183235	0.624338215617279	0.621	4.39923376402453e-21	0	9.12928665683384e-37	0	c
A30	C1	h2-0	LAT	env-0.0	PS	160.426624183235	0.624338215617279	0.628	4.39923376402453e-21	0	9.12928665683384e-37	0	c.p
A30	C1	h2-0	LAT	env-0.0	PS	285.277441346439	0.437661548618801	0.401	1.68859720903893e-104	0	5.31603473133003e-64	0	nc
