rep	case	h2	ts	envs	Qx	P.Chi	P.EN	type
A18	C1	h2-0.0	p-0.50	env_0.0	0.306451083200304	0.579866151687246	0.564	c.p-Tm
A18	C1	h2-0.0	p-0.50	env_0.0	0.0688133582791321	0.793072428431021	0.815	nc-Tm
A18	C1	h2-0.0	p-0.50	env_0.0	0.0125554808178293	0.910782777173199	0.893	c-ID
A18	C1	h2-0.0	p-0.50	env_0.0	0.0125554808178293	0.910782777173199	0.895	c.p-ID
A18	C1	h2-0.0	p-0.50	env_0.0	3.02139096381357	0.0821729584134182	0.083	nc-ID
A18	C1	h2-0.0	p-0.50	env_0.0			1	True
A19	C1	h2-0.0	p-0.50	env_0.0	9.46956577211236	0.00208908817712177	0.002	c
A19	C1	h2-0.0	p-0.50	env_0.0	9.46956577211236	0.00208908817712177	0.004	c.p
A19	C1	h2-0.0	p-0.50	env_0.0	0.279344845424247	0.597130950038282	0.606	nc
A19	C1	h2-0.0	p-0.50	env_0.0	6.5504690064461	0.0104856515332188	0.014	c-Tm
A19	C1	h2-0.0	p-0.50	env_0.0	6.5504690064461	0.0104856515332188	0.013	c.p-Tm
A19	C1	h2-0.0	p-0.50	env_0.0	1.2573518130703	0.262152952094677	0.256	nc-Tm
A19	C1	h2-0.0	p-0.50	env_0.0	9.32072379761625	0.0022657647387639	0.006	c-ID
A19	C1	h2-0.0	p-0.50	env_0.0	9.32072379761625	0.0022657647387639	0.002	c.p-ID
A19	C1	h2-0.0	p-0.50	env_0.0	0.179001044846286	0.672233135951612	0.689	nc-ID
A19	C1	h2-0.0	p-0.50	env_0.0			1	True
A20	C1	h2-0.0	p-0.50	env_0.0	0.707346209496615	0.400326216221389	0.325	c
A20	C1	h2-0.0	p-0.50	env_0.0	0.707346209496615	0.400326216221389	0.345	c.p
A20	C1	h2-0.0	p-0.50	env_0.0	1.48475405559926	0.223032185003264	0.225	nc
A20	C1	h2-0.0	p-0.50	env_0.0	0.574528260646105	0.448465096183516	0.395	c-Tm
A20	C1	h2-0.0	p-0.50	env_0.0	0.574528260646105	0.448465096183516	0.396	c.p-Tm
A20	C1	h2-0.0	p-0.50	env_0.0	1.85841823077922	0.172807470154061	0.162	nc-Tm
A20	C1	h2-0.0	p-0.50	env_0.0	0.700992677971734	0.402450340981825	0.336	c-ID
A20	C1	h2-0.0	p-0.50	env_0.0	0.700992677971734	0.402450340981825	0.345	c.p-ID
A20	C1	h2-0.0	p-0.50	env_0.0	1.52415690686951	0.216991511548425	0.188	nc-ID
A20	C1	h2-0.0	p-0.50	env_0.0			1	True
A21	C1	h2-0.0	p-0.50	env_0.0	0.446102195990567	0.504191795004667	0.537	c
A21	C1	h2-0.0	p-0.50	env_0.0	0.446102195990567	0.504191795004667	0.512	c.p
A21	C1	h2-0.0	p-0.50	env_0.0	0.242137654077406	0.622666433610011	0.62	nc
A21	C1	h2-0.0	p-0.50	env_0.0	0.450486988588907	0.502103781941867	0.511	c-Tm
A21	C1	h2-0.0	p-0.50	env_0.0	0.450486988588907	0.502103781941867	0.518	c.p-Tm
A21	C1	h2-0.0	p-0.50	env_0.0	0.261972655005571	0.608768142027919	0.623	nc-Tm
A21	C1	h2-0.0	p-0.50	env_0.0	0.54960792339555	0.458477940672112	0.476	c-ID
A21	C1	h2-0.0	p-0.50	env_0.0	0.54960792339555	0.458477940672112	0.465	c.p-ID
A21	C1	h2-0.0	p-0.50	env_0.0	0.206350443493076	0.64964305234561	0.623	nc-ID
A21	C1	h2-0.0	p-0.50	env_0.0			1	True
A22	C1	h2-0.0	p-0.50	env_0.0	0.227125892967162	0.633663173298259	0.636	c
A22	C1	h2-0.0	p-0.50	env_0.0	0.227125892967162	0.633663173298259	0.619	c.p
A22	C1	h2-0.0	p-0.50	env_0.0	6.50891463184204	0.0107335002446562	0.018	nc
A22	C1	h2-0.0	p-0.50	env_0.0	0.133288940106524	0.715046032695309	0.709	c-Tm
A22	C1	h2-0.0	p-0.50	env_0.0	0.133288940106524	0.715046032695309	0.693	c.p-Tm
A22	C1	h2-0.0	p-0.50	env_0.0	3.51340745086458	0.0608741345287052	0.08	nc-Tm
A22	C1	h2-0.0	p-0.50	env_0.0	0.154225996997888	0.69452911992139	0.701	c-ID
A22	C1	h2-0.0	p-0.50	env_0.0	0.154225996997888	0.69452911992139	0.697	c.p-ID
A22	C1	h2-0.0	p-0.50	env_0.0	4.69764857269563	0.030203913621265	0.043	nc-ID
A22	C1	h2-0.0	p-0.50	env_0.0			1	True
A23	C1	h2-0.0	p-0.50	env_0.0	0.165316834636433	0.684307872493847	0.659	c
A23	C1	h2-0.0	p-0.50	env_0.0	0.165316834636433	0.684307872493847	0.694	c.p
A23	C1	h2-0.0	p-0.50	env_0.0	0.000883154098968273	0.976292029132525	0.976	nc
A23	C1	h2-0.0	p-0.50	env_0.0	0.0577632890544971	0.810066730873628	0.821	c-Tm
A23	C1	h2-0.0	p-0.50	env_0.0	0.0577632890544971	0.810066730873628	0.818	c.p-Tm
A23	C1	h2-0.0	p-0.50	env_0.0	0.0464420257892239	0.829374300136851	0.83	nc-Tm
A23	C1	h2-0.0	p-0.50	env_0.0	0.0776789596030277	0.780467806859741	0.792	c-ID
A23	C1	h2-0.0	p-0.50	env_0.0	0.0776789596030277	0.780467806859741	0.811	c.p-ID
A23	C1	h2-0.0	p-0.50	env_0.0	0.0377917641568248	0.845861876047525	0.83	nc-ID
A23	C1	h2-0.0	p-0.50	env_0.0			1	True
A24	C1	h2-0.0	p-0.50	env_0.0	0.12895011642938	0.719523087194562	0.701	c
A24	C1	h2-0.0	p-0.50	env_0.0	0.12895011642938	0.719523087194562	0.707	c.p
A24	C1	h2-0.0	p-0.50	env_0.0	0.480074214915928	0.488388702240873	0.512	nc
A24	C1	h2-0.0	p-0.50	env_0.0	0.188751743258223	0.663957567557751	0.674	c-Tm
A24	C1	h2-0.0	p-0.50	env_0.0	0.188751743258223	0.663957567557751	0.645	c.p-Tm
A24	C1	h2-0.0	p-0.50	env_0.0	0.754371732840284	0.385095634218298	0.45	nc-Tm
A24	C1	h2-0.0	p-0.50	env_0.0	0.0654496532375066	0.79808110529979	0.787	c-ID
A24	C1	h2-0.0	p-0.50	env_0.0	0.0654496532375066	0.79808110529979	0.786	c.p-ID
A24	C1	h2-0.0	p-0.50	env_0.0	0.37597936442432	0.53976290628812	0.567	nc-ID
A24	C1	h2-0.0	p-0.50	env_0.0			1	True
A25	C1	h2-0.0	p-0.50	env_0.0	1.90606188894352	0.167401367346271	0.17	c
A25	C1	h2-0.0	p-0.50	env_0.0	1.90606188894352	0.167401367346271	0.143	c.p
A25	C1	h2-0.0	p-0.50	env_0.0	1.7426260634862	0.186806430855884	0.209	nc
A25	C1	h2-0.0	p-0.50	env_0.0	2.40138117917171	0.12122817521286	0.122	c-Tm
A25	C1	h2-0.0	p-0.50	env_0.0	2.40138117917171	0.12122817521286	0.13	c.p-Tm
A25	C1	h2-0.0	p-0.50	env_0.0	0.78449623395093	0.375769549324363	0.397	nc-Tm
A25	C1	h2-0.0	p-0.50	env_0.0	1.89461672900963	0.168682118118613	0.189	c-ID
A25	C1	h2-0.0	p-0.50	env_0.0	1.89461672900963	0.168682118118613	0.177	c.p-ID
A25	C1	h2-0.0	p-0.50	env_0.0	1.4368866298096	0.230643816575823	0.245	nc-ID
A25	C1	h2-0.0	p-0.50	env_0.0			1	True
A26	C1	h2-0.0	p-0.50	env_0.0	0.403286436456631	0.525396866398181	0.627	c
A26	C1	h2-0.0	p-0.50	env_0.0	0.403286436456631	0.525396866398181	0.58	c.p
A26	C1	h2-0.0	p-0.50	env_0.0	1.70810220446607	0.191231785012473	0.219	nc
A26	C1	h2-0.0	p-0.50	env_0.0	0.293467644188557	0.588006903731258	0.659	c-Tm
A26	C1	h2-0.0	p-0.50	env_0.0	0.293467644188557	0.588006903731258	0.684	c.p-Tm
A26	C1	h2-0.0	p-0.50	env_0.0	0.312097025144301	0.576396208833481	0.572	nc-Tm
A26	C1	h2-0.0	p-0.50	env_0.0	0.646999464863145	0.421187496264408	0.479	c-ID
A26	C1	h2-0.0	p-0.50	env_0.0	0.646999464863145	0.421187496264408	0.488	c.p-ID
A26	C1	h2-0.0	p-0.50	env_0.0	2.89236721974987	0.0890000681093485	0.088	nc-ID
A26	C1	h2-0.0	p-0.50	env_0.0			1	True
A27	C1	h2-0.0	p-0.50	env_0.0	7.96527843132273e-05	0.992879101806357	0.992	c
A27	C1	h2-0.0	p-0.50	env_0.0	7.96527843132273e-05	0.992879101806357	0.995	c.p
A27	C1	h2-0.0	p-0.50	env_0.0	0.723190154649071	0.395099470151426	0.372	nc
A27	C1	h2-0.0	p-0.50	env_0.0	0.00442237759569548	0.946978993944013	0.949	c-Tm
A27	C1	h2-0.0	p-0.50	env_0.0	0.00442237759569548	0.946978993944013	0.95	c.p-Tm
A27	C1	h2-0.0	p-0.50	env_0.0	0.671245093662895	0.412617847281825	0.377	nc-Tm
A27	C1	h2-0.0	p-0.50	env_0.0	0.000236399403175971	0.987732780437488	0.982	c-ID
A27	C1	h2-0.0	p-0.50	env_0.0	0.000236399403175971	0.987732780437488	0.978	c.p-ID
A27	C1	h2-0.0	p-0.50	env_0.0	0.825766124941478	0.363499662227039	0.353	nc-ID
A27	C1	h2-0.0	p-0.50	env_0.0			1	True
A28	C1	h2-0.0	p-0.50	env_0.0	0.488342363431273	0.484667671355267	0.482	c
A28	C1	h2-0.0	p-0.50	env_0.0	0.488342363431273	0.484667671355267	0.473	c.p
A28	C1	h2-0.0	p-0.50	env_0.0	2.45422028619591	0.11720935803267	0.121	nc
A28	C1	h2-0.0	p-0.50	env_0.0	0.0536174756389382	0.816884068911949	0.819	c-Tm
A28	C1	h2-0.0	p-0.50	env_0.0	0.0536174756389382	0.816884068911949	0.824	c.p-Tm
A28	C1	h2-0.0	p-0.50	env_0.0	0.200556415397414	0.654272097924418	0.652	nc-Tm
A28	C1	h2-0.0	p-0.50	env_0.0	0.200383115010302	0.654411784191954	0.684	c-ID
A28	C1	h2-0.0	p-0.50	env_0.0	0.200383115010302	0.654411784191954	0.658	c.p-ID
A28	C1	h2-0.0	p-0.50	env_0.0	0.422649384934325	0.51561800447456	0.521	nc-ID
A28	C1	h2-0.0	p-0.50	env_0.0			1	True
A29	C1	h2-0.0	p-0.50	env_0.0	0.499095875915565	0.479897656046656	0.481	c
A29	C1	h2-0.0	p-0.50	env_0.0	0.499095875915565	0.479897656046656	0.478	c.p
A29	C1	h2-0.0	p-0.50	env_0.0	1.47296884387493	0.224877860588329	0.193	nc
A29	C1	h2-0.0	p-0.50	env_0.0	0.00573810905525479	0.939617751502208	0.928	c-Tm
A29	C1	h2-0.0	p-0.50	env_0.0	0.00573810905525479	0.939617751502208	0.935	c.p-Tm
A29	C1	h2-0.0	p-0.50	env_0.0	0.0366593142475195	0.848160341731323	0.856	nc-Tm
