FID	IID	pheno_random	pheno_strat
tsk_0	tsk_0	-0.736769333239513	0.219237882976414
tsk_1	tsk_1	-0.0380245783188062	-0.655032111870703
tsk_2	tsk_2	-1.7902800039508	-0.918180692652808
tsk_3	tsk_3	0.386054724663833	1.32323168815305
tsk_4	tsk_4	-0.383676430577367	0.931690282378353
tsk_5	tsk_5	-0.303830683245714	0.20819156438329
tsk_6	tsk_6	-1.55344040182196	-1.30512592888257
tsk_7	tsk_7	-0.488965333447675	0.388873127897029
tsk_8	tsk_8	-0.0474301055619179	0.464785832214391
tsk_9	tsk_9	0.709197932522979	1.00411795695163
tsk_10	tsk_10	0.669225087704445	1.30440746121144
tsk_11	tsk_11	-0.244086223631132	0.590636941014086
tsk_12	tsk_12	1.30166919948147	2.02495792148355
tsk_13	tsk_13	1.66810612281381	1.88422262019111
tsk_14	tsk_14	0.620155786028759	1.40329730184888
tsk_15	tsk_15	-1.07822227146147	-0.0843806715025794
tsk_16	tsk_16	0.809565345567081	0.767695438430978
tsk_17	tsk_17	0.739624277050263	0.985673476567123
tsk_18	tsk_18	2.67829195571568	2.62177559033258
tsk_19	tsk_19	0.211809445715248	0.923449630484597
tsk_20	tsk_20	0.263073026035745	0.352044499864225
tsk_21	tsk_21	2.38073707721967	1.8694506643846
tsk_22	tsk_22	-2.08007707973417	-1.8987427896742
tsk_23	tsk_23	0.476579580641524	1.05546844711576
tsk_24	tsk_24	-0.432229060672834	0.709716164845256
tsk_25	tsk_25	-0.422460131210568	0.235601497777561
tsk_26	tsk_26	0.212466513323094	0.752842907359829
tsk_27	tsk_27	0.413093401441484	0.818512445992339
tsk_28	tsk_28	0.46985416791782	0.60539281338317
tsk_29	tsk_29	-0.285507826504564	-0.182370460435328
tsk_30	tsk_30	0.700939731571211	0.79013210001285
tsk_31	tsk_31	-0.836642060353955	-1.2807185244511
tsk_32	tsk_32	1.98111442250845	2.43694552724052
tsk_33	tsk_33	2.04411142285505	2.90321213501199
tsk_34	tsk_34	-0.991753139065905	-0.578859643504826
tsk_35	tsk_35	-0.984846101946612	-0.427091105233123
tsk_36	tsk_36	0.797140582581937	0.65289506391987
tsk_37	tsk_37	-1.05797355602915	-0.518255149888288
tsk_38	tsk_38	-0.0938778349401689	-0.025091194473841
tsk_39	tsk_39	-0.99458267372947	-0.161568271866415
tsk_40	tsk_40	0.127334756726663	0.570324349002604
tsk_41	tsk_41	-0.497827928269392	0.437509850969229
tsk_42	tsk_42	1.10186507236272	1.32566504439296
tsk_43	tsk_43	0.784581226123819	2.0653280617675
tsk_44	tsk_44	0.635409433588831	1.30539035383318
tsk_45	tsk_45	0.303851065809618	0.644013114638659
tsk_46	tsk_46	-1.06768851359697	-0.129618631553013
tsk_47	tsk_47	1.14311882666511	1.00757223736912
tsk_48	tsk_48	0.608291343816333	0.869432709072838
tsk_49	tsk_49	0.860108399219948	1.55658625135228
tsk_50	tsk_50	0.0369711161069932	0.847922572551388
tsk_51	tsk_51	0.363619619199299	0.829771879025472
tsk_52	tsk_52	0.734710966076253	1.04959979014866
tsk_53	tsk_53	1.49116181183933	0.8626940510387
tsk_54	tsk_54	-0.655701258948585	0.311193118089786
tsk_55	tsk_55	0.0306164060783257	0.250747276297916
tsk_56	tsk_56	0.77821349209777	0.949506380017624
tsk_57	tsk_57	-0.0893628227781488	1.06168860259214
tsk_58	tsk_58	0.72652559369242	0.844748765891939
tsk_59	tsk_59	0.746502737936225	1.17845128763963
tsk_60	tsk_60	-0.211602705559444	0.214423547259443
tsk_61	tsk_61	0.759091362094331	0.781919656356377
tsk_62	tsk_62	1.02447211363901	0.932730296224438
tsk_63	tsk_63	1.20754900490552	1.46661338871388
tsk_64	tsk_64	0.802461393220049	0.857871194173552
tsk_65	tsk_65	2.29861991643709	2.16603920016359
tsk_66	tsk_66	0.4747645796868	0.0241981400724983
tsk_67	tsk_67	-0.584189354262037	0.749122350771379
tsk_68	tsk_68	-0.297743668492718	-0.3459825014496
tsk_69	tsk_69	0.828087721848115	0.734499578937
tsk_70	tsk_70	0.0712881752799719	0.564628446967078
tsk_71	tsk_71	-0.430455538115916	0.128956969633078
tsk_72	tsk_72	-0.603741016460413	0.086214892148176
tsk_73	tsk_73	0.515701474178313	1.15707020489542
tsk_74	tsk_74	0.113148491911481	0.522779992895833
tsk_75	tsk_75	-0.165361635287708	0.630102765205866
tsk_76	tsk_76	0.413228378393756	1.20956527448746
tsk_77	tsk_77	0.4327764817616	1.18368460161521
tsk_78	tsk_78	0.0630306874262311	0.455262348519056
tsk_79	tsk_79	-1.14684206552554	-0.351763025410082
tsk_80	tsk_80	0.325907385799954	0.932464717359953
tsk_81	tsk_81	0.310127568140291	1.51501956361508
tsk_82	tsk_82	-0.125255216990193	0.604112839635246
tsk_83	tsk_83	1.17023466564059	0.941387260645859
tsk_84	tsk_84	0.774508413297744	0.784561635441454
tsk_85	tsk_85	-0.0861254018300544	-0.259413861718029
tsk_86	tsk_86	0.0622915165982634	0.408297497728054
tsk_87	tsk_87	1.19740560914765	1.1747020449914
tsk_88	tsk_88	-0.444657579571689	0.216193213119521
tsk_89	tsk_89	-0.410301274771927	0.491790040382978
tsk_90	tsk_90	-0.191785768777473	0.312178877097193
tsk_91	tsk_91	-0.899362911595871	0.122050242847033
tsk_92	tsk_92	-0.0855185282474059	-0.19623787875561
tsk_93	tsk_93	-0.234858289683314	0.0143018733962493
tsk_94	tsk_94	0.464288938870693	0.67431546918203
tsk_95	tsk_95	0.609297477919827	1.34875832188948
tsk_96	tsk_96	0.356691753050378	0.526277323268893
tsk_97	tsk_97	0.835432618176013	1.61868579129149
tsk_98	tsk_98	0.59860699725617	1.26431790176531
tsk_99	tsk_99	-0.305409683889786	0.681200717033375
tsk_100	tsk_100	0.838520198886114	0.0711495884624999
tsk_101	tsk_101	0.811105982971903	1.35852488593175
tsk_102	tsk_102	0.17600723157468	-0.239547728703586
tsk_103	tsk_103	2.16339731299773	2.85217242669317
tsk_104	tsk_104	0.124951548189769	0.760163901102807
tsk_105	tsk_105	-0.442672358524525	-0.542904974266257
tsk_106	tsk_106	-1.05452956010386	-0.716557461231922
tsk_107	tsk_107	1.84970968631507	1.93610641434129
tsk_108	tsk_108	0.71869108026704	1.90363852522922
tsk_109	tsk_109	2.00109037445437	1.82988535648778
tsk_110	tsk_110	-0.120956844001715	0.392837755317094
tsk_111	tsk_111	1.01011344721725	1.88413624010541
tsk_112	tsk_112	-0.0330632687362023	0.414083316912625
tsk_113	tsk_113	1.78908330151999	2.0538770835244
tsk_114	tsk_114	-0.502375465444237	0.112922836555877
tsk_115	tsk_115	-0.969915477940665	0.285274940227817
tsk_116	tsk_116	2.09000825340951	2.49611235628752
tsk_117	tsk_117	0.34746050531485	0.376692831281742
tsk_118	tsk_118	0.678496700695395	0.924516193110048
tsk_119	tsk_119	2.29677576097387	1.92522189349981
tsk_120	tsk_120	-1.12074267093146	-0.357546494971455
tsk_121	tsk_121	0.229599396400456	0.463088804097253
tsk_122	tsk_122	0.0446929637183898	0.349310384362398
tsk_123	tsk_123	0.654625518634565	1.76718349012068
tsk_124	tsk_124	-0.170340571686887	0.934996593803484
tsk_125	tsk_125	-0.355997207223435	-0.73486300093824
tsk_126	tsk_126	-0.0286727153916434	0.462738831744543
tsk_127	tsk_127	0.301574363698154	-0.0636850127916816
tsk_128	tsk_128	-1.2423455933922	-0.265032750612244
tsk_129	tsk_129	0.821849205093325	1.26798151880181
tsk_130	tsk_130	-0.416327467041901	-0.161403757580173
tsk_131	tsk_131	-1.86313393971933	-1.2942345881978
tsk_132	tsk_132	2.35914927828529	3.05316130678571
tsk_133	tsk_133	1.47940532315183	1.22162526641768
tsk_134	tsk_134	1.63638367793771	2.18341552009067
tsk_135	tsk_135	0.435373610882997	0.106685637548018
tsk_136	tsk_136	1.12769661125171	1.55184353329624
tsk_137	tsk_137	-0.193183048908134	-0.126158766492282
tsk_138	tsk_138	-1.40366251316923	-0.471408018774439
tsk_139	tsk_139	-0.0895825861791578	0.38978758846806
tsk_140	tsk_140	0.0622139733724552	0.386289172463954
tsk_141	tsk_141	1.11115851445339	1.92726515359823
tsk_142	tsk_142	2.11041138187805	2.03089981016122
tsk_143	tsk_143	0.927156983246154	0.473629635875188
tsk_144	tsk_144	0.210440514497093	1.23397945665494
tsk_145	tsk_145	3.12582595471906	3.81391369195985
tsk_146	tsk_146	0.249227648083115	1.75655999091147
tsk_147	tsk_147	0.0851886062083556	0.731391426053093
tsk_148	tsk_148	-0.834138204216479	0.266720650967522
tsk_149	tsk_149	0.330258232835202	1.69607498231208
tsk_150	tsk_150	0.577165778270309	1.2191005655423
tsk_151	tsk_151	1.01750672990138	1.02277092918742
tsk_152	tsk_152	1.37044571707263	1.42605110733709
tsk_153	tsk_153	0.960816417082453	1.36869383585943
tsk_154	tsk_154	0.928410374919375	1.183288643858
tsk_155	tsk_155	0.120121768749524	0.0799537308115887
tsk_156	tsk_156	-0.202739357222227	-0.0860452745279989
tsk_157	tsk_157	0.748129857471746	2.04875555200795
tsk_158	tsk_158	0.140469598354626	0.363734464708056
tsk_159	tsk_159	-0.262339528698246	-0.0876162503886997
tsk_160	tsk_160	-0.738085216829164	0.264522459186313
tsk_161	tsk_161	0.97934451305251	0.894856563582782
tsk_162	tsk_162	-1.56819966832772	-0.287955765585757
tsk_163	tsk_163	0.915533170561543	1.30741511221211
tsk_164	tsk_164	0.0394988350861796	0.439515545522607
tsk_165	tsk_165	1.39407774912406	2.17480434208361
tsk_166	tsk_166	0.28601243736467	1.40480627098026
tsk_167	tsk_167	0.45959219862236	0.104514639591061
tsk_168	tsk_168	-1.14258755900107	-0.624304691148869
tsk_169	tsk_169	1.54552294731943	1.51400775208994
tsk_170	tsk_170	-2.1053287244055	-1.36137150493145
tsk_171	tsk_171	1.5117386538036	2.13253392217897
tsk_172	tsk_172	0.527313348679118	1.08186882894286
tsk_173	tsk_173	-1.1861915165917	-0.684242280187998
tsk_174	tsk_174	0.2516306206017	0.480208448570709
tsk_175	tsk_175	1.66733792312145	1.82121144282844
tsk_176	tsk_176	-0.582549870765642	0.254211060854287
tsk_177	tsk_177	-0.754813380311421	-0.341124967746447
tsk_178	tsk_178	0.80338705424915	0.417882594172779
tsk_179	tsk_179	0.0221417058295732	0.698250973912382
tsk_180	tsk_180	0.213860391765235	0.990088872842379
tsk_181	tsk_181	0.700074704999873	1.92287624581883
tsk_182	tsk_182	0.541256043542542	1.33097693383988
tsk_183	tsk_183	0.219493001186778	0.755131889101466
tsk_184	tsk_184	0.175462920236968	0.688962600046712
tsk_185	tsk_185	-0.341026580320284	0.427360485155154
tsk_186	tsk_186	-0.0124027233063644	0.215989539015994
tsk_187	tsk_187	1.43568725107159	1.54065554605443
tsk_188	tsk_188	0.332501693144856	0.381806131278603
tsk_189	tsk_189	0.329121795704292	-0.023928972388376
tsk_190	tsk_190	1.61084562511552	1.28067255816453
tsk_191	tsk_191	1.04691316613522	1.55019429630335
tsk_192	tsk_192	1.08051826891643	0.696746459967726
tsk_193	tsk_193	0.757099695040794	0.84856979440089
tsk_194	tsk_194	-0.719841322378364	-0.707955639170405
tsk_195	tsk_195	2.26053300784228	2.39873282823424
tsk_196	tsk_196	1.31645279578764	1.27109219345523
tsk_197	tsk_197	0.0592081149409219	0.110824628517483
tsk_198	tsk_198	-0.0436276048099266	0.943035722855995
tsk_199	tsk_199	-0.0617501797974816	0.843145310892422
tsk_200	tsk_200	-1.87298266142691	-0.0160501624530091
tsk_201	tsk_201	0.0589954772239173	0.38547967173724
tsk_202	tsk_202	1.72381231263597	1.35459203203479
tsk_203	tsk_203	-0.683946015541972	0.293912113224604
tsk_204	tsk_204	-0.665570764181934	0.165224572995191
tsk_205	tsk_205	0.830565492174235	0.583300229201507
tsk_206	tsk_206	-0.279880917358931	-0.0192146584552709
tsk_207	tsk_207	0.799605646924409	1.87488858987804
tsk_208	tsk_208	2.76685547478386	2.76111407865389
