#FID,IID,V2
tsk_215,tsk_215,0.0637209
tsk_216,tsk_216,0.0637209
tsk_217,tsk_217,0.118599
tsk_218,tsk_218,0.0280942
tsk_219,tsk_219,0.0917065
tsk_220,tsk_220,-0.0221473
tsk_221,tsk_221,-0.0221473
tsk_222,tsk_222,-0.135733
tsk_223,tsk_223,0.117472
tsk_224,tsk_224,-0.0865998
tsk_225,tsk_225,-0.0460297
tsk_226,tsk_226,-0.0372034
tsk_227,tsk_227,-0.0955805
tsk_228,tsk_228,-0.0100401
tsk_229,tsk_229,0.166771
tsk_230,tsk_230,-0.0869532
tsk_231,tsk_231,-0.613145
tsk_232,tsk_232,-0.0907936
tsk_233,tsk_233,0.0837697
tsk_234,tsk_234,0.0360916
tsk_235,tsk_235,0.255816
tsk_236,tsk_236,0.292148
tsk_237,tsk_237,-0.211973
tsk_238,tsk_238,0.0547769
tsk_239,tsk_239,0.0571906
tsk_240,tsk_240,0.0471693
tsk_241,tsk_241,-0.0262311
tsk_242,tsk_242,0.0514489
tsk_243,tsk_243,-0.0321121
tsk_244,tsk_244,1.06535
tsk_245,tsk_245,-0.154988
tsk_246,tsk_246,-0.180918
tsk_247,tsk_247,-0.163966
tsk_248,tsk_248,-0.0178904
tsk_249,tsk_249,0.25742
tsk_250,tsk_250,-0.260308
tsk_251,tsk_251,-0.0446753
tsk_252,tsk_252,-0.0122247
tsk_253,tsk_253,-0.1187
tsk_254,tsk_254,-0.0698954
tsk_255,tsk_255,-0.00966558
tsk_256,tsk_256,0.0895339
tsk_257,tsk_257,0.032441
tsk_258,tsk_258,-0.0698954
tsk_259,tsk_259,-0.0710506
tsk_260,tsk_260,-0.0543058
tsk_261,tsk_261,-0.0543058
tsk_262,tsk_262,-0.121162
tsk_263,tsk_263,0.674074
tsk_264,tsk_264,-0.501197
tsk_265,tsk_265,0.874104
tsk_266,tsk_266,-0.092274
tsk_267,tsk_267,-0.232621
tsk_268,tsk_268,-0.166561
tsk_269,tsk_269,0.0102274
tsk_270,tsk_270,0.0513542
tsk_271,tsk_271,-0.437261
tsk_272,tsk_272,-0.568877
tsk_273,tsk_273,-0.0332622
tsk_274,tsk_274,-0.0332622
tsk_275,tsk_275,-0.0570969
tsk_276,tsk_276,-0.0570969
tsk_277,tsk_277,0.0642097
tsk_278,tsk_278,0.0539605
tsk_279,tsk_279,0.0379575
tsk_280,tsk_280,-0.0231748
tsk_281,tsk_281,0.0837697
tsk_282,tsk_282,-0.016805
tsk_283,tsk_283,-0.016805
tsk_284,tsk_284,0.0643791
tsk_285,tsk_285,0.237249
tsk_286,tsk_286,0.0837697
tsk_287,tsk_287,-0.692744
tsk_288,tsk_288,-0.44274
tsk_289,tsk_289,0.0239349
tsk_290,tsk_290,-0.0254792
tsk_291,tsk_291,0.0485618
tsk_292,tsk_292,0.0301222
tsk_293,tsk_293,-0.300614
tsk_294,tsk_294,-0.059361
tsk_295,tsk_295,0.0215788
tsk_296,tsk_296,0.0874591
tsk_297,tsk_297,0.400721
tsk_298,tsk_298,-0.345601
tsk_299,tsk_299,-1.03803
tsk_0,tsk_0,0.0757727
tsk_1,tsk_1,0.112555
tsk_2,tsk_2,0.103009
tsk_3,tsk_3,-0.727378
tsk_4,tsk_4,0.0389487
tsk_5,tsk_5,-0.126323
tsk_6,tsk_6,-0.126323
tsk_7,tsk_7,-0.126323
tsk_8,tsk_8,-0.126323
tsk_9,tsk_9,-0.126323
tsk_10,tsk_10,0.221632
tsk_11,tsk_11,0.075822
tsk_12,tsk_12,-0.0549936
tsk_13,tsk_13,-0.0833966
tsk_14,tsk_14,-1.37236
tsk_15,tsk_15,0.00502342
tsk_16,tsk_16,-0.131532
tsk_17,tsk_17,0.0434031
tsk_18,tsk_18,-0.102056
tsk_19,tsk_19,-0.125997
tsk_20,tsk_20,0.0259836
tsk_21,tsk_21,0.013942
tsk_22,tsk_22,-0.000271719
tsk_23,tsk_23,0.0658472
tsk_24,tsk_24,0.221795
tsk_25,tsk_25,-0.176105
tsk_26,tsk_26,0.111046
tsk_27,tsk_27,-0.197612
tsk_28,tsk_28,0.0265943
tsk_29,tsk_29,-0.0644645
tsk_30,tsk_30,-0.109312
tsk_31,tsk_31,0.412417
tsk_32,tsk_32,-0.197612
tsk_33,tsk_33,0.0220191
tsk_34,tsk_34,0.0917785
tsk_35,tsk_35,-0.0543099
tsk_36,tsk_36,-0.0601179
tsk_37,tsk_37,-0.0297407
tsk_38,tsk_38,0.116966
tsk_39,tsk_39,0.116966
tsk_40,tsk_40,-0.12812
tsk_41,tsk_41,0.116966
tsk_42,tsk_42,-0.402784
tsk_43,tsk_43,-0.0341779
tsk_44,tsk_44,0.16701
tsk_45,tsk_45,-0.0276136
tsk_46,tsk_46,-0.0657309
tsk_47,tsk_47,0.133384
tsk_48,tsk_48,-0.358504
tsk_49,tsk_49,-0.14094
tsk_50,tsk_50,-0.0395457
tsk_51,tsk_51,-0.0330862
tsk_52,tsk_52,0.182174
tsk_53,tsk_53,-0.0408137
tsk_54,tsk_54,0.1175
tsk_55,tsk_55,0.128011
tsk_56,tsk_56,-0.0459177
tsk_57,tsk_57,-0.0459177
tsk_58,tsk_58,0.0893519
tsk_59,tsk_59,-0.0610768
tsk_60,tsk_60,-0.0962807
tsk_61,tsk_61,-0.0610768
tsk_62,tsk_62,0.136692
tsk_63,tsk_63,0.198686
tsk_64,tsk_64,0.0403848
tsk_65,tsk_65,0.120079
tsk_66,tsk_66,0.0295952
tsk_67,tsk_67,0.515927
tsk_68,tsk_68,-0.265024
tsk_69,tsk_69,0.198686
tsk_70,tsk_70,-0.265024
tsk_71,tsk_71,0.0112964
tsk_72,tsk_72,0.115896
tsk_73,tsk_73,-0.114509
tsk_74,tsk_74,0.115896
tsk_75,tsk_75,0.176171
tsk_76,tsk_76,-0.171068
tsk_77,tsk_77,-0.265024
tsk_78,tsk_78,0.162394
tsk_79,tsk_79,0.111176
tsk_80,tsk_80,0.13901
tsk_81,tsk_81,-0.171567
tsk_82,tsk_82,-0.171567
tsk_83,tsk_83,-0.614742
tsk_84,tsk_84,-0.250373
tsk_85,tsk_85,0.0363808
tsk_86,tsk_86,0.0363808
tsk_87,tsk_87,0.0363808
tsk_88,tsk_88,0.0401166
tsk_89,tsk_89,0.134676
tsk_90,tsk_90,0.154898
tsk_91,tsk_91,0.150716
tsk_92,tsk_92,-0.0449564
tsk_93,tsk_93,0.14212
tsk_94,tsk_94,-0.0697091
tsk_95,tsk_95,0.281356
tsk_96,tsk_96,-0.258606
tsk_97,tsk_97,0.03987
tsk_98,tsk_98,0.318315
tsk_99,tsk_99,0.256413
tsk_200,tsk_200,0.270821
tsk_201,tsk_201,0.277584
tsk_202,tsk_202,0.221554
tsk_203,tsk_203,0.0220972
tsk_204,tsk_204,0.188469
tsk_205,tsk_205,-0.0684931
tsk_206,tsk_206,0.101231
tsk_207,tsk_207,-0.253795
tsk_208,tsk_208,0.0244012
tsk_209,tsk_209,-0.426688
tsk_210,tsk_210,0.0244012
tsk_211,tsk_211,0.140035
tsk_212,tsk_212,0.0244012
tsk_213,tsk_213,-0.426688
tsk_214,tsk_214,0.086601
tsk_215,tsk_215,0.086601
tsk_216,tsk_216,0.119852
tsk_217,tsk_217,-0.023735
tsk_218,tsk_218,0.111332
tsk_219,tsk_219,0.0595063
tsk_220,tsk_220,0.111332
tsk_221,tsk_221,0.111332
tsk_222,tsk_222,0.111332
tsk_223,tsk_223,0.0595063
tsk_224,tsk_224,0.111332
tsk_225,tsk_225,0.106583
tsk_226,tsk_226,0.395245
tsk_227,tsk_227,0.111332
tsk_228,tsk_228,0.12126
tsk_229,tsk_229,-0.0654554
tsk_230,tsk_230,0.157441
tsk_231,tsk_231,0.0821944
tsk_232,tsk_232,0.2232
tsk_233,tsk_233,0.2232
tsk_234,tsk_234,0.2232
tsk_235,tsk_235,0.2232
tsk_236,tsk_236,-0.141659
tsk_237,tsk_237,-0.141659
tsk_238,tsk_238,0.101241
tsk_239,tsk_239,0.070689
tsk_240,tsk_240,0.135321
tsk_241,tsk_241,0.070689
tsk_242,tsk_242,0.070689
tsk_243,tsk_243,0.0473096
tsk_244,tsk_244,0.0473096
tsk_245,tsk_245,0.0443185
tsk_246,tsk_246,0.0443185
tsk_247,tsk_247,0.41875
tsk_248,tsk_248,-0.217983
tsk_249,tsk_249,0.41875
tsk_250,tsk_250,0.41875
tsk_251,tsk_251,0.41875
tsk_252,tsk_252,0.41875
tsk_253,tsk_253,0.41875
tsk_254,tsk_254,0.0984948
tsk_255,tsk_255,0.331055
tsk_256,tsk_256,0.0930027
tsk_257,tsk_257,0.138728
tsk_258,tsk_258,0.404903
tsk_259,tsk_259,0.404903
tsk_260,tsk_260,-0.794301
tsk_261,tsk_261,0.404903
tsk_262,tsk_262,0.174807
tsk_263,tsk_263,-0.794301
tsk_264,tsk_264,-0.0550458
tsk_265,tsk_265,-0.156813
tsk_266,tsk_266,0.3215
tsk_267,tsk_267,-0.210433
tsk_268,tsk_268,0.151598
tsk_269,tsk_269,-0.105196
tsk_270,tsk_270,-0.0387775
tsk_271,tsk_271,0.0625528
tsk_272,tsk_272,-0.0718014
tsk_273,tsk_273,0.183171
tsk_274,tsk_274,-0.0718014
tsk_275,tsk_275,-0.0113513
tsk_276,tsk_276,0.196105
tsk_277,tsk_277,-0.0089312
tsk_278,tsk_278,-0.00596666
tsk_279,tsk_279,-0.174976
tsk_280,tsk_280,0.495292
tsk_281,tsk_281,0.0458708
tsk_282,tsk_282,-0.215635
tsk_283,tsk_283,-0.0372368
tsk_284,tsk_284,0.0500692
tsk_285,tsk_285,-0.0310863
tsk_286,tsk_286,-0.35033
tsk_287,tsk_287,-0.0575671
tsk_288,tsk_288,-0.35033
tsk_289,tsk_289,-0.0718014
tsk_290,tsk_290,-0.224793
tsk_291,tsk_291,-0.0637633
tsk_292,tsk_292,-0.073888
tsk_293,tsk_293,-0.0887947
tsk_294,tsk_294,-0.201825
tsk_295,tsk_295,0.00122677
tsk_296,tsk_296,0.00122677
tsk_297,tsk_297,0.133327
tsk_298,tsk_298,0.141053
tsk_299,tsk_299,0.234406
tsk_0,tsk_0,0.212199
tsk_1,tsk_1,0.136686
tsk_2,tsk_2,0.212199
tsk_3,tsk_3,0.212199
tsk_4,tsk_4,-0.285241
tsk_5,tsk_5,0.237245
tsk_6,tsk_6,0.237245
tsk_7,tsk_7,-0.178742
tsk_8,tsk_8,0.0665921
tsk_9,tsk_9,-0.138612
tsk_10,tsk_10,-0.117742
tsk_11,tsk_11,0.0751249
tsk_12,tsk_12,0.168647
tsk_13,tsk_13,-0.0193298
tsk_14,tsk_14,0.168647
tsk_15,tsk_15,0.0991835
tsk_16,tsk_16,0.596587
tsk_17,tsk_17,-0.0139021
tsk_18,tsk_18,-0.0139021
tsk_19,tsk_19,0.435353
tsk_20,tsk_20,-0.0508494
tsk_21,tsk_21,0.0361347
tsk_22,tsk_22,0.0548535
tsk_23,tsk_23,-0.0921827
tsk_24,tsk_24,0.120368
tsk_25,tsk_25,0.120368
tsk_26,tsk_26,-0.00805939
tsk_27,tsk_27,0.120368
tsk_28,tsk_28,-0.00853608
tsk_29,tsk_29,0.150945
tsk_30,tsk_30,0.150945
tsk_31,tsk_31,0.136765
tsk_32,tsk_32,0.240459
tsk_33,tsk_33,-0.549209
tsk_34,tsk_34,0.240459
tsk_35,tsk_35,-0.518757
tsk_36,tsk_36,0.235278
tsk_37,tsk_37,-0.0982365
tsk_38,tsk_38,0.222866
tsk_39,tsk_39,0.222866
tsk_40,tsk_40,0.155241
tsk_41,tsk_41,-0.783981
tsk_42,tsk_42,-0.783981
tsk_43,tsk_43,0.233116
tsk_44,tsk_44,-0.494115
tsk_45,tsk_45,-0.0487515
tsk_46,tsk_46,-0.0478946
tsk_47,tsk_47,0.176161
tsk_48,tsk_48,-0.129219
tsk_49,tsk_49,-0.0628215
tsk_50,tsk_50,0.262022
tsk_51,tsk_51,-0.0602713
tsk_52,tsk_52,0.0746973
tsk_53,tsk_53,0.061988
tsk_54,tsk_54,-0.0235449
tsk_55,tsk_55,-0.0235449
tsk_56,tsk_56,-0.024717
tsk_57,tsk_57,-0.255701
tsk_58,tsk_58,-0.024717
tsk_59,tsk_59,-0.48807
tsk_60,tsk_60,0.201975
tsk_61,tsk_61,0.117243
tsk_62,tsk_62,0.160487
tsk_63,tsk_63,-0.00974207
tsk_64,tsk_64,0.0525742
tsk_65,tsk_65,0.160487
tsk_66,tsk_66,-0.115813
tsk_67,tsk_67,-0.48807
tsk_68,tsk_68,-0.0365156
tsk_69,tsk_69,-0.115813
tsk_70,tsk_70,0.139691
tsk_71,tsk_71,-0.437671
tsk_72,tsk_72,-0.147693
tsk_73,tsk_73,-0.147693
tsk_74,tsk_74,-0.222566
tsk_75,tsk_75,-0.0305567
tsk_76,tsk_76,0.318921
tsk_77,tsk_77,-0.0869732
tsk_78,tsk_78,-0.437199
tsk_79,tsk_79,0.0619327
tsk_80,tsk_80,-0.123513
tsk_81,tsk_81,0.0912354
tsk_82,tsk_82,-0.123513
tsk_83,tsk_83,0.0128408
tsk_84,tsk_84,-0.123513
tsk_85,tsk_85,-0.122683
tsk_86,tsk_86,-0.122683
tsk_87,tsk_87,-0.122683
tsk_88,tsk_88,-0.0381504
tsk_89,tsk_89,0.178438
tsk_90,tsk_90,0.229965
tsk_91,tsk_91,-0.000577852
tsk_92,tsk_92,-0.162447
tsk_93,tsk_93,-0.162447
tsk_94,tsk_94,0.107652
tsk_95,tsk_95,-0.367798
tsk_96,tsk_96,0.271362
tsk_97,tsk_97,0.0345375
tsk_98,tsk_98,0.0225563
tsk_99,tsk_99,0.0157232
tsk_200,tsk_200,0.00773691
tsk_201,tsk_201,-0.0378851
tsk_202,tsk_202,0.271362
tsk_203,tsk_203,-0.0435594
tsk_204,tsk_204,-0.0565902
tsk_205,tsk_205,-0.0565902
tsk_206,tsk_206,0.414355
tsk_207,tsk_207,-0.0565902
tsk_208,tsk_208,-0.0565902
tsk_209,tsk_209,0.122752
tsk_210,tsk_210,-0.0565902
tsk_211,tsk_211,-0.0302191
tsk_212,tsk_212,-0.0565902
tsk_213,tsk_213,-0.0565902
tsk_214,tsk_214,-0.0565902
tsk_215,tsk_215,-0.0565902
tsk_216,tsk_216,-0.0565902
tsk_217,tsk_217,-0.0202725
tsk_218,tsk_218,0.0322787
tsk_219,tsk_219,-0.0202725
tsk_220,tsk_220,-0.0170839
tsk_221,tsk_221,-0.0396649
tsk_222,tsk_222,0.0112999
tsk_223,tsk_223,0.0728818
tsk_224,tsk_224,0.17548
tsk_225,tsk_225,0.0728818
tsk_226,tsk_226,0.0728818
tsk_227,tsk_227,-0.14431
tsk_228,tsk_228,0.0496051
tsk_229,tsk_229,0.186331
tsk_230,tsk_230,0.0496051
tsk_231,tsk_231,0.184852
tsk_232,tsk_232,0.0496051
tsk_233,tsk_233,0.0645096
tsk_234,tsk_234,0.0496051
tsk_235,tsk_235,0.0496051
tsk_236,tsk_236,0.190294
tsk_237,tsk_237,0.0700233
tsk_238,tsk_238,-0.0181994
tsk_239,tsk_239,0.0315664
tsk_240,tsk_240,0.0156457
tsk_241,tsk_241,-0.342103
tsk_242,tsk_242,-0.153791
tsk_243,tsk_243,0.30145
tsk_244,tsk_244,-0.0896847
tsk_245,tsk_245,-0.1074
tsk_246,tsk_246,-0.115053
tsk_247,tsk_247,-0.242651
tsk_248,tsk_248,0.211999
tsk_249,tsk_249,-0.242651
tsk_250,tsk_250,0.0634409
tsk_251,tsk_251,-0.0961531
tsk_252,tsk_252,0.479436
tsk_253,tsk_253,-0.0961531
tsk_254,tsk_254,-0.147212
tsk_255,tsk_255,0.16069
tsk_256,tsk_256,0.149999
tsk_257,tsk_257,0.0634409
tsk_258,tsk_258,-0.138226
tsk_259,tsk_259,0.11189
tsk_260,tsk_260,0.0470665
tsk_261,tsk_261,0.219022
tsk_262,tsk_262,0.0634409
tsk_263,tsk_263,-0.310901
tsk_264,tsk_264,-0.0545544
tsk_265,tsk_265,-0.230316
tsk_266,tsk_266,0.131331
tsk_267,tsk_267,-0.100743
tsk_268,tsk_268,-0.0866878
tsk_269,tsk_269,0.155106
tsk_270,tsk_270,-0.066405
tsk_271,tsk_271,0.11189
tsk_272,tsk_272,-0.432961
tsk_273,tsk_273,0.131331
tsk_274,tsk_274,0.272764
tsk_275,tsk_275,0.131331
tsk_276,tsk_276,0.0762058
tsk_277,tsk_277,0.0794231
tsk_278,tsk_278,-0.241876
tsk_279,tsk_279,-0.0141566
tsk_280,tsk_280,-0.0236869
tsk_281,tsk_281,0.0313129
tsk_282,tsk_282,0.11189
tsk_283,tsk_283,0.0747347
tsk_284,tsk_284,-0.170374
tsk_285,tsk_285,0.0451427
tsk_286,tsk_286,0.0819375
tsk_287,tsk_287,-0.230109
tsk_288,tsk_288,0.0819375
tsk_289,tsk_289,-0.219254
tsk_290,tsk_290,-0.1133
tsk_291,tsk_291,-0.300017
tsk_292,tsk_292,0.210126
tsk_293,tsk_293,0.210126
tsk_294,tsk_294,0.210126
tsk_295,tsk_295,0.0420122
tsk_296,tsk_296,0.188157
tsk_297,tsk_297,-0.0176499
tsk_298,tsk_298,-0.0652336
tsk_299,tsk_299,0.125151
tsk_0,tsk_0,0.293594
tsk_1,tsk_1,0.252073
tsk_2,tsk_2,-0.0187913
tsk_3,tsk_3,0.0173546
tsk_4,tsk_4,0.0949437
tsk_5,tsk_5,0.189469
tsk_6,tsk_6,-0.241706
tsk_7,tsk_7,-0.0331725
tsk_8,tsk_8,0.189469
tsk_9,tsk_9,0.0949437
tsk_10,tsk_10,-0.102295
tsk_11,tsk_11,-0.0647609
tsk_12,tsk_12,-0.112213
tsk_13,tsk_13,-0.0832789
tsk_14,tsk_14,-0.0354771
tsk_15,tsk_15,-0.101491
tsk_16,tsk_16,-0.0606441
tsk_17,tsk_17,-0.140221
tsk_18,tsk_18,-0.0579256
tsk_19,tsk_19,0.0941113
tsk_20,tsk_20,-0.111242
tsk_21,tsk_21,0.0268004
tsk_22,tsk_22,0.0949437
tsk_23,tsk_23,-0.146915
tsk_24,tsk_24,-0.146915
tsk_25,tsk_25,-0.0759202
tsk_26,tsk_26,0.69373
tsk_27,tsk_27,-0.0138529
tsk_28,tsk_28,-0.0643106
tsk_29,tsk_29,-0.0643106
tsk_30,tsk_30,-0.070013
tsk_31,tsk_31,-0.0810533
tsk_32,tsk_32,0.0298994
tsk_33,tsk_33,0.0314411
tsk_34,tsk_34,-0.0672182
tsk_35,tsk_35,-0.10461
tsk_36,tsk_36,-0.10461
tsk_37,tsk_37,0.00208061
tsk_38,tsk_38,-0.0938545
tsk_39,tsk_39,-0.00299922
tsk_40,tsk_40,-0.113837
tsk_41,tsk_41,-0.113837
tsk_42,tsk_42,0.0155122
tsk_43,tsk_43,-0.147977
tsk_44,tsk_44,0.0726419
tsk_45,tsk_45,-0.147977
tsk_46,tsk_46,-0.147977
tsk_47,tsk_47,-0.00388852
tsk_48,tsk_48,-0.129638
tsk_49,tsk_49,-0.0691548
tsk_50,tsk_50,-0.135696
tsk_51,tsk_51,-0.0168868
tsk_52,tsk_52,-0.0362391
tsk_53,tsk_53,-0.135696
tsk_54,tsk_54,0.319873
tsk_55,tsk_55,-0.0756664
tsk_56,tsk_56,0.613476
tsk_57,tsk_57,0.00126149
tsk_58,tsk_58,-0.0751172
tsk_59,tsk_59,-0.0525435
tsk_60,tsk_60,-0.0534613
tsk_61,tsk_61,-0.0494133
tsk_62,tsk_62,0.127426
tsk_63,tsk_63,-0.0858547
tsk_64,tsk_64,-0.0496969
tsk_65,tsk_65,0.175454
tsk_66,tsk_66,0.0670596
tsk_67,tsk_67,0.0042178
tsk_68,tsk_68,0.175454
tsk_69,tsk_69,0.172636
tsk_70,tsk_70,-1.59137
tsk_71,tsk_71,0.172636
tsk_72,tsk_72,0.106587
tsk_73,tsk_73,0.152873
tsk_74,tsk_74,-0.0509954
tsk_75,tsk_75,-0.0509954
tsk_76,tsk_76,0.0641297
tsk_77,tsk_77,0.0641297
tsk_78,tsk_78,-0.0895703
tsk_79,tsk_79,0.00515299
tsk_80,tsk_80,-0.222352
tsk_81,tsk_81,-0.214117
tsk_82,tsk_82,-0.712139
tsk_83,tsk_83,-0.175704
tsk_84,tsk_84,0.116924
tsk_85,tsk_85,0.184294
tsk_86,tsk_86,-0.177704
tsk_87,tsk_87,0.146259
tsk_88,tsk_88,-0.0974406
tsk_89,tsk_89,-0.12822
tsk_90,tsk_90,-0.188626
tsk_91,tsk_91,-0.172898
tsk_92,tsk_92,-0.200683
tsk_93,tsk_93,-0.0687279
tsk_94,tsk_94,-0.287526
tsk_95,tsk_95,0.0127689
tsk_96,tsk_96,-0.157106
tsk_97,tsk_97,0.0615498
tsk_98,tsk_98,-0.00356691
tsk_99,tsk_99,-0.298968
tsk_200,tsk_200,-0.0687279
tsk_201,tsk_201,-0.00356691
tsk_202,tsk_202,-0.190422
tsk_203,tsk_203,0.141343
tsk_204,tsk_204,-0.0212839
tsk_205,tsk_205,-0.0343013
tsk_206,tsk_206,-0.0501511
tsk_207,tsk_207,-0.0512513
tsk_208,tsk_208,-0.0687279
tsk_209,tsk_209,-0.236436
tsk_210,tsk_210,0.10621
tsk_211,tsk_211,0.0411625
tsk_212,tsk_212,-0.028173
tsk_213,tsk_213,0.0141899
tsk_214,tsk_214,0.0463002
tsk_215,tsk_215,-0.140497
tsk_216,tsk_216,-0.0548875
tsk_217,tsk_217,-0.0833284
tsk_218,tsk_218,0.113746
tsk_219,tsk_219,-0.0819333
tsk_220,tsk_220,-0.0774958
tsk_221,tsk_221,-0.0287856
tsk_222,tsk_222,0.0187428
tsk_223,tsk_223,-0.0949411
tsk_224,tsk_224,0.130339
tsk_225,tsk_225,-0.104111
tsk_226,tsk_226,-0.127447
tsk_227,tsk_227,-0.0372119
tsk_228,tsk_228,-0.0798959
tsk_229,tsk_229,-0.0563937
tsk_230,tsk_230,-0.137451
tsk_231,tsk_231,0.0617707
tsk_232,tsk_232,0.095143
tsk_233,tsk_233,-0.545737
tsk_234,tsk_234,-0.123209
tsk_235,tsk_235,-0.0641311
tsk_236,tsk_236,0.0180583
tsk_237,tsk_237,0.0897217
tsk_238,tsk_238,-0.0295923
tsk_239,tsk_239,-0.00511513
tsk_240,tsk_240,-0.0659583
tsk_241,tsk_241,0.209738
tsk_242,tsk_242,-0.0659583
tsk_243,tsk_243,0.784317
tsk_244,tsk_244,-0.0477285
tsk_245,tsk_245,0.133265
tsk_246,tsk_246,0.0118685
tsk_247,tsk_247,-0.0743361
tsk_248,tsk_248,0.0605681
tsk_249,tsk_249,0.209738
tsk_250,tsk_250,-0.0869791
tsk_251,tsk_251,-0.110897
tsk_252,tsk_252,-0.0610646
tsk_253,tsk_253,-0.081309
tsk_254,tsk_254,-0.0610646
tsk_255,tsk_255,-0.0610646
tsk_256,tsk_256,-0.208475
tsk_257,tsk_257,-0.215862
tsk_258,tsk_258,-0.236203
tsk_259,tsk_259,-0.229768
tsk_260,tsk_260,0.412935
tsk_261,tsk_261,0.00415019
tsk_262,tsk_262,-0.0875728
tsk_263,tsk_263,-0.0533322
tsk_264,tsk_264,0.412935
tsk_265,tsk_265,-0.0533322
tsk_266,tsk_266,-0.0533322
tsk_267,tsk_267,0.784317
tsk_268,tsk_268,-0.0533322
tsk_269,tsk_269,-0.0533322
tsk_270,tsk_270,-0.0533322
tsk_271,tsk_271,-0.154337
tsk_272,tsk_272,0.23814
tsk_273,tsk_273,-0.140903
tsk_274,tsk_274,-0.0533322
tsk_275,tsk_275,-0.0964218
tsk_276,tsk_276,-0.0497184
tsk_277,tsk_277,0.149621
tsk_278,tsk_278,-0.0749562
tsk_279,tsk_279,0.167326
tsk_280,tsk_280,0.0766497
tsk_281,tsk_281,-0.076326
tsk_282,tsk_282,-0.212363
tsk_283,tsk_283,-0.212363
tsk_284,tsk_284,-0.133206
tsk_285,tsk_285,-0.22035
tsk_286,tsk_286,-0.0679152
tsk_287,tsk_287,-0.0852521
tsk_288,tsk_288,0.0160833
tsk_289,tsk_289,-0.114063
tsk_290,tsk_290,-0.0397197
tsk_291,tsk_291,-0.317213
tsk_292,tsk_292,-0.111296
tsk_293,tsk_293,0.061484
tsk_294,tsk_294,-0.152971
tsk_295,tsk_295,-0.103605
tsk_296,tsk_296,0.123932
tsk_297,tsk_297,0.24449
tsk_298,tsk_298,0.0474137
tsk_299,tsk_299,-0.0247963
tsk_0,tsk_0,0.082835
tsk_1,tsk_1,-0.0139501
tsk_2,tsk_2,0.0843684
tsk_3,tsk_3,-0.0519637
tsk_4,tsk_4,0.0586227
tsk_5,tsk_5,0.0214884
tsk_6,tsk_6,-0.0556033
tsk_7,tsk_7,-0.0422869
tsk_8,tsk_8,-0.0479555
tsk_9,tsk_9,-0.0479555
tsk_10,tsk_10,-0.0479555
tsk_11,tsk_11,-0.0479555
tsk_12,tsk_12,0.00293892
tsk_13,tsk_13,-0.0925745
tsk_14,tsk_14,-0.0989149
tsk_15,tsk_15,-0.0882124
tsk_16,tsk_16,0.118576
tsk_17,tsk_17,-0.22031
tsk_18,tsk_18,0.199102
tsk_19,tsk_19,-0.0882124
tsk_20,tsk_20,-0.0612492
tsk_21,tsk_21,-0.0612492
tsk_22,tsk_22,-0.0167566
tsk_23,tsk_23,0.0820983
tsk_24,tsk_24,0.0860751
tsk_25,tsk_25,0.0994142
tsk_26,tsk_26,0.0994142
tsk_27,tsk_27,0.0136501
tsk_28,tsk_28,-0.22031
tsk_29,tsk_29,-0.0410373
tsk_30,tsk_30,0.0395812
tsk_31,tsk_31,0.0285657
tsk_32,tsk_32,0.0906185
tsk_33,tsk_33,0.0406536
tsk_34,tsk_34,0.137042
tsk_35,tsk_35,0.0267074
tsk_36,tsk_36,-0.0470461
tsk_37,tsk_37,0.158744
tsk_38,tsk_38,0.158744
tsk_39,tsk_39,0.158744
tsk_40,tsk_40,0.0106363
tsk_41,tsk_41,0.0236699
tsk_42,tsk_42,-0.0470461
tsk_43,tsk_43,0.0106363
tsk_44,tsk_44,0.0106363
tsk_45,tsk_45,-0.424704
tsk_46,tsk_46,0.0613389
tsk_47,tsk_47,-0.184525
tsk_48,tsk_48,-0.17745
tsk_49,tsk_49,0.0158546
tsk_50,tsk_50,0.351833
tsk_51,tsk_51,0.0613389
tsk_52,tsk_52,-0.0892226
tsk_53,tsk_53,-0.0520082
tsk_54,tsk_54,-0.136782
tsk_55,tsk_55,-0.136782
tsk_56,tsk_56,-0.136782
tsk_57,tsk_57,-0.194344
tsk_58,tsk_58,-0.123067
tsk_59,tsk_59,0.233694
tsk_60,tsk_60,-0.136782
tsk_61,tsk_61,-0.286603
tsk_62,tsk_62,-0.16335
tsk_63,tsk_63,0.011518
tsk_64,tsk_64,-0.176044
tsk_65,tsk_65,-0.0422553
tsk_66,tsk_66,-0.117845
tsk_67,tsk_67,0.241305
tsk_68,tsk_68,0.241305
tsk_69,tsk_69,-0.117845
tsk_70,tsk_70,-0.058441
tsk_71,tsk_71,-0.260645
tsk_72,tsk_72,-0.260645
tsk_73,tsk_73,-0.0352086
tsk_74,tsk_74,0.108873
tsk_75,tsk_75,-0.10017
tsk_76,tsk_76,0.0271427
tsk_77,tsk_77,-0.25407
tsk_78,tsk_78,0.126719
tsk_79,tsk_79,0.126719
tsk_80,tsk_80,0.108873
tsk_81,tsk_81,-0.105
tsk_82,tsk_82,-0.0871408
tsk_83,tsk_83,0.108873
tsk_84,tsk_84,-0.00627947
tsk_85,tsk_85,-0.232336
tsk_86,tsk_86,0.201974
tsk_87,tsk_87,-0.232336
tsk_88,tsk_88,-0.00627947
tsk_89,tsk_89,0.156
tsk_90,tsk_90,0.097683
tsk_91,tsk_91,-0.25407
