#FID,IID,V2
tsk_74,tsk_74,0.0343491
tsk_75,tsk_75,-0.112273
tsk_76,tsk_76,-0.124656
tsk_77,tsk_77,-0.183209
tsk_78,tsk_78,-0.128609
tsk_79,tsk_79,-0.0194042
tsk_80,tsk_80,-0.0592887
tsk_81,tsk_81,-0.253589
tsk_82,tsk_82,-0.104906
tsk_83,tsk_83,-0.287807
tsk_84,tsk_84,-0.0553751
tsk_85,tsk_85,0.0571348
tsk_86,tsk_86,-0.183209
tsk_87,tsk_87,0.036423
tsk_88,tsk_88,-0.261511
tsk_89,tsk_89,0.11792
tsk_90,tsk_90,-0.00605191
tsk_91,tsk_91,0.458469
tsk_92,tsk_92,-0.0160114
tsk_93,tsk_93,0.177969
tsk_94,tsk_94,0.0918158
tsk_95,tsk_95,-0.0160114
tsk_96,tsk_96,0.0813709
tsk_97,tsk_97,0.0813709
tsk_98,tsk_98,0.0798299
tsk_99,tsk_99,0.0798299
tsk_200,tsk_200,0.0798299
tsk_201,tsk_201,-0.063626
tsk_202,tsk_202,0.114802
tsk_203,tsk_203,0.131283
tsk_204,tsk_204,0.0798299
tsk_205,tsk_205,0.0798299
tsk_206,tsk_206,0.427883
tsk_207,tsk_207,-0.0781406
tsk_208,tsk_208,-0.0496825
tsk_209,tsk_209,-0.0496825
tsk_210,tsk_210,0.0345329
tsk_211,tsk_211,0.0345329
tsk_212,tsk_212,0.0110633
tsk_213,tsk_213,0.14569
tsk_214,tsk_214,0.169325
tsk_215,tsk_215,0.176482
tsk_216,tsk_216,0.0646812
tsk_217,tsk_217,-0.113155
tsk_218,tsk_218,-0.00231213
tsk_219,tsk_219,0.000702349
tsk_220,tsk_220,-0.00231213
tsk_221,tsk_221,-0.0424094
tsk_222,tsk_222,0.113291
tsk_223,tsk_223,-0.0424094
tsk_224,tsk_224,-0.0587893
tsk_225,tsk_225,-0.82445
tsk_226,tsk_226,0.332324
tsk_227,tsk_227,-0.142889
tsk_228,tsk_228,-0.174951
tsk_229,tsk_229,0.272633
tsk_230,tsk_230,0.0854184
tsk_231,tsk_231,0.0929045
tsk_232,tsk_232,0.0602159
tsk_233,tsk_233,0.0854184
tsk_234,tsk_234,0.0370648
tsk_235,tsk_235,-0.235439
tsk_236,tsk_236,0.0370648
tsk_237,tsk_237,0.0457113
tsk_238,tsk_238,0.272633
tsk_239,tsk_239,0.240047
tsk_240,tsk_240,0.150216
tsk_241,tsk_241,0.129191
tsk_242,tsk_242,0.273256
tsk_243,tsk_243,0.273256
tsk_244,tsk_244,0.273256
tsk_245,tsk_245,-0.179521
tsk_246,tsk_246,0.273256
tsk_247,tsk_247,-0.127083
tsk_248,tsk_248,-0.0122857
tsk_249,tsk_249,0.273256
tsk_250,tsk_250,0.273256
tsk_251,tsk_251,-0.301546
tsk_252,tsk_252,0.0124864
tsk_253,tsk_253,0.163981
tsk_254,tsk_254,-0.0469639
tsk_255,tsk_255,-0.0586667
tsk_256,tsk_256,-0.00983213
tsk_257,tsk_257,-0.0871226
tsk_258,tsk_258,0.0244734
tsk_259,tsk_259,-0.0899711
tsk_260,tsk_260,-0.0899711
tsk_261,tsk_261,0.367788
tsk_262,tsk_262,0.367788
tsk_263,tsk_263,0.102725
tsk_264,tsk_264,0.20006
tsk_265,tsk_265,0.117438
tsk_266,tsk_266,-0.0276171
tsk_267,tsk_267,-0.163698
tsk_268,tsk_268,0.500874
tsk_269,tsk_269,0.500874
tsk_270,tsk_270,0.500874
tsk_271,tsk_271,-0.0802552
tsk_272,tsk_272,0.500874
tsk_273,tsk_273,0.0432796
tsk_274,tsk_274,0.0925166
tsk_275,tsk_275,0.136594
tsk_276,tsk_276,0.13719
tsk_277,tsk_277,0.13719
tsk_278,tsk_278,0.0492608
tsk_279,tsk_279,-0.128541
tsk_280,tsk_280,-0.162774
tsk_281,tsk_281,0.0860516
tsk_282,tsk_282,0.0860516
tsk_283,tsk_283,-0.234631
tsk_284,tsk_284,-0.0396531
tsk_285,tsk_285,0.0860516
tsk_286,tsk_286,-0.234631
tsk_287,tsk_287,0.114495
tsk_288,tsk_288,-0.0593261
tsk_289,tsk_289,-0.00940233
tsk_290,tsk_290,-0.00940233
tsk_291,tsk_291,0.0784316
tsk_292,tsk_292,-0.198792
tsk_293,tsk_293,0.0519244
tsk_294,tsk_294,0.0516033
tsk_295,tsk_295,-0.139453
tsk_296,tsk_296,0.176219
tsk_297,tsk_297,0.147077
tsk_298,tsk_298,0.0475597
tsk_299,tsk_299,-0.0376469
tsk_0,tsk_0,0.10265
tsk_1,tsk_1,0.202025
tsk_2,tsk_2,0.118027
tsk_3,tsk_3,0.149554
tsk_4,tsk_4,0.347566
tsk_5,tsk_5,0.139795
tsk_6,tsk_6,0.149554
tsk_7,tsk_7,0.12256
tsk_8,tsk_8,0.424019
tsk_9,tsk_9,0.342047
tsk_10,tsk_10,0.793862
tsk_11,tsk_11,0.000712329
tsk_12,tsk_12,0.0503797
tsk_13,tsk_13,-0.0805862
tsk_14,tsk_14,-0.0805862
tsk_15,tsk_15,-0.141178
tsk_16,tsk_16,0.0215608
tsk_17,tsk_17,0.0215608
tsk_18,tsk_18,0.338108
tsk_19,tsk_19,-0.141178
tsk_20,tsk_20,-0.071045
tsk_21,tsk_21,0.154051
tsk_22,tsk_22,-0.0522794
tsk_23,tsk_23,-0.0368062
tsk_24,tsk_24,-0.0368062
tsk_25,tsk_25,-0.0368062
tsk_26,tsk_26,-0.0368062
tsk_27,tsk_27,-0.0448431
tsk_28,tsk_28,0.396662
tsk_29,tsk_29,0.351402
tsk_30,tsk_30,0.351402
tsk_31,tsk_31,-0.131215
tsk_32,tsk_32,-0.107331
tsk_33,tsk_33,-0.0368062
tsk_34,tsk_34,0.0594318
tsk_35,tsk_35,-0.0873228
tsk_36,tsk_36,-0.0368062
tsk_37,tsk_37,0.0199718
tsk_38,tsk_38,-0.0368062
tsk_39,tsk_39,-0.107331
tsk_40,tsk_40,-0.0498958
tsk_41,tsk_41,-0.285625
tsk_42,tsk_42,0.171991
tsk_43,tsk_43,-0.00277609
tsk_44,tsk_44,-0.160243
tsk_45,tsk_45,0.337036
tsk_46,tsk_46,-0.112002
tsk_47,tsk_47,-0.0225448
tsk_48,tsk_48,0.0462858
tsk_49,tsk_49,-0.160243
tsk_50,tsk_50,-0.160243
tsk_51,tsk_51,0.0212653
tsk_52,tsk_52,-0.0244921
tsk_53,tsk_53,0.127742
tsk_54,tsk_54,-0.00100665
tsk_55,tsk_55,0.0318934
tsk_56,tsk_56,0.070675
tsk_57,tsk_57,0.0495754
tsk_58,tsk_58,0.0318934
tsk_59,tsk_59,-0.160243
tsk_60,tsk_60,0.36258
tsk_61,tsk_61,0.143241
tsk_62,tsk_62,-0.0357893
tsk_63,tsk_63,-0.12534
tsk_64,tsk_64,-0.14342
tsk_65,tsk_65,0.16111
tsk_66,tsk_66,0.0784576
tsk_67,tsk_67,-0.0017514
tsk_68,tsk_68,-0.290249
tsk_69,tsk_69,0.5179
tsk_70,tsk_70,-0.117932
tsk_71,tsk_71,-0.116911
tsk_72,tsk_72,0.284822
tsk_73,tsk_73,-0.0200035
tsk_74,tsk_74,0.284822
tsk_75,tsk_75,-0.0972752
tsk_76,tsk_76,-0.381258
tsk_77,tsk_77,-0.296564
tsk_78,tsk_78,-0.0769206
tsk_79,tsk_79,0.0560388
tsk_80,tsk_80,0.0729294
tsk_81,tsk_81,0.0729294
tsk_82,tsk_82,-0.0905103
tsk_83,tsk_83,-0.0733719
tsk_84,tsk_84,-0.065322
tsk_85,tsk_85,-0.179105
tsk_86,tsk_86,-0.178997
tsk_87,tsk_87,-0.0496838
tsk_88,tsk_88,-0.178997
tsk_89,tsk_89,0.108178
tsk_90,tsk_90,-0.00521549
tsk_91,tsk_91,-0.157829
tsk_92,tsk_92,0.349587
tsk_93,tsk_93,0.023822
tsk_94,tsk_94,0.009036
tsk_95,tsk_95,0.119252
tsk_96,tsk_96,0.349587
tsk_97,tsk_97,-0.0738121
tsk_98,tsk_98,-0.0738121
tsk_99,tsk_99,-0.0344219
tsk_200,tsk_200,0.11674
tsk_201,tsk_201,0.350907
tsk_202,tsk_202,-0.0903415
tsk_203,tsk_203,0.0234002
tsk_204,tsk_204,-0.047568
tsk_205,tsk_205,0.105965
tsk_206,tsk_206,-0.047568
tsk_207,tsk_207,-0.0166825
tsk_208,tsk_208,0.288309
tsk_209,tsk_209,0.0602616
tsk_210,tsk_210,0.0763844
tsk_211,tsk_211,-0.078314
tsk_212,tsk_212,-0.116441
tsk_213,tsk_213,-0.116441
tsk_214,tsk_214,-0.13188
tsk_215,tsk_215,0.00588393
tsk_216,tsk_216,-0.13188
tsk_217,tsk_217,-0.276359
tsk_218,tsk_218,0.219029
tsk_219,tsk_219,-0.461934
tsk_220,tsk_220,0.149922
tsk_221,tsk_221,-0.0124226
tsk_222,tsk_222,0.0236137
tsk_223,tsk_223,-0.0124226
tsk_224,tsk_224,-0.313399
tsk_225,tsk_225,0.165055
tsk_226,tsk_226,0.165055
tsk_227,tsk_227,0.165055
tsk_228,tsk_228,0.452072
tsk_229,tsk_229,0.165055
tsk_230,tsk_230,0.133246
tsk_231,tsk_231,-0.0568952
tsk_232,tsk_232,0.00700094
tsk_233,tsk_233,0.202332
tsk_234,tsk_234,0.0138497
tsk_235,tsk_235,0.0138497
tsk_236,tsk_236,0.0392123
tsk_237,tsk_237,-0.00752971
tsk_238,tsk_238,0.0177608
tsk_239,tsk_239,-0.194627
tsk_240,tsk_240,-0.194627
tsk_241,tsk_241,-0.223266
tsk_242,tsk_242,0.0691435
tsk_243,tsk_243,-0.223266
tsk_244,tsk_244,0.247422
tsk_245,tsk_245,-0.183266
tsk_246,tsk_246,-0.183266
tsk_247,tsk_247,-0.183266
tsk_248,tsk_248,-0.172858
tsk_249,tsk_249,-0.00146378
tsk_250,tsk_250,0.0895125
tsk_251,tsk_251,-0.122261
tsk_252,tsk_252,-0.581905
tsk_253,tsk_253,0.292414
tsk_254,tsk_254,0.0429556
tsk_255,tsk_255,0.0691435
tsk_256,tsk_256,-0.00117586
tsk_257,tsk_257,0.109368
tsk_258,tsk_258,0.525352
tsk_259,tsk_259,0.23217
tsk_260,tsk_260,-0.278802
tsk_261,tsk_261,0.0337873
tsk_262,tsk_262,0.130295
tsk_263,tsk_263,0.0132602
tsk_264,tsk_264,-0.118028
tsk_265,tsk_265,0.0691435
tsk_266,tsk_266,-0.0210294
tsk_267,tsk_267,0.0550072
tsk_268,tsk_268,0.10223
tsk_269,tsk_269,-0.314337
tsk_270,tsk_270,-0.305065
tsk_271,tsk_271,-0.102814
tsk_272,tsk_272,-0.0103968
tsk_273,tsk_273,0.101922
tsk_274,tsk_274,-0.0301065
tsk_275,tsk_275,-0.0301065
tsk_276,tsk_276,-0.0301065
tsk_277,tsk_277,-0.00717274
tsk_278,tsk_278,0.266872
tsk_279,tsk_279,0.266872
tsk_280,tsk_280,0.266872
tsk_281,tsk_281,-0.085115
tsk_282,tsk_282,0.0777136
tsk_283,tsk_283,0.0450153
tsk_284,tsk_284,-0.266086
tsk_285,tsk_285,0.0736886
tsk_286,tsk_286,-0.0402387
tsk_287,tsk_287,0.0736886
tsk_288,tsk_288,-0.0879093
tsk_289,tsk_289,-0.0492741
tsk_290,tsk_290,0.0736886
tsk_291,tsk_291,0.0833449
tsk_292,tsk_292,-0.114536
tsk_293,tsk_293,-0.350508
tsk_294,tsk_294,-0.0949242
tsk_295,tsk_295,-0.0949242
tsk_296,tsk_296,-0.0949242
tsk_297,tsk_297,0.0359496
tsk_298,tsk_298,-0.0663614
tsk_299,tsk_299,-0.115267
tsk_0,tsk_0,-0.115267
tsk_1,tsk_1,-0.0728501
tsk_2,tsk_2,-0.0143376
tsk_3,tsk_3,-0.150716
tsk_4,tsk_4,0.142042
tsk_5,tsk_5,-0.123354
tsk_6,tsk_6,-0.081922
tsk_7,tsk_7,-0.083565
tsk_8,tsk_8,-0.083565
tsk_9,tsk_9,0.112662
tsk_10,tsk_10,-0.0552797
tsk_11,tsk_11,0.232733
tsk_12,tsk_12,-0.116904
tsk_13,tsk_13,0.257148
tsk_14,tsk_14,0.257148
tsk_15,tsk_15,0.235752
tsk_16,tsk_16,0.235752
tsk_17,tsk_17,-0.0844143
tsk_18,tsk_18,-0.491744
tsk_19,tsk_19,-0.0693046
tsk_20,tsk_20,-0.0693046
tsk_21,tsk_21,0.106445
tsk_22,tsk_22,-0.0939776
tsk_23,tsk_23,-0.0817566
tsk_24,tsk_24,0.377031
tsk_25,tsk_25,-0.0978205
tsk_26,tsk_26,0.00809651
tsk_27,tsk_27,0.132112
tsk_28,tsk_28,0.44036
tsk_29,tsk_29,0.377031
tsk_30,tsk_30,1.40657
tsk_31,tsk_31,0.225601
tsk_32,tsk_32,0.00634168
tsk_33,tsk_33,0.0426423
tsk_34,tsk_34,-0.00890081
tsk_35,tsk_35,0.0047009
tsk_36,tsk_36,0.0116701
tsk_37,tsk_37,-0.0584855
tsk_38,tsk_38,0.377031
tsk_39,tsk_39,-0.0734266
tsk_40,tsk_40,0.0757494
tsk_41,tsk_41,-0.140884
tsk_42,tsk_42,-0.166048
tsk_43,tsk_43,-0.141169
tsk_44,tsk_44,-0.166048
tsk_45,tsk_45,-0.0389897
tsk_46,tsk_46,0.376391
tsk_47,tsk_47,-0.0554292
tsk_48,tsk_48,-0.0389747
tsk_49,tsk_49,0.0228401
tsk_50,tsk_50,0.0148902
tsk_51,tsk_51,-0.157149
tsk_52,tsk_52,0.0228401
tsk_53,tsk_53,0.551278
tsk_54,tsk_54,-0.281374
tsk_55,tsk_55,-0.281374
tsk_56,tsk_56,-0.281374
tsk_57,tsk_57,0.0603877
tsk_58,tsk_58,0.0652031
tsk_59,tsk_59,0.0652031
tsk_60,tsk_60,0.428011
tsk_61,tsk_61,0.428011
tsk_62,tsk_62,-0.00108248
tsk_63,tsk_63,0.0386696
tsk_64,tsk_64,-0.0169969
tsk_65,tsk_65,0.240639
tsk_66,tsk_66,-0.151997
tsk_67,tsk_67,-0.0673009
tsk_68,tsk_68,0.240639
tsk_69,tsk_69,-0.548297
tsk_70,tsk_70,0.011288
tsk_71,tsk_71,-0.0472345
tsk_72,tsk_72,-0.222063
tsk_73,tsk_73,-0.367435
tsk_74,tsk_74,-0.0472345
tsk_75,tsk_75,-0.00326844
tsk_76,tsk_76,0.0113063
tsk_77,tsk_77,-0.108181
tsk_78,tsk_78,-0.307476
tsk_79,tsk_79,-0.0588885
tsk_80,tsk_80,0.0552774
tsk_81,tsk_81,0.165261
tsk_82,tsk_82,-0.108181
tsk_83,tsk_83,0.00461025
tsk_84,tsk_84,-0.0161808
tsk_85,tsk_85,-0.109246
tsk_86,tsk_86,-0.074741
tsk_87,tsk_87,0.441573
tsk_88,tsk_88,0.0415314
tsk_89,tsk_89,-0.024556
tsk_90,tsk_90,-0.0682808
tsk_91,tsk_91,0.165261
tsk_92,tsk_92,0.156758
tsk_93,tsk_93,0.0174352
tsk_94,tsk_94,-0.0143397
tsk_95,tsk_95,-0.129386
tsk_96,tsk_96,-0.129386
tsk_97,tsk_97,0.071532
tsk_98,tsk_98,-0.129386
tsk_99,tsk_99,-0.129386
tsk_200,tsk_200,-0.0893731
tsk_201,tsk_201,-0.0893731
tsk_202,tsk_202,0.214213
tsk_203,tsk_203,-0.11198
tsk_204,tsk_204,0.233309
tsk_205,tsk_205,0.214213
tsk_206,tsk_206,0.451836
tsk_207,tsk_207,0.0602671
tsk_208,tsk_208,0.0711803
tsk_209,tsk_209,0.272259
tsk_210,tsk_210,-0.14826
tsk_211,tsk_211,0.326937
tsk_212,tsk_212,-0.0392466
tsk_213,tsk_213,-0.14826
tsk_214,tsk_214,0.184562
tsk_215,tsk_215,0.208934
tsk_216,tsk_216,-0.0943238
tsk_217,tsk_217,-0.471415
tsk_218,tsk_218,-0.254647
tsk_219,tsk_219,0.0492967
tsk_220,tsk_220,0.215845
tsk_221,tsk_221,0.625579
tsk_222,tsk_222,0.21031
tsk_223,tsk_223,0.0774419
tsk_224,tsk_224,0.249632
tsk_225,tsk_225,0.0774419
tsk_226,tsk_226,-0.498188
tsk_227,tsk_227,-0.0368538
tsk_228,tsk_228,0.104867
tsk_229,tsk_229,0.092751
tsk_230,tsk_230,-0.0666328
tsk_231,tsk_231,-0.151997
tsk_232,tsk_232,-0.0226444
tsk_233,tsk_233,0.0511002
tsk_234,tsk_234,-0.252472
tsk_235,tsk_235,-0.0368538
tsk_236,tsk_236,0.047553
tsk_237,tsk_237,0.299136
tsk_238,tsk_238,0.047553
tsk_239,tsk_239,0.104227
tsk_240,tsk_240,0.104227
tsk_241,tsk_241,-0.0413236
tsk_242,tsk_242,-0.070221
tsk_243,tsk_243,0.00822675
tsk_244,tsk_244,-0.150911
tsk_245,tsk_245,0.0727586
tsk_246,tsk_246,0.140732
tsk_247,tsk_247,-0.0290051
tsk_248,tsk_248,-0.0401005
tsk_249,tsk_249,-0.103358
tsk_250,tsk_250,0.444305
tsk_251,tsk_251,0.0600471
tsk_252,tsk_252,0.078482
tsk_253,tsk_253,-0.140219
tsk_254,tsk_254,-0.017174
tsk_255,tsk_255,0.115371
tsk_256,tsk_256,0.115371
tsk_257,tsk_257,0.0780829
tsk_258,tsk_258,-0.140219
tsk_259,tsk_259,-0.0290051
tsk_260,tsk_260,0.145571
tsk_261,tsk_261,0.0137064
tsk_262,tsk_262,0.188215
tsk_263,tsk_263,0.0212805
tsk_264,tsk_264,-0.0788499
tsk_265,tsk_265,0.337814
tsk_266,tsk_266,0.195091
tsk_267,tsk_267,0.195091
tsk_268,tsk_268,0.195091
tsk_269,tsk_269,0.195091
tsk_270,tsk_270,0.199144
tsk_271,tsk_271,0.0646614
tsk_272,tsk_272,0.0646614
tsk_273,tsk_273,-0.416128
tsk_274,tsk_274,0.0687343
tsk_275,tsk_275,-0.416128
tsk_276,tsk_276,-0.408446
tsk_277,tsk_277,-0.408446
tsk_278,tsk_278,-0.0106186
tsk_279,tsk_279,-0.408446
tsk_280,tsk_280,-0.100795
tsk_281,tsk_281,0.00110947
tsk_282,tsk_282,-0.100795
tsk_283,tsk_283,-0.0458315
tsk_284,tsk_284,-0.100795
tsk_285,tsk_285,0.0698121
tsk_286,tsk_286,-0.302044
tsk_287,tsk_287,0.444305
tsk_288,tsk_288,0.031987
tsk_289,tsk_289,0.0318433
tsk_290,tsk_290,0.0652749
tsk_291,tsk_291,-0.0242043
tsk_292,tsk_292,0.111914
tsk_293,tsk_293,-0.182811
tsk_294,tsk_294,0.105572
tsk_295,tsk_295,0.0841691
tsk_296,tsk_296,0.280268
tsk_297,tsk_297,-0.004969
tsk_298,tsk_298,0.151358
tsk_299,tsk_299,0.14625
tsk_0,tsk_0,-0.00334333
tsk_1,tsk_1,-0.0882936
tsk_2,tsk_2,3.51818e-05
tsk_3,tsk_3,0.137637
tsk_4,tsk_4,0.00761656
tsk_5,tsk_5,-0.0641986
tsk_6,tsk_6,0.00761656
tsk_7,tsk_7,0.00761656
tsk_8,tsk_8,0.00761656
tsk_9,tsk_9,0.00761656
tsk_10,tsk_10,-0.0953344
tsk_11,tsk_11,-0.0813014
tsk_12,tsk_12,-0.104683
tsk_13,tsk_13,-0.094406
tsk_14,tsk_14,0.147651
tsk_15,tsk_15,-0.112275
tsk_16,tsk_16,-0.112275
tsk_17,tsk_17,-0.134084
tsk_18,tsk_18,-0.218263
tsk_19,tsk_19,0.072897
tsk_20,tsk_20,-0.0633676
tsk_21,tsk_21,0.22733
tsk_22,tsk_22,-0.0675656
tsk_23,tsk_23,-0.155609
tsk_24,tsk_24,0.146274
tsk_25,tsk_25,0.141867
tsk_26,tsk_26,-0.143559
tsk_27,tsk_27,-0.211945
tsk_28,tsk_28,-0.0379568
tsk_29,tsk_29,-0.136083
tsk_30,tsk_30,0.111006
tsk_31,tsk_31,0.205204
tsk_32,tsk_32,-0.168603
tsk_33,tsk_33,-0.0743295
tsk_34,tsk_34,-0.185589
tsk_35,tsk_35,-0.061107
tsk_36,tsk_36,-0.133864
tsk_37,tsk_37,-0.0859075
tsk_38,tsk_38,-0.82809
tsk_39,tsk_39,0.0856047
tsk_40,tsk_40,-0.100044
tsk_41,tsk_41,-0.139533
tsk_42,tsk_42,-0.112743
tsk_43,tsk_43,-0.139533
tsk_44,tsk_44,-0.112743
tsk_45,tsk_45,-0.139533
tsk_46,tsk_46,0.135086
tsk_47,tsk_47,-0.139533
tsk_48,tsk_48,-0.112743
tsk_49,tsk_49,-0.107059
tsk_50,tsk_50,-0.107059
tsk_51,tsk_51,-0.107059
tsk_52,tsk_52,-0.106046
tsk_53,tsk_53,-0.100675
tsk_54,tsk_54,0.216101
tsk_55,tsk_55,-0.100675
tsk_56,tsk_56,-0.0598775
tsk_57,tsk_57,-0.0598775
tsk_58,tsk_58,-0.0598775
tsk_59,tsk_59,-0.0598775
tsk_60,tsk_60,-0.143474
tsk_61,tsk_61,0.171764
tsk_62,tsk_62,0.19544
tsk_63,tsk_63,0.0443062
tsk_64,tsk_64,-0.0606319
tsk_65,tsk_65,-0.34239
tsk_66,tsk_66,-0.248092
tsk_67,tsk_67,0.0880727
tsk_68,tsk_68,0.0379631
tsk_69,tsk_69,0.117743
tsk_70,tsk_70,0.201134
tsk_71,tsk_71,-0.245197
tsk_72,tsk_72,0.0568242
tsk_73,tsk_73,0.00731191
tsk_74,tsk_74,-0.181108
tsk_75,tsk_75,0.048383
tsk_76,tsk_76,-0.0216286
tsk_77,tsk_77,-0.264905
tsk_78,tsk_78,-0.0223643
tsk_79,tsk_79,0.269827
tsk_80,tsk_80,-0.0121332
tsk_81,tsk_81,0.0397587
tsk_82,tsk_82,0.108277
tsk_83,tsk_83,0.0397587
tsk_84,tsk_84,0.0108112
tsk_85,tsk_85,-0.34239
tsk_86,tsk_86,0.0905147
tsk_87,tsk_87,-0.198512
tsk_88,tsk_88,-0.208156
tsk_89,tsk_89,-0.0704394
tsk_90,tsk_90,0.0964823
tsk_91,tsk_91,0.0302017
tsk_92,tsk_92,-0.102701
tsk_93,tsk_93,-0.172838
tsk_94,tsk_94,-0.215026
tsk_95,tsk_95,-0.22014
tsk_96,tsk_96,-0.22014
tsk_97,tsk_97,0.110991
tsk_98,tsk_98,-0.179505
tsk_99,tsk_99,-0.176355
tsk_200,tsk_200,-0.176355
tsk_201,tsk_201,-0.14351
tsk_202,tsk_202,-0.0756194
tsk_203,tsk_203,-0.136695
tsk_204,tsk_204,0.260672
tsk_205,tsk_205,0.00904933
tsk_206,tsk_206,-0.192649
tsk_207,tsk_207,0.302299
tsk_208,tsk_208,0.269827
tsk_209,tsk_209,-0.189084
tsk_210,tsk_210,-0.0430684
tsk_211,tsk_211,0.0782592
tsk_212,tsk_212,-0.0459906
tsk_213,tsk_213,0.0017342
tsk_214,tsk_214,-0.145613
tsk_215,tsk_215,0.109148
tsk_216,tsk_216,0.0208468
tsk_217,tsk_217,-0.195958
tsk_218,tsk_218,0.600201
tsk_219,tsk_219,-0.0705921
tsk_220,tsk_220,-0.0704464
tsk_221,tsk_221,-0.0122023
tsk_222,tsk_222,0.510188
tsk_223,tsk_223,-0.0122023
tsk_224,tsk_224,0.198752
tsk_225,tsk_225,0.0430086
tsk_226,tsk_226,0.127355
tsk_227,tsk_227,0.0713424
tsk_228,tsk_228,-0.0443642
tsk_229,tsk_229,0.0430086
tsk_230,tsk_230,0.0128459
tsk_231,tsk_231,-0.0310202
tsk_232,tsk_232,-0.501805
tsk_233,tsk_233,-0.0310202
tsk_234,tsk_234,0.0131026
tsk_235,tsk_235,0.0695609
tsk_236,tsk_236,-0.501805
tsk_237,tsk_237,0.0622364
tsk_238,tsk_238,-0.501805
tsk_239,tsk_239,0.0159644
tsk_240,tsk_240,0.0637474
tsk_241,tsk_241,0.108034
tsk_242,tsk_242,-0.0396867
tsk_243,tsk_243,-0.131579
tsk_244,tsk_244,0.192441
tsk_245,tsk_245,-0.0111363
tsk_246,tsk_246,-0.0396867
tsk_247,tsk_247,-0.0396867
tsk_248,tsk_248,-0.194217
tsk_249,tsk_249,-0.145556
tsk_250,tsk_250,0.17763
tsk_251,tsk_251,0.064528
tsk_252,tsk_252,-0.210524
tsk_253,tsk_253,-0.0111363
tsk_254,tsk_254,-0.056657
tsk_255,tsk_255,0.064528
tsk_256,tsk_256,-0.169031
tsk_257,tsk_257,0.0258702
tsk_258,tsk_258,-0.169031
tsk_259,tsk_259,0.0258702
tsk_260,tsk_260,0.18261
tsk_261,tsk_261,-0.0025901
tsk_262,tsk_262,0.0679421
tsk_263,tsk_263,-0.132618
tsk_264,tsk_264,0.105705
tsk_265,tsk_265,-0.132618
tsk_266,tsk_266,0.118854
tsk_267,tsk_267,-0.217917
tsk_268,tsk_268,0.107319
tsk_269,tsk_269,0.997777
tsk_270,tsk_270,-0.17502
tsk_271,tsk_271,-0.0821563
tsk_272,tsk_272,-0.0422894
tsk_273,tsk_273,-0.0398601
tsk_274,tsk_274,-0.109577
tsk_275,tsk_275,-0.195958
tsk_276,tsk_276,0.00656746
tsk_277,tsk_277,-0.16762
tsk_278,tsk_278,-0.0933966
tsk_279,tsk_279,0.474197
tsk_280,tsk_280,0.0553732
tsk_281,tsk_281,-0.0932945
tsk_282,tsk_282,-0.0518205
tsk_283,tsk_283,-0.254713
tsk_284,tsk_284,0.0743323
tsk_285,tsk_285,0.0271698
tsk_286,tsk_286,-0.0540927
tsk_287,tsk_287,-0.0396867
tsk_288,tsk_288,-0.0313844
tsk_289,tsk_289,-0.0313844
tsk_290,tsk_290,-1.37505
tsk_291,tsk_291,0.0140646
tsk_292,tsk_292,0.0163789
tsk_293,tsk_293,-1.37505
tsk_294,tsk_294,0.0163789
tsk_295,tsk_295,0.0311498
tsk_296,tsk_296,-0.572307
tsk_297,tsk_297,0.101274
tsk_298,tsk_298,-0.0638365
tsk_299,tsk_299,0.101274
tsk_0,tsk_0,0.0441045
tsk_1,tsk_1,-0.0865253
tsk_2,tsk_2,-0.429826
tsk_3,tsk_3,0.190508
tsk_4,tsk_4,0.289254
tsk_5,tsk_5,-0.112276
tsk_6,tsk_6,0.0371126
tsk_7,tsk_7,-0.429826
tsk_8,tsk_8,-0.734953
tsk_9,tsk_9,-0.734953
tsk_10,tsk_10,-0.0112976
tsk_11,tsk_11,-0.264255
tsk_12,tsk_12,0.372342
tsk_13,tsk_13,-0.203862
tsk_14,tsk_14,-0.202684
tsk_15,tsk_15,0.315706
tsk_16,tsk_16,-0.202684
tsk_17,tsk_17,-0.0643104
tsk_18,tsk_18,-0.200474
tsk_19,tsk_19,-0.0924196
tsk_20,tsk_20,0.0824
tsk_21,tsk_21,-0.969682
tsk_22,tsk_22,0.0846066
tsk_23,tsk_23,-0.106835
tsk_24,tsk_24,-0.106835
tsk_25,tsk_25,-0.0727174
tsk_26,tsk_26,-0.0507998
tsk_27,tsk_27,-0.114845
tsk_28,tsk_28,-0.114845
tsk_29,tsk_29,-0.0845203
tsk_30,tsk_30,-0.386782
tsk_31,tsk_31,-0.113868
tsk_32,tsk_32,-0.386782
tsk_33,tsk_33,-0.0602471
tsk_34,tsk_34,-0.386782
tsk_35,tsk_35,0.352692
tsk_36,tsk_36,-0.0323338
tsk_37,tsk_37,-0.0323338
tsk_38,tsk_38,-0.0323338
tsk_39,tsk_39,-0.0738504
tsk_40,tsk_40,-0.386782
tsk_41,tsk_41,-0.386782
tsk_42,tsk_42,0.113264
tsk_43,tsk_43,-0.969682
tsk_44,tsk_44,-0.115508
tsk_45,tsk_45,-0.293664
tsk_46,tsk_46,0.569344
tsk_47,tsk_47,0.0846066
tsk_48,tsk_48,-0.197306
tsk_49,tsk_49,0.0847244
tsk_50,tsk_50,-0.319252
tsk_51,tsk_51,0.899136
