FID	IID	pheno_random	pheno_strat
tsk_0	tsk_0	-0.531527333239513	0.424479882976415
tsk_1	tsk_1	0.336946421681194	-0.280061111870703
tsk_2	tsk_2	-1.5450900039508	-0.672990692652808
tsk_3	tsk_3	-2.33646027533617	-1.39928331184695
tsk_4	tsk_4	0.416288569422633	1.73165528237835
tsk_5	tsk_5	-0.966551683245714	-0.45452943561671
tsk_6	tsk_6	0.0832415981780438	0.331556071117427
tsk_7	tsk_7	-1.19278033344767	-0.314941872102971
tsk_8	tsk_8	-0.934252545561918	-0.422036607785609
tsk_9	tsk_9	-0.714786067477022	-0.419866043048368
tsk_10	tsk_10	-0.999825912295555	-0.364643538788561
tsk_11	tsk_11	-1.51218022363113	-0.677457058985914
tsk_12	tsk_12	-1.33468380051853	-0.611395078516454
tsk_13	tsk_13	-1.01731387718619	-0.801197379808888
tsk_14	tsk_14	-2.13100421397124	-1.34786269815112
tsk_15	tsk_15	-2.24169227146147	-1.24785067150258
tsk_16	tsk_16	-0.669990654432919	-0.711860561569022
tsk_17	tsk_17	-1.11639072294974	-0.870341523432877
tsk_18	tsk_18	-0.44125104428432	-0.497767409667416
tsk_19	tsk_19	-0.438249554284752	0.273390630484597
tsk_20	tsk_20	-1.17830897396426	-1.08933750013578
tsk_21	tsk_21	-1.23968292278033	-1.7509693356154
tsk_22	tsk_22	-0.839427079734171	-0.658092789674203
tsk_23	tsk_23	-0.618711419358476	-0.0398225528842435
tsk_24	tsk_24	-1.41859136067283	-0.276646135154744
tsk_25	tsk_25	0.489448868789432	1.14751049777756
tsk_26	tsk_26	1.20994051332309	1.75031690735983
tsk_27	tsk_27	-0.0189228985585161	0.386496145992339
tsk_28	tsk_28	-2.48976583208218	-2.35422718661683
tsk_29	tsk_29	0.471233173495436	0.574370539564673
tsk_30	tsk_30	-0.220884268428789	-0.13169189998715
tsk_31	tsk_31	-0.524902060353955	-0.968978524451104
tsk_32	tsk_32	-0.74328157749155	-0.287450472759479
tsk_33	tsk_33	-1.17014957714495	-0.311048864988007
tsk_34	tsk_34	-0.585269139065905	-0.172375643504826
tsk_35	tsk_35	-1.23172710194661	-0.673972105233123
tsk_36	tsk_36	1.30131358258194	1.15706806391987
tsk_37	tsk_37	-2.50255055602915	-1.96283214988829
tsk_38	tsk_38	0.273880765059831	0.342667405526159
tsk_39	tsk_39	-0.49721447372947	0.335799928133585
tsk_40	tsk_40	1.33082365672666	1.7738132490026
tsk_41	tsk_41	-0.961398928269392	-0.0260611490307708
tsk_42	tsk_42	0.285292572362724	0.509092544392962
tsk_43	tsk_43	-1.19243477387618	0.0883120617675038
tsk_44	tsk_44	0.266948433588831	0.936929353833182
tsk_45	tsk_45	-1.07056993419038	-0.730407885361341
tsk_46	tsk_46	1.20904848640303	2.14711836844699
tsk_47	tsk_47	0.39034982666511	0.25480323736912
tsk_48	tsk_48	0.298828643816333	0.559970009072838
tsk_49	tsk_49	-0.491014600780052	0.205463251352278
tsk_50	tsk_50	-1.29731988389301	-0.486368427448612
tsk_51	tsk_51	-1.2994463808007	-0.833294120974528
tsk_52	tsk_52	-0.278570033923747	0.0363187901486607
tsk_53	tsk_53	-0.633961188160669	-1.2624289489613
tsk_54	tsk_54	-0.405531158948585	0.561363218089786
tsk_55	tsk_55	0.0834484060783257	0.303579276297916
tsk_56	tsk_56	-1.67039750790223	-1.49910461998238
tsk_57	tsk_57	-1.20850582277815	-0.0574543974078647
tsk_58	tsk_58	-0.54954640630758	-0.431323234108061
tsk_59	tsk_59	0.402588737936225	0.834537287639626
tsk_60	tsk_60	-0.189040705559444	0.236985547259443
tsk_61	tsk_61	-1.82758363790567	-1.80475534364362
tsk_62	tsk_62	-0.859903886360994	-0.951645703775561
tsk_63	tsk_63	-1.22336099509448	-0.964296611286121
tsk_64	tsk_64	1.31048439322005	1.36589419417355
tsk_65	tsk_65	-0.0557850835629055	-0.188365799836412
tsk_66	tsk_66	-0.399988420313199	-0.850554859927502
tsk_67	tsk_67	-3.01472935426204	-1.68141764922862
tsk_68	tsk_68	-0.291005668492718	-0.3392445014496
tsk_69	tsk_69	-1.13380727815188	-1.227395421063
tsk_70	tsk_70	-0.016498824720028	0.476841446967078
tsk_71	tsk_71	-0.893893538115916	-0.334481030366922
tsk_72	tsk_72	-0.325324016460413	0.364631892148176
tsk_73	tsk_73	-1.24633252582169	-0.60496379510458
tsk_74	tsk_74	-0.739349508088519	-0.329718007104167
tsk_75	tsk_75	-1.70982463528771	-0.914360234794134
tsk_76	tsk_76	-0.938728621606244	-0.142391725512544
tsk_77	tsk_77	-2.2246055182384	-1.47369739838479
tsk_78	tsk_78	-1.68957431257377	-1.29734265148094
tsk_79	tsk_79	-0.320378065525538	0.474700974589918
tsk_80	tsk_80	-1.33407261420005	-0.727515282640047
tsk_81	tsk_81	-1.97016543185971	-0.765273436384922
tsk_82	tsk_82	0.736229183009807	1.46559723963525
tsk_83	tsk_83	-0.0675953343594093	-0.296442739354141
tsk_84	tsk_84	-1.32520158670226	-1.31514836455855
tsk_85	tsk_85	0.811358598169946	0.638070138281972
tsk_86	tsk_86	-2.28558248340174	-1.93957650227195
tsk_87	tsk_87	-0.532327390852353	-0.555030955008601
tsk_88	tsk_88	-0.844833579571689	-0.183982786880479
tsk_89	tsk_89	-2.36574937477193	-1.46365805961702
tsk_90	tsk_90	0.564152231222527	1.06811687709719
tsk_91	tsk_91	-1.73139791159587	-0.709984757152967
tsk_92	tsk_92	-0.660532528247406	-0.77125187875561
tsk_93	tsk_93	-1.30497128968331	-1.05581112660375
tsk_94	tsk_94	-0.642350461129307	-0.43232393081797
tsk_95	tsk_95	-0.605414522080173	0.134046321889478
tsk_96	tsk_96	-0.232084246949622	-0.0624986767311065
tsk_97	tsk_97	-0.463432381823987	0.319820791291487
tsk_98	tsk_98	0.13358199725617	0.799292901765313
tsk_99	tsk_99	-1.49036268388979	-0.503752282966625
tsk_100	tsk_100	0.888380698886114	0.1210100884625
tsk_101	tsk_101	-0.490076017028098	0.057342885931746
tsk_102	tsk_102	-0.31514376842532	-0.730698728703586
tsk_103	tsk_103	-0.43439968700227	0.254375426693172
tsk_104	tsk_104	-0.914793851810231	-0.279581498897193
tsk_105	tsk_105	-0.349350358524525	-0.449582974266257
tsk_106	tsk_106	1.16694543989614	1.50491753876808
tsk_107	tsk_107	0.833328686315067	0.919725414341292
tsk_108	tsk_108	0.22613608026704	1.41108352522922
tsk_109	tsk_109	0.60014467445437	0.428939656487781
tsk_110	tsk_110	-0.375581844001715	0.138212755317094
tsk_111	tsk_111	-2.39264655278275	-1.51862375989459
tsk_112	tsk_112	0.205030731263798	0.652177316912625
tsk_113	tsk_113	-2.06019669848001	-1.7954029164756
tsk_114	tsk_114	-0.994152565444237	-0.378854263444123
tsk_115	tsk_115	-1.01533147794067	0.239858940227817
tsk_116	tsk_116	-0.154784646590493	0.25131945628752
tsk_117	tsk_117	-2.06137249468515	-2.03214016871826
